,Sample_ID,Population,Group,Lat,Long,Length (mm),CRT_ELAI,IRT_ELAI,RBT_ELAI,WCT_ELAI,YCT_ELAI
Lower Kootenai R,,,,,,,,,,,
,EFYaak_22_098,EF_Yaak_22,EF_Yaak_River,48.94259,-115.490588,126,0.00027428,0.998531681,0.998805961,0.001194039,0
,EFYaak_22_099,EF_Yaak_22,EF_Yaak_River,48.94259,-115.490588,173,0.000645067,0.997175474,0.997820541,0.002179459,0
,EFYaak_22_100,EF_Yaak_22,EF_Yaak_River,48.94259,-115.490588,107,0.000406184,0.998141768,0.998547951,0.001452049,0
,EFYaak_22_101,EF_Yaak_22,EF_Yaak_River,48.94259,-115.490588,203,0.000439748,0.99799603,0.998435778,0.001564222,0
,EFYaak_22_102,EF_Yaak_22,EF_Yaak_River,48.94259,-115.490588,200,0.000850453,0.949470165,0.950320619,0.049679381,0
,EFYaak_22_103,EF_Yaak_22,EF_Yaak_River,48.94259,-115.490588,187,0.000291825,0.97135536,0.971647185,0.028352815,0
,EFYaak_22_104,EF_Yaak_22,EF_Yaak_River,48.94259,-115.490588,183,0.000434107,0.995763694,0.996197801,0.003802199,0
,EFYaak_22_105,EF_Yaak_22,EF_Yaak_River,48.94259,-115.490588,184,0.000336344,0.996084912,0.996421256,0.003578744,0
,EFYaak_22_106,EF_Yaak_22,EF_Yaak_River,48.94259,-115.490588,172,0.00011557,0.998323619,0.998439188,0.001560812,0
,EFYaak_22_107,EF_Yaak_22,EF_Yaak_River,48.94259,-115.490588,140,4.67E-06,0.992315855,0.992320524,0.007679476,0
,EFYaak_22_108,EF_Yaak_22,EF_Yaak_River,48.94259,-115.490588,149,0.000325274,0.997126466,0.997451741,0.002548259,0
,EFYaak_22_109,EF_Yaak_22,EF_Yaak_River,48.94259,-115.490588,195,4.39E-05,0.997240128,0.99728399,0.00271601,0
,EFYaak_22_111,EF_Yaak_22,EF_Yaak_River,48.94259,-115.490588,142,9.13E-08,0.993520946,0.993521038,0.006478962,0
,EFYaak_22_112,EF_Yaak_22,EF_Yaak_River,48.94259,-115.490588,155,6.69E-05,0.990321595,0.990388474,0.009611526,0
,EFYaak_22_113,EF_Yaak_22,EF_Yaak_River,48.94259,-115.490588,156,0.000300019,0.998890276,0.999190295,0.000809705,0
,EFYaak_22_114,EF_Yaak_22,EF_Yaak_River,48.94259,-115.490588,127,0,0.99774511,0.99774511,0.00225489,0
,EFYaak_22_116,EF_Yaak_22,EF_Yaak_River,48.94259,-115.490588,129,0.001439904,0.994894688,0.996334591,0.003665409,0
,EFYaak_22_117,EF_Yaak_22,EF_Yaak_River,48.94259,-115.490588,125,0.001008118,0.997861899,0.998870016,0.001129984,0
,EFYaak_22_118,EF_Yaak_22,EF_Yaak_River,48.94259,-115.490588,117,0.000832018,0.997612868,0.998444885,0.001555115,0
,EFYaak_22_119,EF_Yaak_22,EF_Yaak_River,48.94259,-115.490588,126,0.001206633,0.995876675,0.997083308,0.002916692,0
,EFYaak_22_120,EF_Yaak_22,EF_Yaak_River,48.94259,-115.490588,193,0.001954774,0.995665975,0.997620749,0.002379251,0
,EFYaak_22_121,EF_Yaak_22,EF_Yaak_River,48.94259,-115.490588,153,0,1,1,0,0
,EFYaak_22_122,EF_Yaak_22,EF_Yaak_River,48.94259,-115.490588,207,0.000585013,0.995746308,0.996331321,0.003668679,0
,EFYaak_22_123,EF_Yaak_22,EF_Yaak_River,48.94259,-115.490588,152,0.000116759,0.987332603,0.987449362,0.012550638,0
,EFYaak_22_124,EF_Yaak_22,EF_Yaak_River,48.94259,-115.490588,126,3.24E-06,0.996338167,0.996341409,0.003658591,0
,EFYaak_22_125,EF_Yaak_22,EF_Yaak_River,48.94259,-115.490588,130,0.000569133,0.996695716,0.997264849,0.002735151,0
,EFYaak_22_126,EF_Yaak_22,EF_Yaak_River,48.94259,-115.490588,102,0.000639582,0.997383728,0.99802331,0.00197669,0
,EFYaak_24_001,EF_Yaak_24,EF_Yaak_River,48.944305,-115.492384,160,0.000446758,0.997826761,0.998273519,0.001726481,0
,EFYaak_24_002,EF_Yaak_24,EF_Yaak_River,48.944305,-115.492384,113,0.000349735,0.973979652,0.974329387,0.025670613,0
,EFYaak_24_003,EF_Yaak_24,EF_Yaak_River,48.944305,-115.492384,170,3.45E-05,0.998857929,0.998892471,0.001107529,0
,EFYaak_24_004,EF_Yaak_24,EF_Yaak_River,48.944305,-115.492384,167,0.00027919,0.998273819,0.998553009,0.001446991,0
,EFYaak_24_005,EF_Yaak_24,EF_Yaak_River,48.944305,-115.492384,191,0.00028826,0.998533698,0.998821959,0.001178041,0
,EFYaak_24_006,EF_Yaak_24,EF_Yaak_River,48.944305,-115.492384,193,2.56E-07,0.998142991,0.998143246,0.001856754,0
,EFYaak_24_007,EF_Yaak_24,EF_Yaak_River,48.944305,-115.492384,135,0.000461896,0.996934134,0.99739603,0.00260397,0
,EFYaak_24_008,EF_Yaak_24,EF_Yaak_River,48.944305,-115.492384,160,0.001026602,0.997315501,0.998342103,0.001657897,0
,EFYaak_24_009,EF_Yaak_24,EF_Yaak_River,48.944305,-115.492384,143,1.14E-05,0.998350231,0.998361648,0.001638352,0
,EFYaak_24_010,EF_Yaak_24,EF_Yaak_River,48.944305,-115.492384,161,0,1,1,0,0
,EFYaak_24_011,EF_Yaak_24,EF_Yaak_River,48.944305,-115.492384,128,0.000116435,0.990436669,0.990553104,0.009446896,0
,EFYaak_24_012,EF_Yaak_24,EF_Yaak_River,48.944305,-115.492384,143,5.31E-06,0.999168165,0.999173478,0.000826522,0
,EFYaak_24_013,EF_Yaak_24,EF_Yaak_River,48.944305,-115.492384,130,0.000370339,0.998203477,0.998573815,0.001426185,0
,EFYaak_24_014,EF_Yaak_24,EF_Yaak_River,48.944305,-115.492384,134,1.09E-06,0.997194535,0.997195622,0.002804378,0
,EFYaak_24_015,EF_Yaak_24,EF_Yaak_River,48.944305,-115.492384,137,8.57E-07,0.992212753,0.99221361,0.00778639,0
,EFYaak_24_016,EF_Yaak_24,EF_Yaak_River,48.944305,-115.492384,120,8.59E-08,0.993846876,0.993846962,0.006153038,0
,EFYaak_24_017,EF_Yaak_24,EF_Yaak_River,48.944305,-115.492384,134,0.000771727,0.996022258,0.996793985,0.003206015,0
,EFYaak_24_018,EF_Yaak_24,EF_Yaak_River,48.944305,-115.492384,102,7.83E-05,0.993102407,0.993180731,0.006819269,0
,EFYaak_24_019,EF_Yaak_24,EF_Yaak_River,48.944305,-115.492384,105,0.000529445,0.996838277,0.997367723,0.002632277,0
,EFYaak_24_020,EF_Yaak_24,EF_Yaak_River,48.944305,-115.492384,162,0.000743222,0.997199777,0.997942998,0.002057002,0
,EFYaak_24_021,EF_Yaak_24,EF_Yaak_River,48.944305,-115.492384,135,0.001574126,9.84E-01,0.98571587,0.01428413,0
,EFYaak_24_022,EF_Yaak_24,EF_Yaak_River,48.944305,-115.492384,148,0.000362812,0.986625915,0.986988727,0.013011273,0
,EFYaak_24_023,EF_Yaak_24,EF_Yaak_River,48.944305,-115.492384,111,0.000249551,0.998399589,0.99864914,0.00135086,0
,EFYaak_24_024,EF_Yaak_24,EF_Yaak_River,48.944305,-115.492384,126,0.000425197,0.997310045,0.997735242,0.002264758,0
,EFYaak_24_025,EF_Yaak_24,EF_Yaak_River,48.944305,-115.492384,110,0.000860848,0.958235223,0.959096072,0.040903928,0
,EFYaak_24_026,EF_Yaak_24,EF_Yaak_River,48.944305,-115.492384,107,0.000522704,0.997510805,0.998033508,0.001966492,0
,EFYaak_24_027,EF_Yaak_24,EF_Yaak_River,48.944305,-115.492384,107,0,1,1,0,0
,EFYaak_24_028,EF_Yaak_24,EF_Yaak_River,48.944305,-115.492384,111,0.000312929,0.994233111,0.994546041,0.005453959,0
,EFYaak_24_029,EF_Yaak_24,EF_Yaak_River,48.944305,-115.492384,107,0.000225349,0.993354992,0.993580341,0.006419659,0
,EFYaak_24_030,EF_Yaak_24,EF_Yaak_River,48.944305,-115.492384,96,4.92E-08,0.998774294,0.998774343,0.001225657,0
,EFYaak_24_031,EF_Yaak_24,EF_Yaak_River,48.944305,-115.492384,176,0.000265912,0.998750263,0.999016175,0.000983825,0
,EFYaak_24_032,EF_Yaak_24,EF_Yaak_River,48.944305,-115.492384,194,0,0.998307883,0.998307883,0.001692117,0
,EFYaak_24_033,EF_Yaak_24,EF_Yaak_River,48.944305,-115.492384,182,7.89E-05,0.998524233,0.998603149,0.001396851,0
,EFYaak_24_034,EF_Yaak_24,EF_Yaak_River,48.944305,-115.492384,188,0.000538272,0.9956971,0.996235372,0.003764628,0
,EFYaak_24_035,EF_Yaak_24,EF_Yaak_River,48.944305,-115.492384,150,0.00083907,0.996293609,0.99713268,0.00286732,0
,EFYaak_24_036,EF_Yaak_24,EF_Yaak_River,48.944305,-115.492384,148,0.000336277,0.990060299,0.990396576,0.009603424,0
,EFYaak_24_037,EF_Yaak_24,EF_Yaak_River,48.944305,-115.492384,161,0,1,1,0,0
,EFYaak_24_038,EF_Yaak_24,EF_Yaak_River,48.944305,-115.492384,132,0.000208519,0.996460751,0.996669271,0.003330729,0
,EFYaak_24_039,EF_Yaak_24,EF_Yaak_River,48.944305,-115.492384,158,3.26E-05,0.992123181,0.992155756,0.007844244,0
,EFYaak_24_040,EF_Yaak_24,EF_Yaak_River,48.944305,-115.492384,163,0,0.9641625,0.9641625,0.0358375,0
,EFYaak_24_041,EF_Yaak_24,EF_Yaak_River,48.944305,-115.492384,195,0,0.9986759,0.9986759,0.0013241,0
,EFYaak_24_042,EF_Yaak_24,EF_Yaak_River,48.944305,-115.492384,129,0.000533066,0.987382907,0.987915973,0.012084027,0
,EFYaak_24_043,EF_Yaak_24,EF_Yaak_River,48.944305,-115.492384,137,1.09E-07,0.998477162,0.998477271,0.001522729,0
,EFYaak_24_044,EF_Yaak_24,EF_Yaak_River,48.944305,-115.492384,137,0,0.997950036,0.997950036,0.002049964,0
,EFYaak_24_045,EF_Yaak_24,EF_Yaak_River,48.944305,-115.492384,135,0.000796839,9.93E-01,0.993382959,0.006617041,0
,EFYaak_24_046,EF_Yaak_24,EF_Yaak_River,48.944305,-115.492384,143,1.73E-06,0.993551283,0.993553016,0.006446984,0
,EFYaak_24_047,EF_Yaak_24,EF_Yaak_River,48.944305,-115.492384,129,0.000208696,0.997682959,0.997891655,0.002108345,0
,EFYaak_24_048,EF_Yaak_24,EF_Yaak_River,48.944305,-115.492384,131,0,0.998515394,0.998515394,0.001484606,0
,EFYaak_24_049,EF_Yaak_24,EF_Yaak_River,48.944305,-115.492384,103,0.000876224,9.98E-01,0.998746453,0.001253547,0
,EFYaak_24_050,EF_Yaak_24,EF_Yaak_River,48.944305,-115.492384,101,8.38E-05,0.996581892,0.99666574,0.00333426,0
,EFYaak_24_051,EF_Yaak_24,EF_Yaak_River,48.944305,-115.492384,102,0.001629919,0.992499381,0.994129301,0.005870699,0
,EFYaak_24_052,EF_Yaak_24,EF_Yaak_River,48.944305,-115.492384,109,0.000388602,0.996085501,0.996474103,0.003525897,0
,EFYaak_24_053,EF_Yaak_24,EF_Yaak_River,48.944305,-115.492384,107,0.000193641,0.998640825,0.998834466,0.001165534,0
,EFYaak_24_054,EF_Yaak_24,EF_Yaak_River,48.944305,-115.492384,160,0.000277882,0.980781868,0.98105975,0.01894025,0
,EFYaak_24_055,EF_Yaak_24,EF_Yaak_River,48.944305,-115.492384,175,3.67E-05,9.98E-01,0.998296638,0.001703362,0
,EFYaak_24_056,EF_Yaak_24,EF_Yaak_River,48.944305,-115.492384,193,0.000474219,0.997594983,0.998069202,0.001930798,0
,EFYaak_24_057,EF_Yaak_24,EF_Yaak_River,48.944305,-115.492384,183,0.000748859,0.998131004,0.998879863,0.001120137,0
,EFYaak_24_058,EF_Yaak_24,EF_Yaak_River,48.944305,-115.492384,162,0.000401149,0.997777296,0.998178445,0.001821555,0
,EFYaak_24_059,EF_Yaak_24,EF_Yaak_River,48.944305,-115.492384,202,2.57E-05,0.998678208,0.998703859,0.001296141,0
,EFYaak_24_060,EF_Yaak_24,EF_Yaak_River,48.944305,-115.492384,191,0.000522107,0.997126437,0.997648544,0.002351456,0
,EFYaak_24_061,EF_Yaak_24,EF_Yaak_River,48.944305,-115.492384,155,0.000466921,0.998758251,0.999225173,7.75E-04,0
,EFYaak_24_062,EF_Yaak_24,EF_Yaak_River,48.944305,-115.492384,147,0,0.992878211,0.992878211,7.12E-03,0
,EFYaak_24_063,EF_Yaak_24,EF_Yaak_River,48.944305,-115.492384,199,0.000693166,0.998577334,0.999270499,7.30E-04,0
,EFYaak_24_064,EF_Yaak_24,EF_Yaak_River,48.944305,-115.492384,146,0.001008696,0.993353254,0.99436195,5.64E-03,0
,EFYaak_24_065,EF_Yaak_24,EF_Yaak_River,48.944305,-115.492384,140,8.39E-06,0.9910127,0.991021089,0.008978911,0
,EFYaak_24_066,EF_Yaak_24,EF_Yaak_River,48.944305,-115.492384,137,0,0.99860966,0.99860966,0.00139034,0
,EFYaak_24_067,EF_Yaak_24,EF_Yaak_River,48.944305,-115.492384,143,0.000869799,0.997595978,0.998465777,1.53E-03,0
,EFYaak_24_068,EF_Yaak_24,EF_Yaak_River,48.944305,-115.492384,153,2.38E-06,0.997263471,0.997265848,0.002734152,0
,EFYaak_24_070,EF_Yaak_24,EF_Yaak_River,48.944305,-115.492384,114,0.000598874,0.997330709,0.997929583,2.07E-03,0
,EFYaak_24_071,EF_Yaak_24,EF_Yaak_River,48.944305,-115.492384,129,0,0.998533696,0.998533696,0.001466304,0
,EFYaak_24_072,EF_Yaak_24,EF_Yaak_River,48.944305,-115.492384,133,0.000352331,0.997342652,0.997694983,0.002305017,0
,EFYaak_24_073,EF_Yaak_24,EF_Yaak_River,48.944305,-115.492384,120,0.000322998,0.998273876,0.998596874,0.001403126,0
,EFYaak_24_075,EF_Yaak_24,EF_Yaak_River,48.944305,-115.492384,122,2.45E-05,0.99837466,0.998399203,0.001600797,0
,EFYaak_24_076,EF_Yaak_24,EF_Yaak_River,48.944305,-115.492384,119,5.05E-06,0.998085833,0.998090887,0.001909113,0
,EFYaak_24_077,EF_Yaak_24,EF_Yaak_River,48.944305,-115.492384,114,0.001100546,0.997101807,0.998202352,0.001797648,0
,EFYaak_24_078,EF_Yaak_24,EF_Yaak_River,48.944305,-115.492384,122,0.000304234,0.998511883,0.998816117,0.001183883,0
,EFYaak_24_079,EF_Yaak_24,EF_Yaak_River,48.944305,-115.492384,124,8.25E-06,0.990599853,0.990608098,0.009391902,0
,EFYaak_24_080,EF_Yaak_24,EF_Yaak_River,48.944305,-115.492384,112,3.73E-05,0.99301774,0.993055015,0.006944985,0
,EFYaak_24_081,EF_Yaak_24,EF_Yaak_River,48.944305,-115.492384,110,8.40E-07,0.997848042,0.997848882,0.002151118,0
,EFYaak_24_082,EF_Yaak_24,EF_Yaak_River,48.944305,-115.492384,106,0.000604399,0.985545745,0.986150144,0.013849856,0
,EFYaak_24_083,EF_Yaak_24,EF_Yaak_River,48.944305,-115.492384,107,0.000499026,0.979291578,0.979790603,0.020209397,0
,EFYaak_24_084,EF_Yaak_24,EF_Yaak_River,48.944305,-115.492384,102,8.70E-05,0.991757492,0.99184451,0.00815549,0
,EFYaak_24_085,EF_Yaak_24,EF_Yaak_River,48.944305,-115.492384,112,0.000311422,0.995482368,0.99579379,0.00420621,0
,EFYaak_24_086,EF_Yaak_24,EF_Yaak_River,48.944305,-115.492384,98,0.000370327,0.996680404,0.997050731,0.002949269,0
,EFYaak_24_087,EF_Yaak_24,EF_Yaak_River,48.944305,-115.492384,98,0.000744614,0.997111734,0.997856348,0.002143652,0
,EFYaak_24_088,EF_Yaak_24,EF_Yaak_River,48.944305,-115.492384,106,0.000452959,0.997071525,0.997524484,0.002475516,0
,EFYaak_24_089,EF_Yaak_24,EF_Yaak_River,48.944305,-115.492384,207,0.000248546,0.995664538,0.995913083,0.004086917,0
,EFYaak_24_090,EF_Yaak_24,EF_Yaak_River,48.944305,-115.492384,194,0.000493578,0.970794515,0.971288094,0.028711906,0
,EFYaak_24_091,EF_Yaak_24,EF_Yaak_River,48.944305,-115.492384,157,0,0.998096874,0.998096874,0.001903126,0
,EFYaak_24_092,EF_Yaak_24,EF_Yaak_River,48.944305,-115.492384,166,0.000134688,0.998483612,0.9986183,0.0013817,0
,EFYaak_24_093,EF_Yaak_24,EF_Yaak_River,48.944305,-115.492384,163,0.000103136,0.999089555,0.99919269,0.00080731,0
,EFYaak_24_094,EF_Yaak_24,EF_Yaak_River,48.944305,-115.492384,178,0.00066135,0.997961259,0.998622609,0.001377391,0
,EFYaak_24_095,EF_Yaak_24,EF_Yaak_River,48.944305,-115.492384,172,0.000152596,0.996050432,0.996203028,0.003796972,0
,EFYaak_24_096,EF_Yaak_24,EF_Yaak_River,48.944305,-115.492384,201,1.90E-07,0.987375518,0.987375708,0.012624292,0
,EFYaak_24_097,EF_Yaak_24,EF_Yaak_River,48.944305,-115.492384,167,0,0.99821738,0.99821738,0.00178262,0
,EFYaak_24_098,EF_Yaak_24,EF_Yaak_River,48.944305,-115.492384,157,0,1,1,0,0
,EFYaak_24_099,EF_Yaak_24,EF_Yaak_River,48.944305,-115.492384,132,0.000950691,0.989511294,0.990461986,0.009538014,0
,EFYaak_24_100,EF_Yaak_24,EF_Yaak_River,48.944305,-115.492384,145,2.69E-06,0.99865773,0.998660419,0.001339581,0
,EFYaak_24_101,EF_Yaak_24,EF_Yaak_River,48.944305,-115.492384,121,0.001038745,0.997815424,0.998854169,0.001145831,0
,EFYaak_24_102,EF_Yaak_24,EF_Yaak_River,48.944305,-115.492384,141,8.41E-05,0.998225869,0.998309945,0.001690055,0
,EFYaak_24_103,EF_Yaak_24,EF_Yaak_River,48.944305,-115.492384,144,9.90E-08,0.998262106,0.998262205,0.001737795,0
,EFYaak_24_104,EF_Yaak_24,EF_Yaak_River,48.944305,-115.492384,126,3.39E-05,0.997481178,0.997515034,0.002484966,0
,EFYaak_24_105,EF_Yaak_24,EF_Yaak_River,48.944305,-115.492384,114,1.78E-07,0.999429803,0.999429981,0.000570019,0
,EFYaak_24_106,EF_Yaak_24,EF_Yaak_River,48.944305,-115.492384,121,2.46E-05,0.983488304,0.983512899,0.016487101,0
,EFYaak_24_107,EF_Yaak_24,EF_Yaak_River,48.944305,-115.492384,125,0.000525109,0.992541183,0.993066292,0.006933708,0
,EFYaak_24_108,EF_Yaak_24,EF_Yaak_River,48.944305,-115.492384,122,2.31E-07,0.99851264,0.998512871,0.001487129,0
,EFYaak_24_109,EF_Yaak_24,EF_Yaak_River,48.944305,-115.492384,98,0.000902227,0.994371151,0.995273378,0.004726622,0
,EFYaak_24_110,EF_Yaak_24,EF_Yaak_River,48.944305,-115.492384,112,0.000515371,0.997446851,0.997962222,0.002037778,0
,EFYaak_24_111,EF_Yaak_24,EF_Yaak_River,48.944305,-115.492384,103,0.000355937,0.977209727,0.977565664,0.022434336,0
,EFYaak_24_112,EF_Yaak_24,EF_Yaak_River,48.944305,-115.492384,100,0,9.97E-01,0.996707024,0.003292976,0
Upper Kootenai River,,,,,,,,,,,
,Quartz_10_141,Quartz_Lo,Up_Kootenai_R,48.445657,-115.63055,NA,0.617305551,0.379506919,0.99681247,0.00318753,0
,Quartz_10_142,Quartz_Lo,Up_Kootenai_R,48.445657,-115.63055,NA,0.636014645,0.357912143,0.993926788,0.005435417,0.000637795
,Quartz_10_144,Quartz_Lo,Up_Kootenai_R,48.445657,-115.63055,NA,0.555918035,0.437466181,0.993384216,0.006615784,0
,Quartz_10_148,Quartz_Lo,Up_Kootenai_R,48.445657,-115.63055,NA,0.550364404,0.446381128,0.996745532,0.003254468,0
,Quartz_10_149,Quartz_Lo,Up_Kootenai_R,48.445657,-115.63055,NA,0.578407738,0.410806226,0.989213964,0.010610414,0.000175622
,Quartz_10_153,Quartz_Lo,Up_Kootenai_R,48.445657,-115.63055,NA,0.542443104,0.388605674,0.931048778,0.068951222,0
,,,,,,,,,,,
,CedarCreek_20_001,Cedar_1,Up_Kootenai_R,48.400817,-115.700983,137,0.725744459,0.263356773,0.989101231,0,0.010898769
,CedarCreek_20_002,Cedar_1,Up_Kootenai_R,48.400817,-115.700983,185,0.729722153,0.267847984,0.997570138,0,0.002429862
,CedarCreek_20_003,Cedar_1,Up_Kootenai_R,48.400817,-115.700983,158,0.729178788,0.265536569,0.994715357,0,0.005284643
,CedarCreek_20_004,Cedar_1,Up_Kootenai_R,48.400817,-115.700983,123,0.718677788,0.262496487,0.981174275,0,0.018825725
,CedarCreek_20_005,Cedar_1,Up_Kootenai_R,48.400817,-115.700983,144,0.751201672,0.248798328,1,0,0
,CedarCreek_20_006,Cedar_1,Up_Kootenai_R,48.400817,-115.700983,133,0.734164652,0.265207868,0.999372519,0,0.000627481
,CedarCreek_20_007,Cedar_1,Up_Kootenai_R,48.400817,-115.700983,144,0.74087433,0.258899121,0.999773451,0,0.000226549
,CedarCreek_20_008,Cedar_1,Up_Kootenai_R,48.400817,-115.700983,130,0.734169816,0.260375588,0.994545404,0,0.005454596
,CedarCreek_20_009,Cedar_1,Up_Kootenai_R,48.400817,-115.700983,132,0.742541068,0.257458932,1,0,0
,CedarCreek_20_010,Cedar_1,Up_Kootenai_R,48.400817,-115.700983,115,0.739689951,0.260300751,0.999990702,9.30E-06,0
,CedarCreek_20_011,Cedar_1,Up_Kootenai_R,48.400817,-115.700983,92,0.722919339,0.277080661,1,0,0
,CedarCreek_20_012,Cedar_1,Up_Kootenai_R,48.400817,-115.700983,108,0.708401025,0.291598975,1,0,0
,CedarCreek_20_013,Cedar_1,Up_Kootenai_R,48.400817,-115.700983,122,0.712822834,0.287177166,1,0,0
,CedarCreek_20_014,Cedar_1,Up_Kootenai_R,48.400817,-115.700983,94,0.731304561,0.257933523,0.989238084,0,0.010761916
,CedarCreek_20_015,Cedar_1,Up_Kootenai_R,48.400817,-115.700983,90,0.733779974,0.256838047,0.990618022,0,0.009381978
,CedarCreek_20_016,Cedar_1,Up_Kootenai_R,48.400817,-115.700983,175,0.752558225,0.247229172,0.999787396,0,0.000212604
,CedarCreek_20_017,Cedar_1,Up_Kootenai_R,48.400817,-115.700983,155,0.717523779,0.279454022,0.996977802,0,0.003022198
,CedarCreek_20_018,Cedar_1,Up_Kootenai_R,48.400817,-115.700983,150,0.700979777,0.284718746,0.985698523,0,0.014301477
,CedarCreek_20_019,Cedar_1,Up_Kootenai_R,48.400817,-115.700983,158,0.731389258,0.267804591,0.999193849,0,0.000806151
,CedarCreek_20_020,Cedar_1,Up_Kootenai_R,48.400817,-115.700983,122,0.729473162,0.270526838,1,0,0.00E+00
,CedarCreek_20_021,Cedar_1,Up_Kootenai_R,48.400817,-115.700983,163,0.726394917,0.273605083,1,0,0.00E+00
,CedarCreek_20_022,Cedar_1,Up_Kootenai_R,48.400817,-115.700983,168,0.699662172,0.299995941,0.999658113,0,0.000341887
,CedarCreek_20_023,Cedar_1,Up_Kootenai_R,48.400817,-115.700983,153,0.70458759,0.293745607,0.998333198,0,1.67E-03
,CedarCreek_20_024,Cedar_1,Up_Kootenai_R,48.400817,-115.700983,143,0.719321812,0.280678188,1,0,0
,CedarCreek_20_025,Cedar_1,Up_Kootenai_R,48.400817,-115.700983,154,0.745420138,0.25416113,0.999581268,0,0.000418732
,CedarCreek_20_026,Cedar_1,Up_Kootenai_R,48.400817,-115.700983,142,0.735217142,0.264430511,0.999647653,0,0.000352347
,CedarCreek_20_027,Cedar_1,Up_Kootenai_R,48.400817,-115.700983,132,0.703810367,0.281834675,0.985645041,0,0.014354959
,CedarCreek_20_028,Cedar_1,Up_Kootenai_R,48.400817,-115.700983,110,0.707163765,0.292836235,1,0,0
,CedarCreek_20_030,Cedar_1,Up_Kootenai_R,48.400817,-115.700983,116,0.726760599,0.273239353,0.999999952,4.83E-08,0
,CedarCreek_20_031,Cedar_2,Up_Kootenai_R,48.405333,-115.691033,165,0.749476282,0.247118039,0.996594321,0,0.003405679
,CedarCreek_20_032,Cedar_2,Up_Kootenai_R,48.405333,-115.691033,115,0.724698529,0.274948785,0.999647314,0,0.000352686
,CedarCreek_20_033,Cedar_2,Up_Kootenai_R,48.405333,-115.691033,151,0.715387027,0.283388665,0.998775693,0,0.001224307
,CedarCreek_20_034,Cedar_2,Up_Kootenai_R,48.405333,-115.691033,105,0.725076848,0.272750034,0.997826882,0,0.002173118
,CedarCreek_20_035,Cedar_2,Up_Kootenai_R,48.405333,-115.691033,93,0.716757287,0.281961839,0.998719126,0,0.001280874
,CedarCreek_20_036,Cedar_2,Up_Kootenai_R,48.405333,-115.691033,96,0.710660337,0.28835721,0.999017547,0,0.000982453
,CedarCreek_20_037,Cedar_2,Up_Kootenai_R,48.405333,-115.691033,157,0.705035346,0.29330416,0.998339506,1.19E-07,0.001660375
,CedarCreek_20_038,Cedar_2,Up_Kootenai_R,48.405333,-115.691033,140,0.715734648,0.284265352,1,0,0
,CedarCreek_20_039,Cedar_2,Up_Kootenai_R,48.405333,-115.691033,145,0.716186384,0.274281075,0.990467459,0,0.009532541
,CedarCreek_20_040,Cedar_2,Up_Kootenai_R,48.405333,-115.691033,130,0.757118785,0.240490052,0.997608838,0,0.002391162
,CedarCreek_20_041,Cedar_2,Up_Kootenai_R,48.405333,-115.691033,100,0.717653566,0.282346434,1,0,0
,CedarCreek_20_042,Cedar_2,Up_Kootenai_R,48.405333,-115.691033,100,0.731890001,0.266299266,0.998189267,0,0.001810733
,CedarCreek_20_043,Cedar_2,Up_Kootenai_R,48.405333,-115.691033,111,0.722857811,0.276029254,0.998887065,0,0.001112935
,CedarCreek_20_044,Cedar_2,Up_Kootenai_R,48.405333,-115.691033,140,0.723137716,0.276383595,0.999521312,0,0.000478688
,CedarCreek_20_045,Cedar_2,Up_Kootenai_R,48.405333,-115.691033,110,0.708808254,0.286304086,0.995112339,0,4.89E-03
,CedarCreek_20_046,Cedar_2,Up_Kootenai_R,48.405333,-115.691033,145,0.729252314,0.269857553,0.999109867,0,0.000890133
,CedarCreek_20_047,Cedar_2,Up_Kootenai_R,48.405333,-115.691033,155,0.733717574,0.266219963,0.999937537,0,6.25E-05
,CedarCreek_20_048,Cedar_2,Up_Kootenai_R,48.405333,-115.691033,135,0.7176305,0.278135674,0.995766174,0,0.004233826
,CedarCreek_20_049,Cedar_2,Up_Kootenai_R,48.405333,-115.691033,160,0.735066963,0.263313294,0.998380257,0,0.001619743
,CedarCreek_20_050,Cedar_2,Up_Kootenai_R,48.405333,-115.691033,75,0.699376709,0.299421926,0.998798635,0,0.001201365
,CedarCreek_20_051,Cedar_2,Up_Kootenai_R,48.405333,-115.691033,104,0.728334984,0.270198044,0.998533027,0,0.001466973
,CedarCreek_20_052,Cedar_2,Up_Kootenai_R,48.405333,-115.691033,66,0.656755564,0.342301176,0.99905674,0.00094326,0.00E+00
,CedarCreek_20_053,Cedar_2,Up_Kootenai_R,48.405333,-115.691033,106,0.717997741,0.281534683,0.999532424,0,0.000467576
,CedarCreek_20_054,Cedar_2,Up_Kootenai_R,48.405333,-115.691033,144,0.729284137,0.269970099,0.999254236,0,0.000745764
,CedarCreek_20_055,Cedar_2,Up_Kootenai_R,48.405333,-115.691033,148,0.733076473,0.266795692,0.999872165,0,0.000127835
,CedarCreek_20_056,Cedar_2,Up_Kootenai_R,48.405333,-115.691033,159,0.701606176,0.297709041,0.999315217,0,0.000684783
,CedarCreek_20_057,Cedar_2,Up_Kootenai_R,48.405333,-115.691033,147,0.707639758,0.279306567,0.986946325,0.000268494,1.28E-02
,CedarCreek_20_058,Cedar_2,Up_Kootenai_R,48.405333,-115.691033,135,0.706426771,0.284031256,0.990458028,0,0.009541972
