"Axis1","Axis2","Axis3","sample_id","population","group"
7.5866217080133,-2.08127388428115,-1.08405467093945,"Abbot_20_01","Abbot","Flathead"
9.72353426822169,-0.883878894764759,0.00566923642701866,"Abbot_20_03","Abbot","Flathead"
9.56216243626832,-2.54131003916531,-0.2791216817548,"Abbot_20_26","Abbot","Flathead"
-1.4805747600429,8.53169800873318,-1.74505700371666,"AdamsBR3_17_01","Adams","Athabasca"
-0.804079830900342,7.09481619312584,-3.3565208586394,"AdamsBR3_17_02","Adams","Athabasca"
-1.62170954475247,7.08647543819554,-3.25047869198113,"AdamsBR3_17_03","Adams","Athabasca"
-2.0928214807698,6.29961021741416,-2.74101248673038,"AdamsBR3_17_07","Adams","Athabasca"
-1.7499988812759,7.00275760575542,-2.87839411444053,"AdamsBR3_17_09","Adams","Athabasca"
-1.65974149875487,7.67668540662504,-3.13745351343598,"AdamsBR3_17_11","Adams","Athabasca"
-0.815546225812216,8.24353860667512,-2.5299045339693,"AdamsBR3_17_12","Adams","Athabasca"
-0.65001322146346,7.12059304205363,-3.04521223431616,"AdamsBR3_17_13","Adams","Athabasca"
-0.831394610790176,7.31902826231201,-3.37673978136204,"AdamsBR3_17_15","Adams","Athabasca"
-0.831394610790176,7.31902826231201,-3.37673978136204,"AdamsBR3_17_19","Adams","Athabasca"
-1.66716206911465,8.02114272638027,-2.49148781717165,"AdamsBR3_17_20","Adams","Athabasca"
-1.81573073357537,7.88465426054928,-2.67557972977785,"AdamsBR3_17_22","Adams","Athabasca"
-1.98167774397727,7.39725555810944,-3.26690617738468,"AdamsBR3_17_24","Adams","Athabasca"
-2.02724379525556,7.03530072529601,-3.05143765205374,"AdamsBR3_17_25","Adams","Athabasca"
-1.97114651908655,7.75630238922905,-2.40807033632406,"AdamsBR3_17_28","Adams","Athabasca"
11.3781717308967,-1.88284697429033,-1.6268628854252,"ARD_20_01","Arlee","Hatchery_CRT"
12.5163459067841,-0.495122550887794,-0.991705613347834,"ARD_20_02","Arlee","Hatchery_CRT"
12.5408289063866,-1.02451809321263,-1.763354103412,"ARD_20_03","Arlee","Hatchery_CRT"
10.6401569728907,-2.13762540968379,-1.0710104943168,"ARD_20_05","Arlee","Hatchery_CRT"
10.3262583801609,-1.84554606306209,-1.42613765208438,"ARD_20_06","Arlee","Hatchery_CRT"
11.2274263821752,-1.1498871119825,-1.31359505082162,"ARD_20_07","Arlee","Hatchery_CRT"
11.8692761544928,-1.05109374941648,-0.586964695355081,"ARD_20_10","Arlee","Hatchery_CRT"
12.1677165469521,-1.68432167369814,-1.95377506704978,"ARD_20_11","Arlee","Hatchery_CRT"
12.1148401239463,-2.42607810747726,-0.934726047938378,"ARD_20_12","Arlee","Hatchery_CRT"
11.3460865848908,0.0991571323515443,-2.10164161486045,"ARD_20_13","Arlee","Hatchery_CRT"
10.5688938062702,-1.22491959996786,-1.33109001000537,"ARD_20_14","Arlee","Hatchery_CRT"
10.5688950796544,-1.22492025156896,-1.33109039231298,"ARD_20_15","Arlee","Hatchery_CRT"
10.6713329852686,-1.09526192771014,-0.651833712477192,"ARD_20_16","Arlee","Hatchery_CRT"
11.1265870052987,-2.08157154848378,-0.578683207767764,"ARD_20_17","Arlee","Hatchery_CRT"
12.9290589003616,-0.792558834340509,-1.91745124649515,"ARD_20_18","Arlee","Hatchery_CRT"
12.3469223218388,-2.77080062285225,-0.983938241009121,"ARD_20_20","Arlee","Hatchery_CRT"
11.3630309777413,-1.79414125474506,-0.555652064563125,"ARD_20_21","Arlee","Hatchery_CRT"
