Sample_ID	RBT_ELAI	WCT_ELAI	YCT_ELAI	# Heterokaryotypic Inversions
BullLo_15_154	0.000315967	0.999684033	0	0
BullLo_15_155	0.118963189	0.881036811	0	2
BullLo_15_157	0	1	0	0
BullLo_15_158	0.015594763	0.984405237	0.00E+00	0
BullLo_15_160	0.000197259	0.999802741	0	0
BullLo_15_161	0.003687495	0.996312505	0	0
BullLo_15_162	0	1	0	0
BullLo_15_163	0.158744768	0.841255232	0	3
BunkerHill_23_301	0.009753511	0.990246489	0	0
BunkerHill_23_302	0	1	0	0
BunkerHill_23_303	0	1	0	0
BunkerHill_23_304	0.006552835	0.993447165	0	0
BunkerHill_23_305	0.014929077	0.985070923	0	0
BunkerHill_23_306	0.01163338	0.98836662	0	0
BunkerHill_23_307	0.008442458	0.991557542	0.00E+00	0
BunkerHill_23_308	0.013224236	0.986775764	0	0
BunkerHill_23_309	0.00695363	0.99304637	0.00E+00	0
BunkerHill_23_310	0.010491472	0.989508528	0	0
BunkerHill_23_311	0.007756627	0.992243373	0	0
BunkerHill_23_312	0.01512651	0.98487349	0	0
BunkerHill_23_313	0.00888073	0.99111927	0	0
BunkerHill_23_314	0.008018556	0.991981444	0	0
BunkerHill_23_315	0.009851707	0.990148293	0	0
BunkerHill_23_316	0.006503876	0.993496124	0	0
BunkerHill_23_317	0.007884919	0.992115081	0	0
BunkerHill_23_318	0.016883309	0.983116691	0	0
BunkerHill_23_319	0	1	0	0
BunkerHill_23_320	0.00703834	0.99296166	0	0
BunkerHill_23_321	0.008003977	0.991996023	0	0
BunkerHill_23_322	0	1	0	0
Burnt_23_331	0.003936444	0.996063556	0	0
Burnt_23_332	0.000982001	0.999017999	0	0
Burnt_23_333	0.000821817	0.999178183	0	0
Burnt_23_334	0.002532785	0.997467215	0	0
Burnt_23_335	0.001503909	0.998496091	0	0
Burnt_23_336	0.002593568	0.997406432	0	0
Burnt_23_337	0.002882679	0.997117321	0	0
Burnt_23_338	0.002550676	0.997449324	0	0
Burnt_23_339	0.001331067	0.998668933	0	0
Burnt_23_340	0.001974104	0.998025896	0	0
Burnt_23_341	0.003389345	0.996610655	0	0
Burnt_23_342	0.002952361	0.997047639	0	0
Burnt_23_343	0	1	0	0
Burnt_23_344	0.002421622	0.997578378	0	0
Burnt_23_345	0.002888414	0.997111586	0	0
Burnt_23_346	0.001057228	0.998942772	0	0
Burnt_23_348	0	1	0	0
Burnt_23_349	0.001857143	0.998142857	0	0
Burnt_23_350	0.002781607	0.997218393	0	0
Burnt_23_351	0.002902065	0.997097935	0	0
Burnt_23_352	0.00173155	0.99826845	0	0
Burnt_23_353	0.002551833	0.997448167	0	0
Burnt_23_354	0.001875884	0.998124116	0	0
Burnt_23_355	0.002426624	0.997573376	0	0
Burnt_23_356	0.001902156	0.998097844	0	0
Burnt_23_357	0.003378511	0.996621489	0	0
Burnt_23_358	0	1	0	0
Burnt_23_359	0.002745657	0.997254343	0	0
Burnt_23_360	0	1	0	0
Cable_17_421	0.992633235	0.007366765	0	0
Cable_17_422	0.997373089	0.002626911	0	0
Cable_17_423	0.993166465	0.006833535	0	0
Cable_17_424	0.990359532	0.009640468	0	0
Cable_17_425	0.991651409	0.008348591	0	0
Cable_17_427	0.985463358	0.014535722	9.20E-07	0
Cable_17_428	0.965447304	0.034552696	0	0
Cable_17_429	0.983448627	0.016551373	0	0
Cable_17_430	0.977214033	0.022785967	0	0
Cable_17_431	0.98392565	0.01607435	0	0
Cable_17_432	0.983839308	0.016160692	0	0
Cable_17_433	0.980550173	0.019449827	0	0
Cable_17_434	0.986759315	0.013240685	0	0
Cable_17_435	0.992365322	0.007634678	0	0
Cable_17_436	0.994868388	0.005131612	0	0
Cable_17_437	0.985530384	0.014469616	0	0
Cable_17_438	0.993270131	0.006729869	0	0
Cable_17_439	0.991127597	0.008872403	0	0
Cable_17_440	0.989453813	0.010546187	0	0
Cable_17_441	0.990736487	0.009263513	0	0
Cable_17_443	0.990319814	0.009680146	3.97E-08	0
Cable_17_444	0.987307496	0.012692504	0	0
Cable_17_445	0.98669868	0.013293244	8.08E-06	0
Cable_17_446	0.983201191	1.68E-02	0	0
Cable_17_447	0.979525236	0.020474764	0	0
Cable_17_448	0.986872699	0.013127301	0	0
Cable_17_449	0.984703289	0.015296711	0	0
Cable_17_450	0.987219521	0.012780479	0	0
Callahan17_063	0.998758266	0.001241734	0	0
CallahanNF_22_02	0.998405644	0.001594356	0	0
CallahanNF_22_04	0.99828304	0.00171696	0	0
CallahanNF_22_06	0.998613992	0.001386008	0	0
CallahanNF_22_07	0.998237685	0.001762315	0	0
CallahanNF_22_08	0.998899594	0.000855903	0.000244503	0
CallahanNF_22_10	0.999424848	0.000575152	0	0
CallahanNF_22_11	0.995228233	0.004771767	0	0
CallahanNF_22_12	0.997877408	0.001914526	0.000208066	0
CallahanNF_22_13	0.998729247	0.001270753	0	0
CallahanNF_22_14	0.999081322	0.000918678	0	0
CallahanNF_22_15	0.996110586	0.003889414	0	0
CallahanNF_22_16	0.997568985	0.002431015	0	0
CallahanNF_22_17	0.998409507	0.001590493	0	0
CallahanNF_22_18	0.998831984	1.17E-03	0	0
CallahanNF_22_19	0.998660192	0.001339808	0	0
CallahanNF_22_20	0.998743439	0.001256561	0	0
CallahanNF_22_21	0.999349994	0.000650006	0	0
CallahanNF_22_22	0.005458965	0.929253699	0.065287336	1
CallahanNF_22_23	0.998874422	0.001125578	0	0
CallahanNF_22_24	0.996585959	0.003414041	0	0
CallahanNF_22_25	0.998497361	1.50E-03	0	0
CallahanNF_22_26	0.998279566	0.001720434	0	0
CallahanNF_22_27	0.999281915	0.000718085	0	0
CallahanNF_22_28	0.998774538	0.001225462	0	0
CallahanNF_22_29	0.998451779	0.001548221	0	0
CallahanNF_22_30	0.997286529	0.002713471	0	0
CallahanSF_22_01	0.998903947	0.001096053	0	0
CallahanSF_22_02	0.998026584	0.001973416	0	0
CallahanSF_22_03	0.998797789	0.001202211	0	0
CallahanSF_22_04	0.998446621	0.001553379	0.00E+00	0
CallahanSF_22_05	0.997350323	0.002649677	0	0
CallahanSF_22_06	0.998867508	0.001132492	0	0
CallahanSF_22_07	0.998841693	0.001158307	0	0
CallahanSF_22_08	0.996457395	0.003542605	0	0
CallahanSF_22_09	0.998269877	0.001730123	0	0
CallahanSF_22_10	0.99880004	0.00119996	0	0
CallahanSF_22_11	0.998527173	0.001472827	0	0
CallahanSF_22_12	0.998595794	0.001404206	0	0
CallahanSF_22_13	0.997712515	0.002287485	0	0
CallahanSF_22_14	0.998204292	0.001795708	0	0
CallahanSF_22_15	0.998513758	0.001486242	0	0
CallahanSF_22_16	0.998160521	0.001640097	0.000199382	0
CallahanSF_22_17	0.998454982	0.001545018	0	0
CallahanSF_22_18	0.99864982	0.00135018	0	0
CallahanSF_22_19	0.998520534	0.001479466	0	0
CallahanSF_22_20	0.99883512	0.00116488	0	0
CallahanSF_22_21	0.999090575	9.09E-04	0	0
CallahanSF_22_23	0.997600804	0.002399196	0	0
CallahanSF_22_24	0.996447746	0.003552254	0	0
CallahanSF_22_25	0.99942476	0.00057524	0	0
CallahanSF_22_26	0.998505543	0.001494457	0	0
CallahanSF_22_27	0.998846102	0.001153898	0	0
CallahanSF_22_28	0.996632782	0.001485526	0.001881692	0
CallahanSF_22_29	0.998476	0.001524	0	0
CallahanSF_22_30	0.99772933	0.00227067	0	0
CedarCreek_20_001	0.989101231	0	0.010898769	0
CedarCreek_20_002	0.997570138	0	0.002429862	0
CedarCreek_20_003	0.994715357	0	0.005284643	0
CedarCreek_20_004	0.981174275	0	0.018825725	0
CedarCreek_20_005	1	0	0	0
CedarCreek_20_006	0.999372519	0	0.000627481	0
CedarCreek_20_007	0.999773451	0	0.000226549	0
CedarCreek_20_008	0.994545404	0	0.005454596	0
CedarCreek_20_009	1	0	0	0
CedarCreek_20_010	0.999990702	9.30E-06	0	0
CedarCreek_20_011	1	0	0	0
CedarCreek_20_012	1	0	0	0
CedarCreek_20_013	1	0	0	0
CedarCreek_20_014	0.989238084	0	0.010761916	0
CedarCreek_20_015	0.990618022	0	0.009381978	0
CedarCreek_20_016	0.999787396	0	0.000212604	0
CedarCreek_20_017	0.996977802	0	0.003022198	0
CedarCreek_20_018	0.985698523	0	0.014301477	1
CedarCreek_20_019	0.999193849	0	0.000806151	0
CedarCreek_20_020	1	0	0.00E+00	0
CedarCreek_20_021	1	0	0.00E+00	0
CedarCreek_20_022	0.999658113	0	0.000341887	0
CedarCreek_20_023	0.998333198	0	1.67E-03	0
CedarCreek_20_024	1	0	0	0
CedarCreek_20_025	0.999581268	0	0.000418732	0
CedarCreek_20_026	0.999647653	0	0.000352347	0
CedarCreek_20_027	0.985645041	0	0.014354959	1
CedarCreek_20_028	1	0	0	0
CedarCreek_20_030	0.999999952	4.83E-08	0	0
CedarCreek_20_031	0.996594321	0	0.003405679	0
CedarCreek_20_032	0.999647314	0	0.000352686	0
CedarCreek_20_033	0.998775693	0	0.001224307	0
CedarCreek_20_034	0.997826882	0	0.002173118	0
CedarCreek_20_035	0.998719126	0	0.001280874	0
CedarCreek_20_036	0.999017547	0	0.000982453	0
CedarCreek_20_037	0.998339506	1.19E-07	0.001660375	0
CedarCreek_20_038	1	0	0	0
CedarCreek_20_039	0.990467459	0	0.009532541	0
CedarCreek_20_040	0.997608838	0	0.002391162	0
CedarCreek_20_041	1	0	0	0
CedarCreek_20_042	0.998189267	0	0.001810733	0
CedarCreek_20_043	0.998887065	0	0.001112935	0
CedarCreek_20_044	0.999521312	0	0.000478688	0
CedarCreek_20_045	0.995112339	0	4.89E-03	0
CedarCreek_20_046	0.999109867	0	0.000890133	0
CedarCreek_20_047	0.999937537	0	6.25E-05	0
CedarCreek_20_048	0.995766174	0	0.004233826	1
CedarCreek_20_049	0.998380257	0	0.001619743	0
CedarCreek_20_050	0.998798635	0	0.001201365	0
CedarCreek_20_051	0.998533027	0	0.001466973	0
CedarCreek_20_052	0.99905674	0.00094326	0.00E+00	0
CedarCreek_20_053	0.999532424	0	0.000467576	0
CedarCreek_20_054	0.999254236	0	0.000745764	0
CedarCreek_20_055	0.999872165	0	0.000127835	0
CedarCreek_20_056	0.999315217	0	0.000684783	0
CedarCreek_20_057	0.986946325	0.000268494	1.28E-02	0
CedarCreek_20_058	0.990458028	0	0.009541972	0
CedarCreek_20_059	0.997801257	0	0.002198743	0
CedarCreek_20_060	0.996169609	0	0.003830391	0
CedarCreek_20_061	0.99775704	0.001485813	0.000757146	0
CedarCreek_20_062	0.999855599	0.000144401	0	0
CedarCreek_20_063	0.995953552	0.000248832	0.003797616	0
CedarCreek_20_064	0.9990441	4.50E-05	0.000910942	0
CedarCreek_20_065	0.999434876	0.000565124	0	0
CedarCreek_20_066	0.995410592	0.000554435	0.004034973	0
CedarCreek_20_067	0.999083919	0.000916081	0	0
CedarCreek_20_068	0.995253493	0.000942157	0.00380435	1
CedarCreek_20_069	0.994759804	0.000686333	0.004553863	0
CedarCreek_20_070	0.998807968	0.0004971	0.000694932	0
CedarCreek_20_071	0.999165936	0.000834064	0	0
CedarCreek_20_072	0.999481915	0.000518085	0.00E+00	0
CedarCreek_20_073	0.999120519	0	0.000879481	0
CedarCreek_20_074	0.999612331	0.000352503	3.52E-05	0
CedarCreek_20_075	0.999503046	0.000496954	0	0
CedarCreek_20_076	0.99441562	0	0.00558438	0
CedarCreek_20_077	0.994113702	0.00066446	0.005221837	0
CedarCreek_20_078	0.995173788	0.000408267	0.004417945	0
CedarCreek_20_079	0.996917996	0.000580936	0.002501068	0
CedarCreek_20_080	0.99910925	0.000705084	0.000185666	0
CedarCreek_20_081	0.999078224	0.000761354	0.000160423	0
CedarCreek_20_082	0.997273802	0.000829522	0.001896676	0
CedarCreek_20_083	0.998193151	0	0.001806849	0
CedarCreek_20_084	0.996659754	0.000503016	0.00283723	0
CedarCreek_20_085	0.995884039	0.000203694	0.003912267	0
CedarCreek_20_086	0.994953696	0.000854343	0.004191961	0
CedarCreek_20_087	0.992893829	0.000535743	0.006570427	0
CedarCreek_20_088	0.99666301	0.000497188	0.002839802	0
CedarCreek_20_089	0.999060305	0.00056009	3.80E-04	0
CedarCreek_20_090	0.997313963	0	0.002686037	0
CedarCreek_20_091	0.998046311	0.001953689	0	0
CedarCreek_20_092	0.992897482	0.005207466	0.001895052	0
CedarCreek_20_093	0.993429209	0.001413504	0.005157287	0
CedarCreek_20_094	0.994619763	0.005380237	0	0
CedarCreek_20_095	0.996698965	0.003285523	1.55E-05	0
CedarCreek_20_096	0.998436943	0.001563057	0.00E+00	0
CedarCreek_20_097	0.997617963	0.002329747	5.23E-05	0
CedarCreek_20_098	0.991976585	0.006122195	0.00190122	0
CedarCreek_20_099	0.997585066	0.002414934	0	0
CedarCreek_20_100	0.997198767	0.002801233	0	0
CedarCreek_20_101	0.99712544	0.00287456	0	0
CedarCreek_20_102	0.995468087	0.00437301	0.000158903	0
CedarCreek_20_103	0.994670444	0.005329556	0	0
CedarCreek_20_104	0.995746584	0.004107484	0.000145932	0
CedarCreek_20_105	0.996657743	0.003342257	0	0
CedarCreek_20_106	0.999264308	0.000225167	0.000510525	0
CedarCreek_20_107	0.995367922	0.004632078	0	0
CedarCreek_20_108	0.99638642	0.00361358	0	0
CedarCreek_20_109	0.996774492	0.003225508	0	0
CedarCreek_20_110	0.996062641	0.002102063	0.001835297	0
CedarCreek_20_111	0.992347806	0.007652194	0	0
CedarCreek_20_112	0.995573894	0.004426106	0	0
CedarCreek_20_113	0.994970506	0.004886049	0.000143445	0
CedarCreek_20_114	0.997788487	0.002211513	0	0
CedarCreek_20_115	0.998936701	0.001063299	0	0
CedarCreek_20_116	0.99558825	0.00441175	0	0
CedarCreek_20_117	0.997435361	0.002564639	0	0
CedarCreek_20_118	0.998695863	0.001291881	1.23E-05	0
CedarCreek_20_119	0.994056024	0.003939757	0.002004219	0
CedarCreek_20_120	0.995294031	0.001800133	0.002905835	0
CodyMid_21_01	0.998089133	0.001855568	5.53E-05	0
CodyMid_21_02	0.996769697	0.003230303	0	0
CodyMid_21_03	0.996413619	0.00185668	0.001729701	0
CodyMid_21_04	0.987947815	0.006532565	0.00551962	0
CodyMid_21_05	0.997130633	0.002649436	0.000219931	0
CodyMid_21_07	0.99810032	0.00185588	4.38E-05	0
CodyMid_21_08	0.995543156	0.002671517	0.001785326	0
CodyMid_21_09	0.993341853	0.006469477	0.000188671	0
CodyMid_21_10	0.994982627	0.003234299	0.001783074	0
CodyMid_21_11	0.998143592	0.001856408	0	0
Dam_11_03	0.991695947	0.008304053	0	0
Dam_11_04	0.98897289	0.00874186	0.00228525	0
Dam_11_05	0.996805346	0.002550425	0.000644228	0
Dam_11_06	0.990877327	0.00789153	0.001231143	0
Dam_11_07	0.9943055	0.0056945	0	0
Dam_11_09	0.992845475	0.00603327	0.001121255	0
Dam_11_10	0.989946272	0.005482029	0.004571699	0
Dam_11_11	0.997988029	0.002011971	0	0
Dam_11_12	0.993081589	0.005586852	0.001331559	0
Dam_11_13	0.999671288	0.000286531	4.22E-05	0
Dam_11_14	0.986047014	0.013952986	0	0
Dam_11_15	0.993080686	0.006919314	0	0
Dam_11_16	0.797390534	0.202609466	0	2
Dam_11_17	0.983922277	0.000869758	0.015207965	0
Dam_11_19	0.997657954	0.002342046	0	0
Dam_11_20	0.996867901	0.001086957	0.002045142	0
Dam_11_21	0.988631719	0.003014693	0.008353589	0
Dam_11_22	0.990042568	0.009957354	7.81E-08	0
Dam_11_23	0.998643571	0.001356429	0	0
Dam_11_24	0.997196005	0.002803995	0	0
Dam_11_25	0.996041546	0.003958454	0	0
Dam_11_26	0.988279715	0.011535554	0.000184731	0
Dam_11_27	0.995977943	0.004022057	0	0
Dam_11_28	0.986503026	0.013496974	0	0
Dam_11_29	0.997602062	0.002397938	0	0
Dunn_11_003	0.996014329	0.003985671	0	0
Dunn_11_004	0.99308144	0.006711003	0.000207557	0
Dunn_11_006	0.990544192	0.009455808	0	0
Dunn_11_009	0.994845405	0.005154595	0	0
Dunn_11_011	0.991756688	0.007973119	0.000270192	0
Dunn_11_012	0.996257863	0.003742137	0	0
Dunn_11_013	0.728117466	0.271237369	0.000645165	6
Dunn_11_016	0.996694265	0.003305735	0	0
Dunn_11_022	0.991370455	0.008273724	0.000355821	0
Dunn_11_025	0.994601194	0.005398806	0	0
Dunn_11_026	0.991372396	0.008627604	0	0
Dunn_11_027	0.988199813	0.011800187	0	0
Dunn_11_028	0.874205477	0.125794523	0	1
Dunn_11_029	0.989664234	0.010254807	8.10E-05	0
Dunn_11_030	0.994612986	0.005244793	0.000142221	0
Dunn_11_031	0.765462993	0.234537007	0	1
Dunn_11_032	0.989181417	0.010818555	2.79E-08	0
EForkYaak_20_001	0.997287521	0.002712479	0	0
EForkYaak_20_002	0.997609286	0.002390714	0	0
EForkYaak_20_003	0.996219412	0.003780588	0	0
EForkYaak_20_004	0.998464738	0.001535262	0	0
EForkYaak_20_005	0.99867363	0.00132637	0	0
EForkYaak_20_006	0.998222304	0.001777696	0	0
EForkYaak_20_007	0.997892822	0.002107178	0	0
EForkYaak_20_008	0.807978479	0.192021521	0	1
EForkYaak_20_009	0.991338687	0.008661313	0	0
EForkYaak_20_010	0.997947251	0.002052749	0	0
EForkYaak_20_011	0.856398077	0.143601923	0	0
EForkYaak_20_012	0.992642923	0.007357077	0	0
EForkYaak_20_013	0.997885813	0.002114187	0	0
EForkYaak_20_014	0.998962855	0.001037145	0	0
EForkYaak_20_015	0.998448115	0.001551885	0	0
EForkYaak_20_016	0.998789021	0.001210979	0	0
EForkYaak_20_017	0.998928765	0.001071235	0	0
EForkYaak_20_018	0.999558697	0.000441303	0	0
EForkYaak_20_019	0.998933367	0.001066633	0	0
EForkYaak_20_020	0.989378049	0.010621951	0	0
EForkYaak_20_021	0.997729839	0.002270161	0	0
EForkYaak_20_022	0.996904018	0.003095982	0	0
EForkYaak_20_023	0.989730631	0.010269369	0	0
EForkYaak_20_024	0.989999014	0.010000986	0	0
EForkYaak_20_025	0.982557385	0.017442615	0	0
EForkYaak_20_026	0.991158033	0.008841967	0	0
EForkYaak_20_027	0.998590154	0.001409846	0	0
EForkYaak_20_028	0.926501446	0.073498554	0	1
EForkYaak_20_029	1	0	0	0
EForkYaak_20_030	0.999106101	0.000893899	0	0
EForkYaak_20_031	0.998394767	0.001605233	0	0
EForkYaak_20_032	0.997908023	0.002091977	0	0
EForkYaak_20_033	0.998657877	0.001342123	0	0
EForkYaak_20_034	0.987398302	0.012601698	0	0
EForkYaak_20_035	0.996757263	0.003242737	0	0
EForkYaak_20_036	0.996533379	0.003466621	0	0
EForkYaak_20_037	0.997712333	0.002287667	0	0
EForkYaak_20_038	0.997955718	0.002044282	0	0
EForkYaak_20_039	0.997890587	0.002109413	0	0
EForkYaak_20_040	0.996829997	0.003170003	0	0
EForkYaak_20_041	0.998547089	0.001452911	0	0
EForkYaak_20_042	0.905995075	0.094004925	0	0
EForkYaak_20_043	1	0	0	0
EForkYaak_20_044	0.986198869	0.013801131	0	0
EForkYaak_20_045	0.99684121	0.00315879	0	0
EForkYaak_20_046	0.997386955	0.002613045	0	0
EForkYaak_20_047	0.997888004	0.002111996	0	0
EForkYaak_20_048	0.999046461	0.000953539	0	0
EForkYaak_20_049	0.998179537	0.001820463	0	0
EForkYaak_20_050	0.835883506	0.164116494	0	3
EForkYaak_20_051	0.998306145	0.001693855	0	0
EForkYaak_20_052	0.999277207	0.000722793	0	0
EForkYaak_20_053	0.980463042	0.019536958	0	2
EForkYaak_20_054	0.997889605	0.002110395	0	0
EForkYaak_20_055	0.979339577	0.020660423	0	0
EForkYaak_20_056	0.995561624	0.004438376	0	0
EForkYaak_20_057	0.995383397	0.004616603	0	0
EForkYaak_20_058	0.999018717	0.000981283	0	0
EForkYaak_20_059	0.999342445	0.000657555	0	0
EForkYaak_20_060	0.870632585	0.129367415	0	0
EForkYaak_20_061	0.998383462	0.001616538	0	0
EForkYaak_20_062	0.995831893	0.004168107	0	0
EForkYaak_20_063	0.991662842	0.008337158	0	0
EForkYaak_20_064	0.998427513	0.001572487	0	0
EForkYaak_20_065	0.833831632	0.166168368	0	1
EForkYaak_20_066	0.98843463	0.01156537	0	0
EForkYaak_20_067	0.999067257	0.000932743	0	0
EForkYaak_20_068	0.997920525	0.002079475	0	0
EForkYaak_20_069	0.787500829	0.212499171	0	3
EForkYaak_20_070	0.99719756	0.00280244	0	0
EForkYaak_20_071	0.998836182	0.001163818	0	0
EForkYaak_20_072	0.989693921	0.010306079	0	0
EForkYaak_20_073	0.997958936	0.002041064	0	0
EForkYaak_20_074	0.997591716	0.002408284	0	0
EForkYaak_20_075	0.997562741	0.002437259	0	0
EForkYaak_20_076	0.998145765	0.001854235	0	0
EForkYaak_20_077	0.997629132	0.002370868	0	0
EForkYaak_20_078	0.998161609	0.001838391	0	0
EForkYaak_20_079	0.998261428	0.001738572	0	0
EForkYaak_20_080	0.999545806	0.000454194	0	0
EForkYaak_20_081	0.998729463	0.001270537	0	0
EForkYaak_20_082	0.996717504	0.003282496	0	0
EForkYaak_20_083	0.996451485	0.003548515	0	0
EForkYaak_20_084	0.996132958	0.003867042	0	0
EForkYaak_20_085	0.997153126	0.002846874	0	0
EForkYaak_20_086	0.997738336	0.002261664	0	0
EForkYaak_20_087	0.975532065	0.024467935	0	1
EForkYaak_20_088	0.997560661	0.002439339	0	0
EForkYaak_20_089	0.998281196	0.001718804	0	0
EForkYaak_20_090	0.997182939	0.002817061	0	0
EForkYaak_20_091	0.997217497	0.002782503	0	0
EForkYaak_20_092	0.821033632	0.178966368	0	2
EForkYaak_20_093	0.999124867	0.000875133	0	0
EForkYaak_20_094	0.997721255	0.002278745	0	0
EForkYaak_20_095	0.831740355	0.168259645	0	2
EForkYaak_20_096	0.998910724	0.001089276	0.00E+00	0
EForkYaak_20_097	0.998636843	0.001363157	0	0
EForkYaak_20_098	0.997671187	0.002328813	0	0
EForkYaak_20_099	0.996835861	0.003164139	0	0
EForkYaak_20_100	0.994174409	0.005825591	0	0
EForkYaak_20_101	0.988179009	0.011820991	0	0
EFYaak_17_275	0.997122902	0.002877098	0	0
EFYaak_21_001	0.914062046	0.085937954	0	2
EFYaak_21_002	0.998027242	0.001972758	0	0
EFYaak_21_003	0.994920841	0.005079159	0	0
EFYaak_21_004	0.998497881	0.001502119	0	0
EFYaak_21_005	0.997163858	0.002836142	0	0
EFYaak_21_006	0.992242445	0.007757555	0	0
EFYaak_21_007	0.997757923	0.002242077	0	0
EFYaak_21_008	0.996278762	0.003721238	0	0
EFYaak_21_009	0.889496322	0.110503678	0	0
EFYaak_21_010	0.99729159	0.00270841	0	0
EFYaak_21_011	0.998554279	0.001445721	0	0
EFYaak_21_012	0.985952163	0.014047837	0	0
EFYaak_21_013	0.997003169	0.002996831	0	0
EFYaak_21_014	0.998919857	0.001080143	0	0
EFYaak_21_015	0.99761652	0.00238348	0	0
EFYaak_21_016	0.998665854	0.001334146	0	0
EFYaak_21_017	0.99843966	0.00156034	0	0
EFYaak_21_018	0.987064871	0.012935129	0	0
EFYaak_21_019	0.98176119	0.01823881	0	0
EFYaak_21_020	0.998898513	0.001101487	0	0
EFYaak_21_021	0.997577881	0.002422119	0	0
EFYaak_21_022	0.998257315	0.001742685	0	0
EFYaak_21_023	0.997518476	0.002481524	0	0
EFYaak_21_024	0.99876076	0.00123924	0	0
EFYaak_21_025	0.997114129	0.002885871	0	0
EFYaak_21_026	0.997013394	0.002986606	0	0
EFYaak_21_027	0.998084378	0.001915622	0	0
EFYaak_21_028	0.998341753	0.001658247	0	0
EFYaak_21_029	0.998282322	0.001717678	0	0
EFYaak_21_030	0.99775424	0.00224576	0	0
EFYaak_21_031	0.921015243	0.078984757	0	1
EFYaak_21_032	0.99831151	0.00168849	0	0
EFYaak_21_033	0.994429947	0.005570053	0	0
EFYaak_21_034	0.995776055	0.004223945	0	0
EFYaak_21_035	0.997848253	0.002151747	0	0
EFYaak_21_036	0.997491137	0.002508863	0	0
EFYaak_21_037	0.997450122	0.002549878	0	0
EFYaak_21_038	0.993024022	0.006975978	0	0
EFYaak_21_039	0.987961255	0.012038745	0	0
EFYaak_21_040	0.998276763	0.001723237	0	0
EFYaak_21_041	0.998000761	0.001999239	0	0
EFYaak_21_042	0.972488305	0.027511695	0	0
EFYaak_21_043	0.996861821	0.003138179	0	0
EFYaak_21_044	0.997951433	0.002048567	0	0
EFYaak_21_045	0.99764679	0.00235321	0	0
EFYaak_21_046	0.998324139	0.001675861	0	0
EFYaak_21_047	0.998406254	0.001593746	0	0
EFYaak_21_048	0.998320034	0.001679966	0	0
EFYaak_21_049	0.998677219	0.001322781	0	0
EFYaak_21_050	0.995384978	0.004615022	0	0
EFYaak_21_051	0.982953936	0.017046064	0	0
EFYaak_21_052	0.991916339	0.008083661	0	0
EFYaak_21_053	0.996363653	0.003636347	0	0
EFYaak_21_054_1	1	0	0	0
EFYaak_21_055	0.989491606	0.010508394	0	0
EFYaak_21_056	0.995500117	0.004499883	0	0
EFYaak_21_057	0.997570178	0.002429822	0	0
EFYaak_21_058	0.990192605	0.009807395	0	0
EFYaak_21_059	0.958176282	0.041823718	0	0
EFYaak_21_060	0.998810547	0.001189453	0	0
EFYaak_21_061	0.992555125	0.007444875	0	0
EFYaak_21_062	0.996932344	0.003067656	0	0
EFYaak_21_063	0.997684961	0.002315039	0	0
EFYaak_21_064	0.998371394	0.001628606	0	0
EFYaak_21_065	0.994464099	0.005535901	0	0
EFYaak_21_066	0.999430648	0.000569352	0	0
EFYaak_21_067	0.964135384	0.035864616	0	0
EFYaak_21_068	0.99826402	0.00173598	0	0
EFYaak_21_070	0.995741275	0.004258725	0	0
EFYaak_21_071	0.994626388	0.005373612	0	0
EFYaak_21_072	0.997838326	0.002161674	0	0
EFYaak_21_073	0.997809729	0.002190271	0	0
EFYaak_21_075	0.998447651	0.001552349	0	0
EFYaak_21_076	0.997910916	0.002089084	0	0
EFYaak_21_077	0.998583103	0.001416897	0	0
EFYaak_21_078	0.998153377	0.001846623	0	0
EFYaak_21_079	0.999101009	0.000898991	0	0
EFYaak_21_080	0.998464683	0.001535317	0	0
EFYaak_21_081	0.998766781	0.001233219	0	0
EFYaak_21_082	0.996537414	0.003462586	0	0
EFYaak_21_083	0.990903403	0.009096597	0	1
EFYaak_21_084	0.996409684	0.003590316	0	0
EFYaak_21_085	0.991799283	0.008200717	0	0
EFYaak_21_086	0.99855191	0.00144809	0	0
EFYaak_21_087	0.997643696	0.002356304	0	0
EFYaak_21_088	0.998598664	0.001401336	0	0
EFYaak_21_089	0.998387962	0.001612038	0	0
EFYaak_21_090	0.987840159	0.012159841	0	0
EFYaak_21_091	0.994365504	0.005634496	0	0
EFYaak_21_092	0.901817933	0.098182067	0	3
EFYaak_21_093	0.820286788	0.179713212	0	1
EFYaak_21_094	0.988050995	0.011949005	0	0
EFYaak_21_095	0.991493274	0.008506726	0	0
EFYaak_21_096	0.997812894	0.002187106	0	0
EFYaak_21_097	0.989177201	0.010822799	0	1
EFYaak_21_098	0.994806492	0.005193508	0	0
EFYaak_21_099	0.994735355	0.005264645	0	0
EFYaak_21_100	0.982017345	0.017982655	0	0
EFYaak_21_101	0.997274897	0.002725103	0	0
EFYaak_21_102	0.997721367	0.002278633	0	0
EFYaak_21_103	0.97063603	0.02936397	0	0
EFYaak_21_104	0.995237977	0.004762023	0	0
EFYaak_21_105	0.998042122	0.001957878	0	0
EFYaak_21_106	0.99752793	0.00247207	0	0
EFYaak_21_107	0.998624627	0.001375373	0	0
EFYaak_21_108	0.998245107	0.001754893	0	0
EFYaak_21_109	0.998396627	0.001603373	0	0
EFYaak_21_110	0.970076738	0.029923262	0	0
EFYaak_21_111	0.997378282	0.002621718	0	0
