Sample_ID	norm_pCRT	norm_pIRT	norm_pWCT	norm_pYCT
ARD_20_13	0.997707034029205	0	0.00102702827393624	0.00126593769685838
ARD_20_14	0.998251071838499	0	0.000836698510156769	0.000912229651343728
ARD_20_15	0.998403167009995	0	0.000466897091306234	0.00112993589869895
ARD_20_16	0.997162714188824	0	0.00157792080722555	0.00125936500395038
ARD_20_17	0.997982684269202	0	0.000763902445423779	0.00125341328537378
ARD_20_18	0.998225240943528	0	0.000385293795207449	0.0013894652612646
ARD_20_20	0.997513943789362	0	0.000671327652583886	0.00181472855805464
ARD_20_21	0.998548361064255	0	0.000302382748955989	0.00114925618678924
ARD_20_22	0.998053008125486	0	0.000466113291995175	0.00148087858251871
ARD_20_23	0.997502476565195	0	0.000854021031489356	0.00164350240331585
ARD_20_24	0.997906310610034	0	0.000773750687296603	0.00131993870266917
ARD_20_25	0.99820015960711	0	0.000483266026771413	0.00131657436611821
ARD_20_26	0.998571192071511	0	0.000593941373998872	0.000834866554490402
ARD_20_27	0.996463570962744	0	0.0015757413587351	0.00196068767852092
ARD_20_28	0.998299741761721	0	0.000703403108558513	0.000996855129720531
ARD_20_29	0.997974507953228	0	0.000863457669409589	0.00116203437736254
ARD_20_30	0.997277893345512	0	0.000834178685930053	0.00188792796855748
ARD_20_31	0.997888952332263	0	0.000756750025827553	0.00135429764190948
Arlee_06_04	0.99822959450794	0	0.000562257583246814	0.00120814790881351
Arlee_06_05	0.998257947934854	0	0.000649546916182722	0.00109250514896302
Arlee_06_10	0.997747212522524	0	0.000470054526373054	0.00178273295110287
Arlee_06_11	0.989473051930466	0.00891417163009903	0.000289553683723999	0.00132322275571153
Arlee_06_12	0.998246671443932	0	0.000490580937633476	0.00126274761843437
Arlee_06_14	0.997474229981358	0	0.001030089091545	0.00149568092709679
Arlee_06_15	0.998135594760329	0	0.000682516381771716	0.00118188885789933
Arlee_06_16	0.992987180043392	0.00439374882152522	0.000869613505774991	0.00174945762930775
Arlee_06_17	0.998195611780193	0	0.000862489354635759	0.000941898865171315
Arlee_06_18	0.997970462861816	0	0.000831336570744321	0.00119820056743968
Arlee_06_19	0.99778543038596	0	0.00105366640481404	0.00116090320922561
Arlee_06_20	0.998287473334964	0	0.000850712120362378	0.000861814544673629
Arlee_06_21	0.997874211671497	0	0.000474412371047805	0.00165137595745539
Arlee_06_22	0.993549704980395	0.00456576333560261	0.000895697940415343	0.000988833743586781
Arlee_06_23	0.997089584938056	0	0.00136332706291593	0.00154708799902808
Arlee_06_24	0.997615718154293	0	0.000702966655835501	0.00168131518987126
Arlee_08_02	0.998703052807518	0	0.00036457102568744	0.000932376166794412
Arlee_08_07	0.997651240822478	0	0.000805765475592535	0.00154299370192977
Arlee_08_08	0.99727835720256	0	0.000961307251989946	0.00176033554545019
Arlee_08_09	0.993540738614574	0.00424590032063234	0.000762266656114741	0.00145109440867879
Arlee_08_11	0.997995944318457	0	0.000312906671663273	0.00169114900987956
Arlee_08_13	0.998211043146394	0	0.0010117304405227	0.000777226413083659
Arlee_08_14	0.997887490670303	0	0.000832563869547993	0.00127994546014873
Arlee_08_16	0.997964583497181	0	0.000927516414832735	0.00110790008798673
Arlee_08_18	0.997876080011173	0	0.000782266808639848	0.00134165318018761
Arlee_08_20	0.997781802383185	0	0.00114149799167877	0.0010766996251364
Arlee_BY21_01_1	0.998158497858344	0	0.000697695918469324	0.00114380622318684
Arlee_BY21_01	0.997763202955576	0	0.000770012325021459	0.00146678471940232
Arlee_BY21_02	0.997607025900976	0	0.000774879431861148	0.00161809466716238
Arlee_BY21_03	0.9982060452576	0	0.000709253018205296	0.00108470172419513
Arlee_BY21_04	0.997560648867757	0	0.00142466285452224	0.00101468827772054
Arlee_BY21_05	0.993292271683536	0.00428143237678977	0.00067298880026759	0.00175330713940713
Arlee_BY21_06	0.997765918333191	0	0.000681229014145901	0.00155285265266311
Arlee_BY21_07	0.998257635619896	0	0.000663248003996255	0.0010791163761079
ArleeBY_21_07	0.998196173466862	0	0.000543803147515143	0.00126002338562259
Arlee_BY21_08	0.998384891202441	0	0.000414598300879278	0.00120051049668003
Arlee_BY21_09	0.997344936943211	0	0.00102823153582573	0.00162683152096365
Arlee_BY21_10	0.998717923721111	0	9.79172580766515e-05	0.00118415902081241
Arlee_BY21_13	0.998563010996587	0	0.000633047169757439	0.000803941833655845
Arlee_BY21_15	0.997722058436948	0	0.00116601315962023	0.00111192840343192
Arlee_BY21_17	0.997827522908041	0	0.000861564474414419	0.00131091261754452
Arlee_BY21_18	0.998389734378513	0	0.000854554544391795	0.000755711077095156
Arlee_BY21_19	0.998769633308344	0	0.000303459913585391	0.000926906778070105
Arlee_BY21_20	0.997975939218482	0	0.00106684725285429	0.000957213528663495
Arlee_BY21_21	0.997877452947781	0	0.000437413139595157	0.00168513391262411
Arlee_BY21_22	0.993390387501976	0.00435697547092011	0.000685709883583785	0.00156692714352001
Arlee_BY21_23	0.998773812450205	0	0.000573991953113503	0.000652195596681955
Arlee_BY21_24	0.99793240267914	0	0.000606414120801285	0.00146118320005861
Arlee_BY21_25	0.998041487475073	0	0.000952100411907454	0.00100641211301968
Arlee_BY21_27	0.998173426711164	0	0.000994332081855833	0.000832241206980247
Arlee_BY21_29	0.997080824813781	0	0.00131441503424195	0.00160476015197672
Arlee_BY21_30	0.993931029212834	0.00428418564211239	0.000592221670203786	0.00119256347484987
AT_AB_0228	0.0101052757760232	0.988559587224235	0.0011935592832111	0.000141577716531152
AT_AT_0003	0.0817041145187748	0.916803845394224	0.00134345206081526	0.000148588026186395
AT_BB_0001	0.97296143300292	0.0249812217496158	0.000624164091724777	0.00143318115573943
AuburnFH_14_23	0	0	0	1
AuburnFH_14_24	0	0	0	1
AuburnFH_14_25	0	0	0.000179250664961563	0.999820749335038
AuburnFH_14_26	0	0	0	1
AuburnFH_14_43	0	0	8.98332102833599e-05	0.999910166789717
AuburnFH_14_44	0	0	0	1
AuburnFH_14_45	0	0	8.99101213673079e-05	0.999910089878633
AuburnFH_14_46	0	0	0	1
B10_21_17	0	0.999037575700646	0.00089400988566198	6.8414413692248e-05
Baree_17_121	0.0108504735420869	0.00466379995662706	0.956413178218078	0.0280725482832084
Baree_17_122	0	0	0.958673629111013	0.0413263708889872
Baree_17_123	0.0206150127852454	0	0.971568482229914	0.00781650498484101
Baree_17_124	0.0167620761527302	0	0.94051870630407	0.0427192175431997
Baree_17_125	0.0235704121005246	0.00513714080601523	0.937281123211934	0.034011323881526
Baree_17_126	0	0	0.998998920990316	0.00100107900968373
Baree_17_128	0	0	0.985573999859936	0.0144260001400639
Baree_17_129	0	0	0.998145277315767	0.0018547226842332
Baree_17_130	0	0.0159207410305119	0.959777109505089	0.0243021494643988
Baree_17_131	0.0280247600887005	0.00406155935191381	0.949908440523924	0.0180052400354619
Baree_17_132	0.0228972846569743	0	0.950091648455278	0.0270110668877473
Baree_17_133	0	0	0.986674793651041	0.0133252063489593
Baree_17_134	0	0	0.989096560913281	0.0109034390867187
Baree_17_135	0	0	0.999272684008157	0.000727315991843257
Baree_17_136	0	0	0.99136134806475	0.00863865193525051
Baree_17_137	0	0	0.992402432400498	0.00759756759950207
Baree_17_138	0.0472568556710306	0.00772546847728795	0.92652927248532	0.0184884033663617
Baree_17_139	0.010671649148975	0	0.961301975387829	0.0280263754631955
Baree_17_140	0	0	1	0
Baree_17_141	0.0287333855757873	0	0.944137441807033	0.0271291726171801
Baree_17_142	0	0.0157418388464118	0.979466221115239	0.00479194003834869
Baree_17_143	0	0	0.994512367212617	0.00548763278738257
Baree_17_144	0	0	0.98355146158048	0.0164485384195199
Baree_17_145	0	0	0.998614583363986	0.00138541663601402
Baree_17_146	0	0.0058876663852237	0.993969040350568	0.000143293264208338
Baree_17_147	0	0.0149497504905552	0.940652768402156	0.044397481107289
Baree_17_149	0	0	0.998813017771996	0.00118698222800393
Baree_17_150	0.00688136697596933	0	0.981021198086202	0.0120974349378287
BC1_23_01	0.068236569730962	0.9310243890254	0.0005349318094758	0.000204109434162079
BC2_23_01	0	0.999459907468719	0.000540092531281367	0
BC2_23_02	0	0.998599075335249	0.00133302479846852	6.78998662826351e-05
BC2_23_04	0.0962612549782693	0.902698220091642	0.00104052493008865	0
BC3_23_01	0	0.999212368273394	0.000718726220953757	6.8905505652668e-05
BC3_23_02	0.0948293763570699	0.904093630989023	0.00107699265390703	0
BCC1_23_01	0	0.999455235068641	0.000544764931359234	0
BCC1_23_03	0	0.998687396613753	0.00131260338624697	0
Bear_17_184	0	0.994294086245415	0.00570591375458522	0
Bear_17_200	0	0.99650111293507	0.00349888706493023	0
Bear_17_201	0	0.997521793184786	0.00247820681521386	0
Bear_17_202	0	0.998289350532537	0.00171064946746283	0
Bear_17_203	0	1	0	0
Bear_17_205	0	0.995935875189091	0.00406412481090947	0
Bear_17_208	0	0.997838137095591	0.00216186290440922	0
Bear_17_209	0	0.997334880916003	0.00266511908399723	0
Bear_17_210	0	0.999450616693362	0.000549383306638207	0
Bear_21_001	0.0196763203082233	0.96456376093206	0.0156234310502952	0.000136487709421927
Bear_21_002	0.00981762103345139	0.984424465276183	0.00569019729940123	6.77163909643448e-05
Bear_21_003	0.0822242582095079	0.911791416374403	0.00584888412493777	0.000135441291151046
Bear_21_004	0.079494320789309	0.90727213918398	0.013029935984154	0.000203604042557393
Bear_21_005	0.0483741286135124	0.944659903178468	0.00676238844844549	0.000203579759573939
Bear_21_006	0.0390013963253938	0.958370682229692	0.00255793768242337	6.99837624905729e-05
Bear_21_007	0.0489843984002718	0.94376607238106	0.00718206147889937	6.74677397689301e-05
Bear_21_008	0.0296802491143896	0.966368779657229	0.00381546081767379	0.000135510410707447
Bear_21_009	0.147362943132999	0.845494886754017	0.00700677242566768	0.000135397687316709
Bear_21_010	0.122543547600837	0.872357912619832	0.00496335909949772	0.00013518067983321
Bear_21_011	0	0.993583173842148	0.00621356405447963	0.000203262103372025
Bear_21_013	0.0859111369320387	0.91124547937178	0.00257245668807375	0.000270927008107437
Bear_21_014	0.0772963770278201	0.915107348597613	0.00728942980476901	0.000306844569798388
Bear_21_015	0.0390729962463264	0.95188099125284	0.00890899961500087	0.000137012885832437
Bear_21_016	0.0492658738500951	0.947420651418129	0.00311002821325058	0.000203446518524814
Bear_21_017	0.0404783124951131	0.944722655565997	0.0147311874567147	6.78444821753027e-05
Bear_21_018	0.0752125237949692	0.913880372018538	0.010705161660621	0.000201942525871501
Bear_21_019	0.0193244311657819	0.977049909838391	0.00348884684481969	0.00013681215100692
Bear_21_021	0	0.992672628913251	0.0071233298658505	0.000204041220898335
Bear_21_022	0.0663120595100949	0.929412485357006	0.00427545513289866	0
Bear_21_023	0.0659766288924175	0.928222916201388	0.00566544889582266	0.00013500601037179
Bear_21_024	0.160923334864987	0.833286924342226	0.00551447890559793	0.000275261887189486
Bear_21_026	0.0788999560727748	0.914151218485486	0.0067424952425404	0.000206330199199036
Bear_21_027	0.0605299078699401	0.935540598490993	0.00372670588928684	0.000202787749779875
Bear_21_028	0.0566615702197161	0.938757377404806	0.00444538915642683	0.000135663219050469
Bear_21_029	0.0404986124239026	0.954053839857109	0.00524103252494497	0.000206515194043773
Bear_21_030	0	0.997203691946241	0.00266076358764404	0.000135544466114745
Bear_21_031	0.0582724931602807	0.931363785920505	0.0101602931363585	0.000203427782855492
Bear_21_032	0.0097587084541858	0.982516819632861	0.00745389795239248	0.000270573960561049
Bear_21_033	0	0.995013125019061	0.00498687498093897	0
Bear_21_034	0.0305513228913504	0.959911644608759	0.00940061535095984	0.000136417148930491
Bear_21_035	0.0495840884295954	0.944253510050917	0.00588969595113305	0.000272705568354083
Bear_21_036	0.0398951913330334	0.952666747200228	0.00716799905794121	0.000270062408797351
Bear_21_037	0.0394738673347012	0.954518953800461	0.00573448271019345	0.00027269615464431
Bear_21_038	0.0597994087678593	0.933804581422817	0.00604047775875399	0.000355532050569733
Bear_21_039_1	0.0723576588316641	0.923244853056666	0.00426221702708795	0.000135271084581474
Bear_21_039	0.0452427700274697	0.951240661768602	0.00336926609771166	0.000147302106216863
Bear_21_040	0.0512530194531548	0.937884902757406	0.0107914409702164	7.06368192224372e-05
Bear_21_041	0.00977638301643489	0.976064095008486	0.014159521975079	0
Bear_21_042	0.0409600459689948	0.95074568878311	0.00809121278221926	0.000203052465676351
Bear_21_043	0.0196117630600213	0.979009246404317	0.00124342588805701	0.00013556464760483
Bear_21_044	0.0867441524546664	0.902587863111409	0.0104651642319873	0.000202820201937343
Bear_21_045	0.0677980502443285	0.924586597125197	0.00720808109179682	0.000407271538677106
Bear_21_046	0.0210497322949877	0.972615683037937	0.00612390668678886	0.000210677980286105
Bear_21_047	0.0655039776890479	0.926175490522669	0.00825290821777331	6.76235705097767e-05
Bear_21_048	0.0760825937733608	0.917066978246465	0.00657567008295174	0.000274757897222848
Bear_21_049	0.0386054707150274	0.951068679356032	0.0099890392416174	0.000336810687323192
Bear_21_050	0.0687153919897239	0.924912503980554	0.00630444048021624	6.76635495063038e-05
Bear_21_051	0.0323536855301758	0.962664046234487	0.00477662284262233	0.000205645392714431
Bear_21_052	0.0195235721402616	0.97424308742173	0.00602787832601925	0.000205462111989353
Bear_21_053	0.0841559974766279	0.91300865734925	0.00276730432444015	6.80408496822628e-05
Bear_21_054	0.134591278834527	0.857611277319716	0.007577797723391	0.000219646122366403
Bear_21_055	0.0858894086695724	0.908229372965565	0.00581322505752849	6.79933073345854e-05
Bear_21_056	0.0100277788277322	0.97515895800446	0.0146101649516651	0.00020309821614275
Bear_21_057	0.00983936830691438	0.986605090091204	0.00348748096946626	6.80606324153121e-05
Bear_21_058	0.0688737256681008	0.920839189436328	0.0102178842931529	6.92006024187334e-05
Bear_21_061	0.0678438831086991	0.929937583842839	0.00221853304846137	0
Bear_21_062	0.0297431745890932	0.965575522418133	0.00461228498599358	6.90180067799276e-05
Bear_21_063	0.0321382030128652	0.963002000796592	0.00470873668971824	0.000151059500824485
Bear_21_064	0.111203783239627	0.881148620271121	0.00744473835723366	0.000202858132019352
Bear_21_065	0.0102672790036346	0.984605686590465	0.00492116207020408	0.000205872335696932
Bear_21_066	0.0413597727913178	0.950905490366959	0.00745549398688953	0.000279242854833708
Bear_21_067	0.0471970920524082	0.946220318625043	0.00651464534894656	6.79439736024598e-05
Bear_21_068	0.0705895030402466	0.917141942592605	0.0119283533926081	0.000340200974540171
Bear_21_069	0	0.989814314964495	0.00990636295416108	0.000279322081343791
Bear_21_070	0.0195191957577218	0.973648310556866	0.00669431860502724	0.000138175080385491
Bear_21_071	0.0300578018352005	0.95638460430271	0.0134173485512993	0.000140245310789648
Bear_21_072	0.0390838539164604	0.959725752925853	0.000968638406550135	0.00022175475113611
Bear_21_073	0.0795650628740354	0.912403709785666	0.00782771342898026	0.000203513911318093
Bear_21_074	0.0101773920083593	0.987031552324282	0.00271903152110107	7.20241462571501e-05
Bear_21_075	0.082333131544058	0.90897670058287	0.00869016787307252	0
Bear_21_076	0.134200137019721	0.860585007446916	0.00499671324910903	0.00021814228425351
Bear_21_077	0.0723197796635778	0.91985684639876	0.00748388505992848	0.000339488877733439
Bear_21_078	0.0779632963733903	0.913884416842992	0.00780764527380811	0.000344641509809716
Bear_21_079	0.0480501106521141	0.950127711653673	0.0016156507191981	0.000206526975014434
Bear_21_080	0.0198677637343323	0.9699544206281	0.00997441675806231	0.000203398879505927
Bear_21_081	0.0195697010967866	0.976909534573075	0.00345319820043838	6.75661296997722e-05
Bear_21_083	0.0291999941014014	0.966900664100843	0.00383158837774805	6.77534200080055e-05
Bear_21_084	0.019562604494872	0.975813606920211	0.00448197682514449	0.000141811759772319
Bear_21_086	0.0584359487670003	0.932311433061613	0.00904965023548373	0.000202967935903335
Bear_21_087	0.0316696103923721	0.963052480027324	0.00487218417155335	0.000405725408750449
Bear_21_088	0	0.997945056327126	0.00190779939736854	0.000147144275505688
Bear_21_089	0.00999255191757721	0.980370919374626	0.00943390884935754	0.000202619858439718
Bear_21_090	0.0230266951385235	0.96857334867815	0.00824900695457916	0.000150949228747936
Bear_21_091	0.080243563495543	0.916346601433207	0.00320624027392017	0.000203594797330015
Bear_21_092	0.0210442885426092	0.966096307569948	0.0125637194471868	0.000295684440256397
Bear_21_094	0.0417946906381562	0.955400495026932	0.00259312289847613	0.000211691436435393
Bear_21_095	0.0701858977395629	0.923038023035424	0.00657325728169086	0.000202821943322642
Bear_21_096	0.0417096362296836	0.950921765505038	0.00714169515848462	0.0002269031067942
Bear_21_097	0.0866693673730456	0.910277408604668	0.00284954712957303	0.000203676892713694
Bear_21_098	0.100030398812445	0.892771306544207	0.0071280691119676	7.02255313799926e-05
Bear_21_099	0.0297463531239536	0.963422823976377	0.00656085101400893	0.000269971885660223
Bear_21_100	0.0319666541678484	0.966782798491824	0.00103495042714239	0.000215596913185197
Bear_21_101	0.029594182826005	0.955039381611928	0.0153664355620666	0
Bear_21_102	0.0197705147494493	0.969181318639223	0.0109131482204011	0.000135018390926826
Bear_21_103	0.100438722079006	0.881320011640655	0.0180364164056465	0.000204849874692788
Bear_24_001	0	0.997695071150974	0.00230492884902596	0
Bear_24_002_1	0	0.995477858951813	0.004522141048187	0
Bear_24_002	0	0.996064058554534	0.00393594144546648	0
Bear_24_003	0	0.997481162978361	0.00251883702163862	0
Bear_24_004	0	0.997131265549401	0.0027992263966345	6.95080539649585e-05
Bear_24_005	0	0.996530984846571	0.00346901515342929	0
Bear_24_007	0	0.99494387061039	0.00505612938960964	0
Bear_24_008	0	0.993457429790729	0.00654257020927129	0
Bear_24_009	0	0.993619174928051	0.00638082507194944	0
Bear_24_012	0	0.99501657077415	0.00498342922585062	0
Bear_24_013	0	0.996634099101476	0.00336590089852385	0
Bear_24_014	0	0.997683248926052	0.00231675107394826	0
Bear_24_015	0	0.99814110810879	0.00185889189121049	0
Bear_24_016	0	0.998157011886581	0.0017751406091025	6.78475043166812e-05
Bear_24_017	0	0.997514777340478	0.00248522265952152	0
Bear_24_018	0	0.996984715698727	0.00301528430127304	0
Bear_24_019	0	0.996306485584999	0.0036935144150008	0
Bear_24_020	0	0.998308083551475	0.00169191644852476	0
Bear_24_021	0	0.998443184625977	0.00155681537402283	0
Bear_24_022	0	0.99778044459685	0.00221955540314989	0
Bear_24_023	0	0.996878820597257	0.00312117940274338	0
Bear_24_024	0	0.998491444262668	0.0015085557373322	0
Bear_24_025	0	0.999557079811975	0.000442920188024977	0
Bear_24_027	0	0.997765005437755	0.00223499456224533	0
Bear_24_028	0	0.997750038436123	0.00224996156387755	0
Bear_24_029	0	0.996939202631706	0.00306079736829374	0
Bear_24_030	0	0.99398105066514	0.0060189493348596	0
Bear_24_031_1	0	0.997712488071669	0.00221974899221656	6.7762936114036e-05
Bear_24_031	0	0.997423687557152	0.00257631244284829	0
Bear_24_032_1	0	0.997334303397968	0.00266569660203203	0
Bear_24_032	0	0.997255723341677	0.00274427665832298	0
Bear_24_033_1	0	0.997865502445795	0.00213449755420472	0
Bear_24_033	0	0.997777860328053	0.00222213967194729	0
Bear_24_034_1	0	0.997597744919422	0.00240225508057842	0
Bear_24_034	0	0.99749490206874	0.00250509793126031	0
Bear_24_035_1	0	0.995947315949133	0.00398506693706323	6.76171138042289e-05
Bear_24_035	0	0.995747074824854	0.00425292517514615	0
Bear_24_036_1	0	0.994653364283256	0.00534663571674379	0
Bear_24_036	0	0.994157079329864	0.00584292067013553	0
Bear_24_037_1	0	0.99083505551257	0.00916494448743053	0
Bear_24_037	0	0.990560058951858	0.0094399410481423	0
Bear_24_038_1	0	0.999741513345793	0.000186279228434936	7.22074257725106e-05
Bear_24_038	0	0.999725547030601	0.000274452969399283	0
Bear_24_039	0	0.99707961353339	0.00292038646661012	0
Bear_24_040	0	0.999017509793395	0.000982490206605312	0
Bear_24_041	0	0.998495492422269	0.00134214351538311	0.0001623640623478
Bear_24_042	0	0.99742855871097	0.00257144128902969	0
Bear_24_043	0	0.993069349696522	0.00693065030347765	0
Bear_24_044	0	0.999906960157028	9.30398429720137e-05	0
Bear_24_045	0	0.996639533279864	0.00336046672013585	0
Bear_24_046	0	0.998091689404178	0.00190831059582227	0
Bear_24_047	0	0.999025330718113	0.000974669281887397	0
Bear_24_048	0	0.997915744221601	0.00201302027867133	7.12354997278049e-05
Bear_24_049	0	0.997250433721187	0.00274956627881341	0
Bear_24_050	0	0.996183580031105	0.00381641996889525	0
Bear_24_051	0	0.995916860640025	0.00408313935997537	0
Bear_24_052	0	0.994678718254567	0.00532128174543336	0
Bear_24_053	0	0.997252037167745	0.00274796283225482	0
Bear_24_054	0	0.99250823728026	0.00749176271973939	0
Bear_24_055	0	0.988687796966074	0.0113122030339261	0
Bear_24_056	0	0.995323962387344	0.00460454170834017	7.14959043158323e-05
Bear_24_057	0	0.996011656867613	0.00398834313238657	0
Bear_24_058	0	0.997434262892959	0.00256573710704126	0
Bear_24_059	0	0.998578178280917	0.00142182171908317	0
Bear_24_060	0	0.99787524718211	0.00212475281788997	0
Bear_24_061	0	0.997642510878286	0.00235748912171396	0
Bear_24_062	0	0.996634664397446	0.0033653356025539	0
Bear_24_063	0	0.9987286567959	0.00127134320409963	0
Bear_24_064	0	0.999363991075384	0.000636008924615646	0
Bear_24_065	0	0.997606421177196	0.00239357882280347	0
Bear_24_066	0	0.995262788077934	0.00473721192206641	0
Bear_24_067	0	0.993617711558199	0.00638228844180112	0
Bear_24_068	0	0.993704355642208	0.00629564435779187	0
Bear_24_069	0	0.999024923124705	0.000975076875295506	0
Bear_24_070	0	0.995629333360328	0.00430188925961035	6.87773800617702e-05
Bear_24_071	0	0.999379542521293	0.000620457478707231	0
Bear_24_072	0	0.996296566478048	0.00370343352195218	0
Bear_24_073	0	0.993532581492205	0.00646741850779504	0
Bear_24_074	0	0.996526088452012	0.00347391154798773	0
Bear_24_075	0	0.997948604784374	0.00205139521562582	0
Bear_24_076	0	0.995756936661622	0.0042430633383775	0
Bear_24_077	0	0.99727693483949	0.0026555451969642	6.75199635457378e-05
Bear_24_078	0	0.998066923599613	0.00186530732323522	6.77690771519982e-05
Bear_24_079	0	0.999197737533713	0.000802262466286774	0
Bear_24_080	0	0.999286922239428	0.000713077760571588	0
Bear_24_081	0	0.998379116954557	0.00162088304544336	0
Bear_24_082	0	0.998404175475936	0.00159582452406461	0
Bear_24_083	0	0.999149495641265	0.000850504358735126	0
Bear_24_084	0	0.996255237256346	0.0037447627436542	0
Bear_24_086	0	0.997697101852595	0.00230289814740523	0
Bear_24_087	0	0.995128124685121	0.00487187531487863	0
Bear_24_088	0	0.994592965303666	0.00540703469633392	0
Bear_24_089	0	0.991339831940225	0.00866016805977445	0
Bear_24_090	0	0.996547693319347	0.00345230668065326	0
Bear_24_091	0	0.997598820228679	0.00240117977132089	0
Bear_24_092	0	0.998130696907277	0.00186930309272327	0
Bear_24_093	0	0.996625821474716	0.00337417852528353	0
Bear_24_094	0	0.999379592947142	0.000620407052857703	0
Bear_24_095	0	0.999519641993377	0.000480358006622703	0
Bear_24_096	0	0.999101810540741	0.000898189459259324	0
Bear_24_097	0	0.999379586989917	0.000620413010083034	0
Bear_24_098	0	0.994666658691525	0.00533334130847489	0
Bear_24_100	0	0.99982043334472	0.000179566655280366	0
Bear_24_101	0	0.999118134487385	0.000881865512615291	0
Bear_24_102	0	0.998930799529789	0.00106920047021112	0
Bear_24_105	0	0.991457611418305	0.00854238858169514	0
BearCreek_20_001	0.0293670757075652	0.967554175246664	0.00294225736482582	0.000136491680945347
BearCreek_20_002	0.00989698692705066	0.988105066262556	0.00186268177325701	0.000135265037136027
BearCreek_20_003	0.0199880701535454	0.975827841749173	0.00391274086845648	0.000271347228825076
BearCreek_20_004	0.115918962988568	0.87783292383684	0.00602348115063397	0.00022463202395749
BearCreek_20_006	0.0196546439004074	0.974186697843278	0.00608797641105142	7.0681845262782e-05
BearCreek_20_007	0.02033735110235	0.975268427770252	0.0043253079580761	6.89131693222413e-05
BearCreek_20_008	0.00985103297532286	0.98733044450323	0.00274843050743892	7.00920140079895e-05
BearCreek_20_009	0.0198210369199722	0.977158595413524	0.0028640839364871	0.000156283730016761
BearCreek_20_010	0.0394525407654766	0.946108694156844	0.0143699418640865	6.88232135928653e-05
BearCreek_20_011	0.00979784120648742	0.986230025153789	0.00383573224765617	0.000136401392067187
BearCreek_20_012	0.0795279485275265	0.914917182653779	0.00555486881869418	0
BearCreek_20_013	0.0837981448134734	0.906899552291848	0.00915575472172664	0.000146548172951883
BearCreek_20_014	0.0585555168755852	0.93870779193522	0.00259976265239637	0.000136928536798076
BearCreek_20_015	0.156658265882481	0.837012639864293	0.00632909425322593	0
BearCreek_20_016	0.0387283844928173	0.956985242421103	0.00421491769406622	7.14553920133038e-05
BearCreek_20_017	0.068828399215756	0.927343633266818	0.00382796751742621	0
BearCreek_20_018	0.0738732232814362	0.917524532991145	0.00833220007926311	0.000270043648155392
BearCreek_20_019	0.0680111106622816	0.925243441155187	0.00660732858808344	0.000138119594447932
BearCreek_20_020	0.0517880531023068	0.942808145955903	0.00540380094179071	0
BearCreek_20_021	0.06659696175554	0.928221006933882	0.00497853339516574	0.000203497915412081
BearCreek_20_023	0	0.99705162933351	0.0028095318408851	0.00013883882560485
BearCreek_20_024	0.0102015281779967	0.984447469176678	0.00527487931975572	7.61233255690794e-05
BearCreek_20_025	0.0932797199383821	0.902660671860496	0.00399174267588697	6.78655252350095e-05
BearCreek_20_026	0.0851298686987007	0.910742820421849	0.00399215131153642	0.000135159567913602
BearCreek_20_027	0.0871646895914732	0.903433451052946	0.00906321473259742	0.000338644622982899
