Sample_ID	pCRT	pIRT	pRBT	pWCT	pYCT
CedarCreek_20_101	0.098039216	0.728448276	0.996589248	0.005985349	0.000953678
CedarCreek_20_102	0.29	0.65625	0.995745888	0.00543672	0.001429933
CedarCreek_20_103	0.32	0.596330275	0.992211324	0.006621916	0.001322015
CedarCreek_20_104	0.459183673	0.586538462	0.996173898	0.00530924	0.001207043
CedarCreek_20_105	0.469387755	0.613043478	0.994751404	0.00535523	0.001161996
CedarCreek_20_106	0.53125	0.537383178	0.997276554	0.002361061	0.001873699
CedarCreek_20_107	0.375	0.692982456	0.99522293	0.005664449	0.000548321
CedarCreek_20_108	0.29	0.58490566	0.995734152	0.004400749	0.000791367
CedarCreek_20_109	0.436170213	0.521978022	0.995204769	0.005338418	0.000654736
CedarCreek_20_110	0.421568627	0.617117117	0.99619464	0.004887151	0.002585386
CedarCreek_20_111	0.303921569	0.717391304	0.989669088	0.009668263	0.000541712
CedarCreek_20_112	0.530612245	0.543478261	0.994249123	0.006716819	0.000752497
CedarCreek_20_113	0.274509804	0.666666667	0.995502796	0.005082026	0.001225991
CedarCreek_20_114	0.291666667	0.723809524	0.996497734	0.002833638	0.001182033
CedarCreek_20_115	0.274509804	0.620689655	0.996365399	0.002131439	0.001017639
CedarCreek_20_116	0.375	0.547169811	0.993991989	0.006035113	0.000906555
CedarCreek_20_117	0.404761905	0.661904762	0.996276151	0.003049908	0.000706215
CedarCreek_20_118	0.274509804	0.653846154	0.997046926	0.003378979	0.000815883
CedarCreek_20_119	0.4	0.577586207	0.992794106	0.005511111	0.002309469
CedarCreek_20_120	0.33	0.668141593	0.993606345	0.004983093	0.003193369
CFE_20_03	0.760869565	0.064220183	0.984396433	0.007693769	0.011148111
CFE_20_15	0.922222222	0.110091743	0.991222734	0.00316395	0.002064897
CFE_20_20	0.823529412	0.059322034	0.985275871	0.012722646	0.00174216
CFE_20_21	0.819148936	0.070754717	0.984669082	0.009244842	0.001267144
CFE_20_27	0.947916667	0.06779661	0.992349049	0.003455802	0.0014673
CH_19_1130	0.114583333	0.793577982	0.998064981	0.000981162	0.000233718
CHA41_22_03	0.107843137	0.875	0.998699927	0.000979694	0.00061333
CHA41_22_08	0.274509804	0.706140351	0.998424497	0.000531538	0.000676407
CHA41_22_09	0.107843137	0.855855856	0.999393155	0.000532198	0.000541126
CHA41_22_10	0.245098039	0.871794872	0.998747778	0.000532292	0.000270929
Chippy_20_542	0.162790698	0	0.226834309	0.772555681	0.001352265
Chippy_20_573	0.401960784	0.042735043	0.556564365	0.426161919	0.001898048
Chippy_20_577	0.156862745	0.021367521	0.25874275	0.735947588	0.001356852
Chippy_20_596	0.12745098	0.038461538	0.212965318	0.77906759	0.001764387
CO_18_0710	0.222222222	0.852941176	0.998486063	0.000777454	0.000607995
CO_19_1124	0.098039216	0.82173913	0.997762773	0.001080692	0.000548471
CodyMid_21_01	0.941176471	0.072649573	0.993753042	0.002224991	0.001974132
CodyMid_21_02	0.901960784	0.055555556	0.992420538	0.00303463	0.002452316
CodyMid_21_03	0.921568627	0.064102564	0.992040932	0.002402563	0.003333333
CodyMid_21_04	0.897959184	0.064102564	0.98424669	0.006293324	0.005681818
CodyMid_21_05	0.914893617	0.04954955	0.994805301	0.002854085	0.002384196
CodyMid_21_07	0.921568627	0.042372881	0.994261825	0.002604634	0.002336128
CodyMid_21_08	0.95	0.068807339	0.993809994	0.002137998	0.002373887
CodyMid_21_09	0.852941176	0.088983051	0.987787065	0.006402276	0.002310096
CodyMid_21_10	0.931372549	0.072033898	0.98992607	0.003116097	0.003740988
CodyMid_21_11	0.921568627	0.05982906	0.993622034	0.002758007	0.002177167
CR2	0.29	0.702586207	0.997375222	0.002130682	0.000880639
CR_NA_01	0.297619048	0.761363636	0.998108051	0.000797994	0.000354862
CR_NA_02	0.3	0.711009174	0.997660867	0.002426312	0.000824176
Crooked_16_13	0	0	0	0	1
Crooked_16_42	0	0	0	0.000100664	0.99951753
D107_14_05	0	1	0.99830207	0.000799716	0.000135391
D107_14_06	0	1	0.998120772	0.001190912	7.06115E-05
D107_14_07	0	1	0.998573292	0.001700376	0.00020562
D107_14_08	0	1	0.999070031	0.000266335	0.000203473
D107_14_09	0	1	0.998164066	0.00100622	0
D107_14_11	0	1	0.997005988	0.001506825	0
D107_14_16	0	1	0.998717686	0.001244907	8.90789E-05
D107_14_17	0	1	0.998423988	0.001331676	0.000270746
D107_14_18	0	1	0.997085728	0.002756536	0
D107_14_19	0	1	0.997937394	0.002041179	6.7714E-05
D107_14_21	0	1	0.998342229	0.000533144	6.76498E-05
D107_14_22	0	1	0.997573012	0.001687389	0
D107_14_24	0	1	0.997606491	0.00204918	0.000204054
D126_14_02	0	1	0.998116915	0.001713255	6.90703E-05
D126_14_04	0	1	0.99832201	0.001533742	6.89655E-05
D126_14_09	0	1	0.998720594	0.002359775	0.000208826
D129_14_01	0	1	0.997859451	0.002132575	0
D129_14_02	0	1	0.998221072	0.001599147	6.77599E-05
Dam_11_03	0.205882353	0.72173913	0.992563394	0.006808816	0.000409165
Dam_11_04	0.65	0.198924731	0.990891566	0.007672634	0.002215657
Dam_11_05	0.745098039	0.262931034	0.993046519	0.003743983	0.00218281
Dam_11_06	0.727272727	0.194444444	0.991289199	0.006344934	0.002591057
Dam_11_07	0.836734694	0.241525424	0.990019396	0.006389776	0.001421993
Dam_11_09	0.663043478	0.25	0.992319371	0.00548912	0.001209921
Dam_11_10	0.744897959	0.169642857	0.986149812	0.005760576	0.005294279
Dam_11_11	0.756410256	0.26	0.995466463	0.002160864	0.000928678
Dam_11_12	0.73255814	0.18902439	0.993143088	0.00434492	0.002210133
Dam_11_13	0.744897959	0.29245283	0.996053637	0.002441773	0.001595822
Dam_11_14	0.529411765	0.403669725	0.979969121	0.01591844	0.001020547
Dam_11_15	0.71	0.213043478	0.987939129	0.007369917	0.001085629
Dam_11_16	0.343137255	0.441964286	0.798458057	0.191076357	0.000542005
Dam_11_17	0.754901961	0.277777778	0.984639142	0.001508162	0.014028875
Dam_11_19	0.578431373	0.364035088	0.994387013	0.003991485	0.001558477
Dam_11_20	0.857142857	0.140909091	0.995045764	0.001377663	0.002483679
Dam_11_21	0.673469388	0.257142857	0.992471663	0.001941568	0.006437465
Dam_11_22	0.788888889	0.193396226	0.98927279	0.008072175	0.000944356
Dam_11_23	0.684782609	0.336538462	0.99665219	0.002576298	0.00060698
Dam_11_24	0.725490196	0.27826087	0.994862044	0.003207413	0.001154107
Dam_11_25	0.764705882	0.25877193	0.993801314	0.004971077	0.001516405
Dam_11_26	0.568627451	0.347826087	0.988749898	0.010892857	0.002048341
Dam_11_27	0.74	0.291304348	0.995064448	0.002864816	0.001712094
Dam_11_28	0.755102041	0.252380952	0.98232857	0.012424075	0.001059771
Dam_11_29	0.74	0.308035714	0.996003552	0.002484472	0.001217203
DeathC_04_284	0	0	0	0	0.99993071
Deep_20_07	0	0	0.000546678	0.995285635	0.000643041
DocUWH06_22_03	0	1	0.997979471	0.001685892	6.76498E-05
DocUWH06_22_05	0	1	0.999111327	0.001509501	0.000135318
DocUWH06_22_06	0	1	0.998219777	0.0011533	6.76133E-05
DocUWH10_22_36	0	1	0.998848258	0.000316723	0.000163532
DocUWH10_22_37	0	1	0.998825721	0.001423234	6.79348E-05
DocW84_12_01	0	0.995762712	0.996924571	0.00133452	0.000135685
DocW84_12_02	0	0.995762712	0.99862337	0.001510306	0.000135704
DocW84_12_03	0	1	0.997940393	0.001332859	0.000135446
DocW84_12_04	0	1	0.998017799	0.001597728	0.000203087
Dunn_11_003	0.65625	0.234513274	0.992291703	0.005232116	0.001724634
Dunn_11_004	0.745098039	0.205882353	0.990388894	0.007074081	0.001404287
Dunn_11_006	0.744897959	0.278301887	0.985768665	0.011548656	0.001648509
Dunn_11_009	0.794117647	0.247706422	0.991471586	0.006171667	0.001658734
Dunn_11_011	0.69	0.264423077	0.989665097	0.007526677	0.001587302
Dunn_11_012	0.71875	0.279411765	0.993348214	0.004923198	0.001260567
Dunn_11_013	0.382352941	0.23245614	0.722312118	0.270697491	0.001342377
Dunn_11_016	0.608695652	0.35046729	0.992917595	0.005279625	0.001481701
Dunn_11_022	0.681818182	0.278409091	0.992022318	0.005760614	0.001143978
Dunn_11_025	0.71875	0.295	0.992624152	0.003518295	0.001983219
Dunn_11_026	0.820512821	0.259493671	0.991740715	0.008789304	0.000861739
Dunn_11_027	0.63	0.270642202	0.984038832	0.013311626	0.001374222
Dunn_11_028	0.5	0.252941176	0.894763919	0.090182648	0.000794492
Dunn_11_029	0.724489796	0.273913043	0.988106606	0.008959207	0.001438435
Dunn_11_030	0.725	0.342465753	0.992514633	0.006239082	0.001713633
Dunn_11_031	0.479591837	0.217592593	0.783805941	0.211294416	0.001045088
Dunn_11_032	0.673469388	0.285087719	0.985286481	0.013238095	0.001223198
EC1_21_04	0	1	0.99876795	0.000373902	0
EC1_21_39	0	1	0.998036007	0.000538213	6.8956E-05
EC1_21_40	0	1	0.997957273	0.000371058	0
EC1_21_41	0	1	0.998483358	0.001075076	0
EC1_21_50	0	1	0.997470214	0.000805153	0.000205705
EC1_21_51	0	1	0.998781379	0.001070473	0
EC1_21_52	0	1	0.998577929	0.000802425	0.000136277
EC1_21_53	0	1	0.999632803	0.000719036	0.000137137
EC1_21_65	0	1	0.998855929	0.000447708	0.000137099
EC1_21_88	0	1	0.999633431	0.000536193	6.8362E-05
EC2_21_05	0	1	0.998377545	0.00062333	6.81106E-05
EC2_21_25	0	1	0.998849536	0.000629496	6.91946E-05
EC2_21_27	0	1	0.99878128	0.000890948	0.000204332
EC2_21_35	0	1	0.999594879	0.000622444	0
EForkYaak_20_001	0	1	0.997488658	0.001868327	0.00013552
EForkYaak_20_002	0	1	0.998495813	0.002945903	6.80735E-05
EForkYaak_20_003	0	0.995726496	0.995958943	0.003900709	6.76224E-05
EForkYaak_20_004	0	1	0.998653312	0.001668211	7.08115E-05
EForkYaak_20_005	0	1	0.99826487	0.001152687	0
EForkYaak_20_006	0	1	0.998097782	0.001421969	0.000203417
EForkYaak_20_007	0	1	0.999273959	0.001239596	6.75584E-05
EForkYaak_20_008	0	0.783783784	0.809368465	0.171268176	6.76315E-05
EForkYaak_20_009	0	1	0.992905023	0.005451415	0
EForkYaak_20_010	0	1	0.997565923	0.001519214	0
EForkYaak_20_011	0	0.837837838	0.876862745	0.12571483	7.00967E-05
EForkYaak_20_012	0	1	0.991042477	0.005793226	6.77966E-05
EForkYaak_20_013	0	1	0.998824388	0.0016925	0
EForkYaak_20_014	0	1	0.999392417	0.000621559	6.77966E-05
EForkYaak_20_015	0	0.995762712	0.998947198	0.000888731	0
EForkYaak_20_016	0	1	0.998136294	0.001155761	0.000271444
EForkYaak_20_017	0	1	0.998817967	0.001201923	7.1541E-05
EForkYaak_20_018	0	1	0.999150279	0.000888415	6.78242E-05
EForkYaak_20_019	0	1	0.999224405	0.00103364	7.21501E-05
EForkYaak_20_020	0	0.991452991	0.990457548	0.009522098	6.82687E-05
EForkYaak_20_021	0	1	0.998135236	0.001248439	0
EForkYaak_20_022	0	1	0.997935223	0.001598295	0
EForkYaak_20_023	0	1	0.993609828	0.006156075	6.8899E-05
EForkYaak_20_024	0	0.986956522	0.992105481	0.009789703	0.000138793
EForkYaak_20_025	0	0.986238532	0.986689213	0.010454286	7.28332E-05
EForkYaak_20_026	0	0.995762712	0.9923757	0.007660787	0.000135483
EForkYaak_20_027	0	1	0.999110032	0.001513263	6.78979E-05
EForkYaak_20_028	0	0.945945946	0.936179099	0.063336389	0
EForkYaak_20_029	0	1	0.999380626	0.000363438	0
EForkYaak_20_030	0	1	0.999234616	0.000672344	0
EForkYaak_20_031	0	1	0.999432371	0.001340243	0
EForkYaak_20_032	0	0.995762712	0.997898294	0.002261216	0
EForkYaak_20_033	0	1	0.99881162	0.000959877	7.43384E-05
EForkYaak_20_034	0	0.982905983	0.986492018	0.010682226	6.83995E-05
EForkYaak_20_035	0	1	0.998428063	0.002273141	0
EForkYaak_20_036	0	1	0.997478568	0.002106613	0
EForkYaak_20_037	0	1	0.99834584	0.00132908	6.75311E-05
EForkYaak_20_038	0	1	0.998484352	0.001715421	6.88516E-05
EForkYaak_20_039	0	1	0.998216457	0.001426025	0
EForkYaak_20_040	0	1	0.998018821	0.002001092	0.000139295
EForkYaak_20_041	0	1	0.999649707	0.000863061	0
EForkYaak_20_042	0	0.882075472	0.921360745	0.078819725	0
EForkYaak_20_043	0	1	0.999389102	0.000804002	0
EForkYaak_20_044	0	0.974576271	0.983202461	0.01171667	0
EForkYaak_20_045	0	1	0.99835969	0.002409639	7.05119E-05
EForkYaak_20_046	0	1	0.999206349	0.000551268	0
EForkYaak_20_047	0	0.995689655	0.998858913	0.001700985	0
EForkYaak_20_048	0	1	0.999168192	0.00100365	0.000140095
EForkYaak_20_049	0	0.995575221	0.998830702	0.001006773	7.01853E-05
EForkYaak_20_050	0	0.842342342	0.84464752	0.155913978	6.80087E-05
EForkYaak_20_051	0	0.995652174	0.998572361	0.001430359	0.00034181
EForkYaak_20_052	0	1	0.99886887	0.001862693	0
EForkYaak_20_053	0	0.966101695	0.983937698	0.019186356	6.77231E-05
EForkYaak_20_054	0	1	0.998160111	0.001797914	6.88042E-05
EForkYaak_20_055	0	0.982905983	0.986707317	0.0178092	0
EForkYaak_20_056	0	1	0.9966547	0.003763441	0.000136799
EForkYaak_20_057	0	1	0.995826918	0.003381986	0
EForkYaak_20_058	0	1	0.998706025	0.002041541	0.00020295
EForkYaak_20_059	0	1	0.998745955	0.001154529	0
EForkYaak_20_060	0	0.823275862	0.879793264	0.115307242	6.81292E-05
EForkYaak_20_061	0	1	0.998611225	0.001798885	0
EForkYaak_20_062	0	1	0.997833551	0.002786266	0
EForkYaak_20_063	0	1	0.99318569	0.00767583	6.7861E-05
EForkYaak_20_064	0	1	0.998503367	0.001461187	0.000139841
EForkYaak_20_065	0	0.815315315	0.841683367	0.145908831	6.9185E-05
EForkYaak_20_066	0	1	0.99126887	0.008243728	6.81756E-05
EForkYaak_20_067	0	1	0.999352698	0.000355935	0
EForkYaak_20_068	0	1	0.998698764	0.001963935	0.000136444
EForkYaak_20_069	0	0.777777778	0.79359879	0.201179071	0
EForkYaak_20_070	0	1	0.997724132	0.00125246	0.000204806
EForkYaak_20_071	0	1	0.999189036	0.000890631	0.000135851
EForkYaak_20_072	0	1	0.992781719	0.006988564	0
EForkYaak_20_073	0	1	0.998369742	0.000715948	0.000136893
EForkYaak_20_074	0	1	0.998658537	0.001160093	0
EForkYaak_20_075	0	1	0.998008292	0.003128911	0
EForkYaak_20_076	0	1	0.998535037	0.001967448	6.81199E-05
EForkYaak_20_077	0	1	0.998337254	0.002495544	0
EForkYaak_20_078	0	1	0.998837306	0.000550358	7.03928E-05
EForkYaak_20_079	0	1	0.99760805	0.002179441	0
EForkYaak_20_080	0	1	0.99939241	0.000713412	0.000234632
EForkYaak_20_081	0	1	0.998137399	0.001518027	7.23694E-05
EForkYaak_20_082	0	1	0.998150736	0.001628664	0
EForkYaak_20_083	0	1	0.997195806	0.002321429	6.82221E-05
EForkYaak_20_084	0	1	0.998368546	0.002597635	0
EForkYaak_20_085	0	1	0.997482252	0.001808318	0
EForkYaak_20_086	0	1	0.998590849	0.002004373	0
EForkYaak_20_087	0	0.982300885	0.980392973	0.019244801	0
EForkYaak_20_088	0	1	0.998983988	0.00178444	0
EForkYaak_20_089	0	1	0.999230243	0.000840179	0
EForkYaak_20_090	0	1	0.99836961	0.001790831	0
EForkYaak_20_091	0	1	0.99760053	0.002013914	0
EForkYaak_20_092	0	0.783185841	0.830173371	0.163412803	0.000136949
EForkYaak_20_093	0	1	0.998814363	0.001678791	0.000142288
EForkYaak_20_094	0	1	0.998769584	0.002338129	0
EForkYaak_20_095	0	0.88317757	0.859443231	0.12656187	7.1347E-05
EForkYaak_20_096	0	1	0.999503599	0.000542495	0
EForkYaak_20_097	0	0.995614035	0.999024845	0.001853912	0
EForkYaak_20_098	0	1	0.998376623	0.001786352	0.000136556
EForkYaak_20_099	0	1	0.997442767	0.002142857	0
EForkYaak_20_100	0	1	0.995342376	0.008174632	0.000136668
EForkYaak_20_101	0	1	0.990004131	0.009051412	0
EFYaak17_275_09	0	1	0.998747997	0.001223854	0.000173883
EFYaak17_275_10	0	1	0.999175371	0.001329787	0.000190476
EFYaak17_275_11	0	1	0.998334864	0.001626627	0
EFYaak17_275_13	0	1	0.999118632	0.001071498	0.00015006
EFYaak_17_275	0	1	0.999240325	0.001271767	0.000153492
EFYaak_20_085	0	1	0.998021161	0.001506558	0
EFYaak_21_001	0	0.898305085	0.926038667	0.075719197	0
EFYaak_21_002	0	1	0.997128761	0.002221038	0
EFYaak_21_003	0	1	0.996371371	0.005857587	0.000140528
EFYaak_21_004	0	1	0.997849284	0.002088251	0.000138947
EFYaak_21_005	0	1	0.998121989	0.001441182	0
EFYaak_21_006	0	1	0.993254774	0.006238859	0.000135925
EFYaak_21_007	0	1	0.999147173	0.001429082	0
EFYaak_21_008	0	1	0.996766109	0.003377778	0.000135575
EFYaak_21_009	0	0.872881356	0.886417923	0.099693528	0.000337838
EFYaak_21_010	0	1	0.998207301	0.00178763	0
EFYaak_21_011	0	1	0.998359414	0.002119816	0
EFYaak_21_012	0	0.978813559	0.984532725	0.012339056	0
EFYaak_21_013	0	0.995762712	0.997345855	0.002599032	0
EFYaak_21_014	0	1	0.998787291	0.002039369	0
EFYaak_21_015	0	1	0.99906428	0.001518399	6.83527E-05
EFYaak_21_016	0	1	0.99857943	0.001602564	0.000136388
EFYaak_21_017	0	1	0.99975736	0.000710732	0
EFYaak_21_018	0	0.97008547	0.987607322	0.012446657	0.000135428
EFYaak_21_019	0	1	0.987001874	0.014147564	0.000136129
EFYaak_21_020	0	1	0.998306998	0.001862693	0
EFYaak_21_021	0	1	0.998084291	0.001969914	0
EFYaak_21_022	0	1	0.998545455	0.00132908	0
EFYaak_21_023	0	1	0.998584944	0.001598863	0
EFYaak_21_024	0	1	0.998180527	0.00184789	0
EFYaak_21_025	0	1	0.998264029	0.002394466	0
EFYaak_21_026	0	1	0.998020682	0.001774308	6.7769E-05
EFYaak_21_027	0	1	0.998062798	0.001772107	0.0001353
EFYaak_21_028	0	1	0.998424115	0.001862363	0.000135428
EFYaak_21_029	0	1	0.998814585	0.001794688	6.87096E-05
EFYaak_21_030	0	1	0.998985966	0.000891266	0.000135943
EFYaak_21_031	0	0.944444444	0.92934394	0.077799607	7.27802E-05
EFYaak_21_032	0	1	0.998414892	0.001779676	6.7981E-05
EFYaak_21_033	0	1	0.994579835	0.005541652	0.000204778
EFYaak_21_034	0	1	0.997615391	0.003283052	0
EFYaak_21_035	0	1	0.998383054	0.001779043	0
EFYaak_21_036	0	1	0.998583913	0.001240915	0
EFYaak_21_037	0	1	0.998419261	0.001419698	6.7769E-05
EFYaak_21_038	0	0.987179487	0.994672198	0.005519943	0
EFYaak_21_039	0	1	0.990664403	0.011547344	6.75676E-05
EFYaak_21_040	0	0.995762712	0.997859278	0.002309469	0
EFYaak_21_041	0	1	0.998097474	0.002485354	0
EFYaak_21_042	0	0.982608696	0.979740154	0.018032494	6.77048E-05
EFYaak_21_043	0	1	0.997292711	0.003552398	6.7659E-05
EFYaak_21_044	0	1	0.998360518	0.001933702	7.06514E-05
EFYaak_21_045	0	1	0.99919218	0.001595462	6.76682E-05
EFYaak_21_046	0	1	0.998460416	0.001510574	0.000271481
EFYaak_21_047	0	1	0.999353588	0.000443813	0
EFYaak_21_048	0	1	0.998301108	0.002135611	6.79071E-05
EFYaak_21_049	0	1	0.998566866	0.001165919	0
EFYaak_21_050	0	1	0.99781518	0.002582829	0.000135667
EFYaak_21_051	0	0.995762712	0.98386966	0.015294327	0
EFYaak_21_052	0	1	0.991639742	0.007098492	6.76498E-05
EFYaak_21_053	0	1	0.997675191	0.002558947	0
EFYaak_21_054_1	0	1	0.999150623	0.000888257	0.000135465
EFYaak_21_055	0	0.986956522	0.991909782	0.012341263	6.83995E-05
EFYaak_21_056	0	1	0.996328573	0.003014184	0.00020273
EFYaak_21_057	0	1	0.999150829	0.001331913	6.79532E-05
EFYaak_21_058	0	0.995762712	0.992838067	0.007822222	0
EFYaak_21_059	0	0.919491525	0.95946497	0.043240824	6.77507E-05
EFYaak_21_060	0	1	0.999107722	0.001067806	0.000203915
EFYaak_21_061	0	1	0.995964421	0.005991285	6.91181E-05
EFYaak_21_062	0	1	0.996600842	0.004344742	0.00013574
EFYaak_21_063	0	1	0.997805235	0.001786033	0
EFYaak_21_064	0	1	0.998707906	0.001241575	0
EFYaak_21_065	0	1	0.996684457	0.004446025	6.75311E-05
EFYaak_21_066	0	1	0.998865294	0.001335946	0
EFYaak_21_067	0	0.965517241	0.964297439	0.032979871	0
EFYaak_21_068	0	1	0.998651079	0.00116404	6.86153E-05
EFYaak_21_070	0	0.995762712	0.995499513	0.004446816	6.78334E-05
EFYaak_21_071	0	1	0.998345306	0.001596877	0
EFYaak_21_072	0	0.995762712	0.998622813	0.002850018	0
EFYaak_21_073	0	1	0.998173701	0.002053571	0.000135925
EFYaak_21_075	0	1	0.998948985	0.00124356	0
EFYaak_21_076	0	1	0.999019528	0.001256732	6.85119E-05
EFYaak_21_077	0	1	0.999269088	0.000731886	0
EFYaak_21_078	0	1	0.998547333	0.001684696	0.000135208
EFYaak_21_079	0	1	0.999555088	0.000887784	0
EFYaak_21_080	0	1	0.998411923	0.001430104	0
EFYaak_21_081	0	1	0.998985472	0.001335946	0.000136314
EFYaak_21_082	0	1	0.998787487	0.002216705	0
EFYaak_21_083	0	1	0.99080376	0.008726625	0
EFYaak_21_084	0	1	0.997116108	0.002118644	7.04622E-05
EFYaak_21_085	0	0.983050847	0.995601414	0.005765766	6.92042E-05
EFYaak_21_086	0	1	0.999032068	0.000923191	0.000210556
EFYaak_21_087	0	1	0.998298631	0.001864678	6.78058E-05
EFYaak_21_088	0	1	0.99910707	0.000802282	6.82314E-05
EFYaak_21_089	0	1	0.998818449	0.002408994	0
EFYaak_21_090	0	1	0.990934915	0.009998165	0
EFYaak_21_091	0	1	0.997678586	0.002321014	0
EFYaak_21_092	0	0.911504425	0.916732892	0.086160109	0.000142349
EFYaak_21_093	0	0.867521368	0.847708667	0.147395641	6.80365E-05
EFYaak_21_094	0	1	0.990453847	0.008629893	0
EFYaak_21_095	0	1	0.996641308	0.006389776	6.77415E-05
EFYaak_21_096	0	1	0.998583455	0.001693103	0.000406339
EFYaak_21_097	0	1	0.991788026	0.006470484	0
EFYaak_21_098	0	1	0.996516244	0.002575946	0
EFYaak_21_099	0	1	0.99700235	0.003025449	0
EFYaak_21_100	0	0.974358974	0.983432629	0.018647395	0
EFYaak_21_101	0	1	0.998622478	0.002851542	0
EFYaak_21_102	0	1	0.998789053	0.001772107	0.000270453
EFYaak_21_103	0	0.983050847	0.976873609	0.024054983	6.85589E-05
EFYaak_21_104	0	1	0.996056199	0.003788562	0.000137608
EFYaak_21_105	0	1	0.998989491	0.001685593	0
EFYaak_21_106	0	1	0.998040496	0.002511211	0
EFYaak_21_107	0	1	0.999071157	0.001242236	6.75584E-05
EFYaak_21_108	0	1	0.999017521	0.001348193	0
EFYaak_21_109	0	1	0.999051703	0.000633714	0
EFYaak_21_110	0	0.949152542	0.972405372	0.028607188	0.000135391
EFYaak_21_111	0	0.995762712	0.998099628	0.004004984	0
EFYaak_22_001_1	0	1	0.995059128	0.005875022	6.78794E-05
EFYaak_22_001	0	1	0.995168687	0.005397625	0
EFYaak_22_002	0	1	0.998133571	0.001516503	0
EFYaak_22_003	0	0.995614035	0.997833153	0.003043158	0.000140568
EFYaak_22_004	0	1	0.992361111	0.009748649	0
EFYaak_22_005	0	0.995762712	0.986587804	0.014016123	6.96476E-05
EFYaak_22_006	0	1	0.998153013	0.001169696	0.000274952
EFYaak_22_008	0	1	0.999043977	0.001711984	0.00015625
EFYaak_22_009	0	1	0.981237817	0.017238299	6.76682E-05
EFYaak_22_010	0	1	0.996406403	0.003496503	0
EFYaak_22_012	0	1	0.998886768	0.001172883	0
EFYaak_22_013	0	1	0.998674729	0.002632534	0.000138696
EFYaak_22_014	0	1	0.998627731	0.00132722	0
EFYaak_22_015	0	1	0.998703193	0.000801996	0
EFYaak_22_016	0	0.98989899	0.992481203	0.005579112	0
EFYaak_22_017	0	0.995762712	0.998419261	0.001514342	0
EFYaak_22_018	0	1	0.995569741	0.007473684	0
EFYaak_22_019	0	0.987068966	0.976039261	0.021557971	6.84088E-05
EFYaak_22_020	0	1	0.99870592	0.000976389	6.77415E-05
EFYaak_22_021	0	1	0.99883841	0.000939673	0.000218341
EFYaak_22_022	0	1	0.998339812	0.001864016	6.7769E-05
EFYaak_22_023	0	0.965811966	0.975164621	0.02779764	0
EFYaak_22_024	0	1	0.995044932	0.006001847	7.06614E-05
EFYaak_22_025	0	1	0.99838423	0.001596594	0
EFYaak_22_026	0	1	0.996785279	0.006077896	0
EFYaak_22_027	0	1	0.994353266	0.009180036	6.79071E-05
EFYaak_22_028	0	1	0.999081875	0.001067869	0
EFYaak_22_029	0	0.97706422	0.97226341	0.025317674	0
EFYaak_22_030	0	1	0.9986644	0.001867331	0
EFYaak_22_031	0	1	0.99746554	0.001657566	0.000225632
EFYaak_22_032	0	0.995726496	0.995920033	0.005456172	6.83434E-05
EFYaak_22_033	0	1	0.998690688	0.001623377	0
EFYaak_22_035	0	0.856481481	0.838946202	0.157177753	6.76133E-05
EFYaak_22_036	0	1	0.999291608	0.00109549	0
EFYaak_22_037	0	1	0.999629812	0.000180571	0
EFYaak_22_038	0	1	0.99439389	0.008413892	6.7861E-05
EFYaak_22_039	0	1	0.999352698	0.000890155	0
EFYaak_22_040	0	1	0.999916964	0.000547345	0.000208507
EFYaak_22_041	0	1	0.998065684	0.002895928	0
EFYaak_22_042	0	1	0.999150417	0.000978648	0
EFYaak_22_043	0	1	0.998086942	0.001521117	0.000136705
EFYaak_22_044	0	1	0.998843612	0.000717532	9.45001E-05
EFYaak_22_045	0	1	0.999082569	0.001824818	0.000148038
EFYaak_22_046	0	0.995726496	0.998789151	0.001774938	0
EFYaak_22_047	0	1	0.997109591	0.005285791	0
EFYaak_22_048	0	1	0.998222687	0.001475596	0
EFYaak_22_049	0	1	0.998594889	0.001168224	0
EFYaak_22_050	0	0.99137931	0.996454479	0.005909742	6.81477E-05
EFYaak_22_051	0	0.995283019	0.998170843	0.001614857	7.81739E-05
EFYaak_22_052	0	1	0.990730997	0.009325044	0
EFYaak_22_054	0	1	0.999175802	0.001082056	0.000207211
EFYaak_22_055	0	1	0.999701569	0.000750469	0
EFYaak_22_056	0	1	0.998694077	0.001114827	0
EFYaak_22_057	0	1	0.999111309	0.001841395	0.000291829
EFYaak_22_058	0	0.995689655	0.993395997	0.008204031	0
EFYaak_22_059	0	0.991452991	0.991364562	0.010370105	0.000204527
EFYaak_22_060	0	1	0.998541684	0.002581449	6.79348E-05
EFYaak_22_062	0	1	0.998050841	0.001786352	6.8306E-05
EFYaak_22_063	0	1	0.999696497	0.001623377	0
EFYaak_22_064	0	1	0.99889069	0.001599548	0
EFYaak_22_065	0	1	0.995557842	0.005018435	0
EFYaak_22_066	0	1	0.99924975	0.001006036	0
EFYaak_22_067	0	1	0.999557561	0.000780945	0
EFYaak_22_068	0	1	0.998897869	0.000806741	0
EFYaak_22_070	0	1	0.995775792	0.004734679	6.81292E-05
EFYaak_22_072	0	1	0.998208191	0.001595345	0.000143885
EFYaak_22_075	0	1	0.999192629	0.001353603	0
EFYaak_22_076	0	1	0.999361896	0.0006035	7.79059E-05
EFYaak_22_077	0	1	0.998773508	0.001348193	6.8465E-05
EFYaak_22_078	0	1	0.99957396	0.000372926	0.00028931
