Sample_ID	pCRT	pIRT	pRBT	pWCT	pYCT
GOC1_03_10_1	0	0	0.000649035	0.999017331	0.00013611
GOC1_03_10	0	0	0.000575279	0.999093053	0.000275634
GOC1_03_11_1	0	0.004310345	0.004765751	0.996802842	0
GOC1_03_11	0	0.00862069	0.004122545	0.996980998	0
GOC1_03_14	0.336956522	0.565	0.979149256	0.01876602	0.00027894
GOC1_03_15	0	0	0.002547925	0.99724052	0
GOC1_03_16	0	0.004310345	0.00137496	0.997062489	0.000135208
GOC1_03_17	0	0	0.00027027	0.999504852	7.52332E-05
GOC1_03_18	0.311111111	0.171171171	0.498385412	0.496025936	0.000337747
GOC1_03_20	0	0	0.00085974	0.999093217	0.000137231
GOC1_03_21	0.473684211	0.337837838	0.956702321	0.037481445	0.000617623
GOC1_03_22	0	0	0.001543754	0.997565725	0
GoldL_16_37	0	0	0.00024325	0.999197861	6.79071E-05
GoldL_16_38	0	0	0.001919546	0.996770026	7.05219E-05
GoldL_16_39	0	0	0.000459674	0.998806463	0
GoldL_16_41	0.159574468	0.362637363	0.721287961	0.287559705	0.000439239
GoldL_16_45	0	0	4.80169E-05	0.99904296	0
GoldL_16_46	0	0	0.000121183	1.00E+00	0
GoldL_16_48	0	0	0	0.999643239	6.8018E-05
GoldL_16_61	0	0	0.000135563	0.99959968	0.000153257
GoldL_16_63	0	0	0.000164402	0.999522901	0.000185736
GoldL_16_64	0.08	0.116071429	0.23607769	0.758830232	0.000340414
GoldL_16_65	0	0	0.000166472	0.998716774	0.000140786
GoldL_16_66	0.022727273	0.020618557	0.00927745	0.990339303	0.000365764
GoldL_16_68	0	0	0.001582278	0.999105386	0.000136091
GoldL_16_69	0	0	0.000847526	0.998934848	0
GoldL_16_70	0	0	0.000165453	0.999363289	0
GoldL_16_71	0	0	0.000263407	0.999530957	0
GoldL_16_72	0	0	0.000356729	0.9992143	7.60456E-05
GoldL_16_87	0	0	0.00114118	0.999459362	0
GoldL_16_95	0	0	0.000604692	0.999201703	0
GoldL_16_96	0	0	0.004996344	0.994350789	0
GR9	0.12745098	0.872881356	0.997690812	0.002764402	0.000408552
GraniteAB_19_01	0.029411765	0.972477064	0.992909988	0.011444509	0.000586081
GraniteAB_19_02	0.029411765	0.974137931	0.991587716	0.0105489	0.000478207
GraniteAB_19_03	0.009803922	0.957264957	0.988472858	0.016571121	0.00034181
GraniteAB_19_04	0	0.974576271	0.991188359	0.012164802	0.000609673
GraniteAB_19_05	0.009803922	0.974358974	0.989692395	0.010952805	0.00040783
GraniteAB_19_06	0	0.977477477	0.991343637	0.012822895	0.00021395
GraniteAB_19_07	0	0.978070175	0.989584194	0.012170754	0.000416204
GraniteAB_19_08	0	0.956896552	0.990707385	0.015560353	0.00027552
GraniteAB_19_09	0.009803922	0.987179487	0.989986975	0.013247404	0.000273336
GraniteAB_19_10	0.039215686	0.995535714	0.994512296	0.007457257	0.000208189
GraniteAB_19_11	0.029411765	0.978813559	0.990947992	0.009247507	0.000207785
GraniteAB_19_12	0.03	0.969026549	0.994648693	0.00797491	0.000412655
GraniteAB_19_13	0	0.991525424	0.992184336	0.009176764	0.000543036
GraniteAB_19_14	0.01	0.960176991	0.99111224	0.012662942	0.000283567
GraniteAB_19_15	0.039215686	0.986842105	0.989327509	0.011941379	0.000346693
GraniteAB_19_16	0	0.99122807	0.991789886	0.010768126	0.000343595
GraniteAB_19_17	0.039215686	0.986842105	0.99244281	0.012155592	0.000342654
GraniteAB_19_18	0.04	0.986956522	0.992374005	0.008961229	0.000489716
GraniteAB_19_19	0.039215686	0.983050847	0.988611494	0.01238197	0.000135796
GraniteAB_19_20	0	0.969298246	0.992075748	0.011802575	0.000339766
GraniteAB_19_21	0.009803922	0.966101695	0.991580311	0.012589286	0.000406725
GraniteAB_19_22	0.029411765	0.978632479	0.994237013	0.009004993	0.000340599
GraniteAB_19_23	0.023809524	0.983870968	0.993398659	0.011797753	0.000442321
GraniteAB_19_24	0.01	0.972727273	0.994028419	0.008129304	0.000148434
GraniteAB_19_25	0.068627451	0.995454545	0.991397576	0.012801484	0.000426621
GraniteAB_19_26	0.029411765	0.974576271	0.989697802	0.012195122	0.000270636
GraniteAB_19_27	0.029411765	0.957627119	0.993592343	0.008300607	0.000339259
GraniteAB_19_28	0	0.983050847	0.99086278	0.013246799	0.000338478
GraniteAB_19_29	0.009803922	0.978632479	0.986229243	0.014514693	0.000203335
GraniteAB_19_30	0.068627451	0.982905983	0.992989707	0.009634255	0.000610666
GraniteBL_19_01	0.058823529	0.940677966	0.993863545	0.011530956	0.000338432
GraniteBL_19_01_R	0.058823529	0.944954128	0.994003572	0.010048835	0.000355821
GraniteBL_19_02	0.225490196	0.788793103	0.989048735	0.012870584	0.000472654
GraniteBL_19_03	0.068627451	0.875	0.988374929	0.012439592	0.000204583
GraniteBL_19_04	0.112244898	0.938053097	0.990852663	0.012686701	0.000479321
GraniteBL_19_05	0.049019608	0.923423423	0.990614543	0.010338008	0.000411636
GraniteBL_19_06	0.088235294	0.852173913	0.994643292	0.005262219	0.000271924
GraniteBL_19_07	0.153061224	0.844827586	0.984837428	0.016235504	0.000338524
GraniteBL_19_08	0.107843137	0.917391304	0.991407826	0.009930839	0.000405186
GraniteBL_19_09	0.098039216	0.845132743	0.990791599	0.011638237	0.000541052
GraniteBL_19_10	0.18	0.853448276	0.994379751	0.006126798	0.000339029
GraniteBL_19_11	0.029411765	0.952586207	0.994348894	0.008951175	0.000415397
GraniteBL_19_12	0.107843137	0.894736842	0.995540058	0.007310984	0.000747486
GraniteBL_19_13	0.21875	0.908695652	0.991024156	0.008466861	0.000557724
GraniteBL_19_14	0.068627451	0.911016949	0.989505126	0.017562533	0.000405515
GraniteBL_19_15	0.039215686	0.939130435	0.989174116	0.012922465	0.000757367
GraniteBL_19_16	0.019607843	0.977876106	0.992422981	0.008603332	0.000350385
GraniteBL_19_17	0.029411765	0.946902655	0.992508888	0.009310987	0.000358372
GraniteBL_19_18	0.068627451	0.970338983	0.993249798	0.011105188	0.000608519
GraniteBL_19_19	0.009803922	0.944444444	0.988275862	0.014280614	0.000543109
GraniteBL_19_20	0.049019608	0.940677966	0.989528584	0.012186444	0.00067595
GraniteBL_19_21	0.078431373	0.960869565	0.98726167	0.014450867	0.000413223
GraniteBL_19_22	0.068627451	0.956896552	0.985119288	0.01762193	0.000406064
GraniteBL_19_23	0.058823529	0.953389831	0.989358258	0.012486621	0.000339213
GraniteBL_19_24	0.029411765	0.956896552	0.988112866	0.011924267	0.000553863
GraniteBL_19_25	0.009803922	0.987068966	0.989236393	0.012669522	0.000204221
GraniteBL_19_26	0.049019608	0.974576271	0.991788026	0.011745862	0.000203087
GraniteBL_19_27	0.029411765	0.965517241	0.989673118	0.013426423	0.000273112
GraniteBL_19_28	0.029411765	0.974576271	0.989845654	0.012877839	0.000476061
GraniteBL_19_30	0.029411765	0.978813559	0.993670372	0.00767583	0.000408386
Greenough2_23_24	0.553191489	0.060344828	0.772198148	0.208418891	0.001422379
GreggG2_21_10	0.049019608	0.94017094	0.997933382	0.00177683	0.000203971
GreggG2_21_13	0.117647059	0.931034483	0.998728257	0.000722152	0.000206526
GreggG2_21_16	0.053191489	0.908695652	0.997951827	0.001793079	0.000206384
GreggG2_21_17	0.045454545	0.972826087	0.998585499	0.000345543	0.000275989
GreggG2_21_23	0.03125	0.941964286	0.998678887	0.001817851	0.000139159
GreggG2_21_24	0.107843137	0.956896552	0.998704768	0.000889363	6.77507E-05
GreggG2_21_28	0.081632653	0.932038835	0.998389764	0.001429661	0.000222916
GreysR_03_2037	0	0	0.000163399	8.99928E-05	0.998398106
Griz_20_15	0.351851852	0.018181818	0.49890808	0.49321663	0.00054444
Grizzly_23_361	0	0	0.000215796	0.998860399	0
Grizzly_23_362	0	0	4.31481E-05	0.999143673	0
Grizzly_23_363	0	0	0.000295983	0.99944269	0
Grizzly_23_364	0	0	0.004199773	0.99391172	0
Grizzly_23_365	0	0	0.000525762	1	0
Grizzly_23_366	0.01	0	0.004368417	0.994674129	0
Grizzly_23_367	0	0	0.000606845	0.999822317	0
Grizzly_23_368	0	0	8.08669E-05	0.999822222	0
Grizzly_23_369	0	0	0.0004044	0.99937833	0
Grizzly_23_370	0	0	0.000690103	0.999374106	0
Grizzly_23_371	0	0	0.001246468	0.998716303	0
Grizzly_23_372	0	0	0.0004044	0.998043749	6.7815E-05
Grizzly_23_373	0	0	0.000364048	0.999644823	6.77415E-05
Grizzly_23_374	0	0	0.000406042	0.999643048	0
Grizzly_23_375	0	0	4.05022E-05	0.999376448	0
Grizzly_23_376	0.009803922	0.050847458	0.042033236	0.951997134	0
Grizzly_23_377	0	0	0.000327172	0.998833034	0
Grizzly_23_378	0	0	8.78194E-05	0.999420514	0
Grizzly_23_379	0	0	0.000166141	0.999544128	6.99986E-05
Grizzly_23_380	0	0	0.001296386	0.998838456	0
Grizzly_23_381	0	0	0.00114107	0.998698159	0
Grizzly_23_382	0	0	0.000364313	0.999822191	0
Grizzly_23_383	0	0	0.001391724	0.998153467	0
Grizzly_23_384	0	0	4.72679E-05	1	0
Grizzly_23_385	0	0	0.00117276	0.998934281	0
Grizzly_23_386	0	0.02991453	0.025739596	0.973659974	0
Grizzly_23_387	0	0	0.000121487	0.99964343	0
Grizzly_23_388	0	0.026086957	0.018707763	0.979280262	0
Grizzly_23_389	0	0	0.001095157	0.998928763	6.80272E-05
Grizzly_23_390	0	0	0.001066798	0.998645965	0
GR_NA_09	0.12745098	0.875	0.997941224	0.002398721	0.00033857
GR_NA_15	0.034090909	0.927350427	0.998342229	0.001684696	0.000270453
GSH_22_02	0.978723404	0	0.99284879	0.001673558	0.002911317
GSH_22_03	1	0	0.99342814	0.000944064	0.001189822
GSH_22_05	0.989583333	0.013761468	0.99490532	0.001678515	0.001733494
GSH_22_06	1	0	0.997125213	0.001167134	0.001515422
GSH_22_07	1	0.004424779	0.99424193	0.001590141	0.001578947
GSH_22_08	1	0	0.993335719	0.001369059	0.002246181
GSH_22_09	0.988888889	0.014423077	0.993792009	0.001019992	0.001712862
GSH_22_10	0.988888889	0.005154639	0.995361958	0.00136612	0.00199108
GSH_22_11	1	0.004424779	0.993188496	0.001167088	0.002083954
GSH_22_12	1	0	0.992678119	0.001325989	0.001563477
GSH_22_13	1	0.008849558	0.994326117	0.001152074	0.001447807
GSH_22_14	1	0	0.99466439	0.001632082	0.001614639
GSH_22_15	1	0	0.99517112	0.000925355	0.002037937
GSH_22_16	1	0	0.993484579	0.001233553	0.001581778
GSH_22_17	0.97826087	0	0.99480147	0.001462844	0.001491647
GSH_22_18	1	0	0.994811994	0.000727348	0.000955871
GSH_22_19	1	0.017094017	0.995144782	0.001338688	0.001888163
GSH_22_20	0.988636364	0	0.993243873	0.001619433	0.001705955
GSH_22_22	1	0	0.993029657	0.001067132	0.002061552
GSH_22_24	1	0	0.994304792	0.001713062	0.002306045
GSH_22_25	1	0.004854369	0.994476465	0.001047779	0.000964475
GSH_22_26	1	0	0.993831512	0.001353442	0.001762373
GSH_22_27	1	0	0.994218609	0.00129199	0.002044216
GSH_22_28	1	0.004237288	0.99281768	0.001855288	0.002802298
GSH_22_29	1	0	0.993973814	0.000756001	0.002077959
GSH_22_30	1	0.004385965	0.994843512	0.001374166	0.001792115
GSH_22_32	1	0	0.99409989	0.000901804	0.001676829
GSH_22_33	0.967391304	0.014018692	0.99380069	0.001630989	0.00170068
GSH_22_34	1	0	0.993361104	0.001516588	0.00235984
GSH_22_35	1	0.010526316	0.995592346	0.000820248	0.002269426
HogbackLo_03_12_22	0	0	4.08163E-05	8.99281E-05	0.99867688
HogbackUp_03_12_144	0	0	4.0843E-05	0	0.998959056
HoodR_93_32132	0.431818182	0.592592593	0.997216208	0.000794371	0.001232828
HoodR_93_32145	0.418918919	0.603448276	0.997869389	0.001195392	0.001346348
HoodR_93_32159	0.333333333	0.579545455	0.996742834	0.000776915	0.000849762
Howard_22_01	0.729166667	0.330188679	0.990753736	0.005345171	0.00237066
Howard_22_02	0.509803922	0.387387387	0.995817768	0.001338091	0.001225991
Howard_22_03	0.51	0.513513514	0.995230011	0.003911111	0.000610418
Howard_22_04	0.466666667	0.473684211	0.994285967	0.003687888	0.002042669
Howard_22_05	0.41	0.447115385	0.99372752	0.004639474	0.002932772
Howard_22_06	0.468085106	0.49137931	0.994499674	0.002147459	0.001505612
Howard_22_07	0.62745098	0.481651376	0.995248152	0.002321429	0.000546523
Howard_22_08	0.53125	0.385321101	0.995416937	0.00186866	0.001361285
Howard_22_09	0.368421053	0.575757576	0.997135877	0.001831837	0.00042331
Howard_22_10	0.520408163	0.39380531	0.99524083	0.001714801	0.002140588
Howard_22_11	0.58	0.355855856	0.993775934	0.002148997	0.003972603
Howard_22_13	0.460784314	0.448275862	0.994827447	0.003369392	0.001083277
Howard_22_14	0.552083333	0.435779817	0.994879694	0.003384559	0.000697156
Howard_22_15	0.574468085	0.400900901	0.996047914	0.002418921	0.000616185
Howard_22_16	0.513513514	0.379120879	0.99731056	0.001776013	0.001133787
Howard_22_17	0.443181818	0.577586207	0.994980976	0.003644444	0.000746167
Howard_22_18	0.306122449	0.448717949	0.996871191	0.001875	0.001569323
Howard_22_19	0.444444444	0.434210526	0.995895921	0.004237288	0.000969529
HW1_23_01	0	1	0.999515152	0.000443734	0
HW1_23_02	0	0.995726496	0.999455703	0.000827662	0
HW1_23_03	0	1	0.999473897	0.00071187	0.000135833
HW1_23_05	0	1	0.998542038	0.000890155	0
HW1_23_06	0	1	0.999444239	0.001031353	0
HW1_23_07	0	1	0.998890168	0.001717281	6.92713E-05
HW1_23_08	0	1	0.999225691	0.000627578	6.83807E-05
HW1_23_09	0	1	0.999106167	0.000982104	8.45023E-05
HW1_23_10	0	1	0.999025341	0.001248885	0
HW1_23_13	0	1	0.999473386	0.000622998	6.80272E-05
HW2_23_01	0	1	0.999358974	0.001680986	0.000144071
HW2_23_02	0	1	0.999633461	0.000805009	0.000136818
HW2_23_03	0	1	0.999387705	0.000447948	6.84556E-05
HW2_23_04	0	1	0.999411715	0.000461425	0.000141784
HW3_23_01	0	1	0.999095841	0.000180538	0
HW3_23_02	0	0.995689655	0.99828337	0.001195732	7.10026E-05
HW3_23_03	0	1	0.999261266	0.000269058	0.000137627
HW3_23_04	0	0.991525424	0.998904221	0.000803285	0
HW3_23_05	0	1	0.999567811	9.57671E-05	7.33245E-05
HW3_23_06	0	1	0.998809817	0.000630972	0
HW3_23_07	0	1	0.999057454	0.000539665	0.000137325
HW3_23_08	0	1	0.999551971	0.000268288	6.84182E-05
HW3_23_09	0	0.995535714	0.999037957	0.000480307	0
HW3_23_10	0	1	0.999534451	0.000280374	7.18494E-05
HW3_23_11	0	0.995762712	0.999057763	8.96539E-05	6.86813E-05
HW4_23_01	0	1	0.998832382	0.000190259	7.30674E-05
HW4_23_02	0	1	0.999191396	0.00044405	6.78702E-05
HW4_23_03	0	1	0.999311295	0.000404694	0
HW4_23_04	0	0.99122807	0.999381298	0.000678689	0.000150173
HW4_23_05	0	1	0.998584663	0.000282433	0.00014453
HW4_23_06	0	1	0.999271727	0.000622333	6.77323E-05
HW4_23_07	0	0.995726496	0.999021925	0.000807754	6.86059E-05
HW4_23_08	0	1	0.999426981	0.00053918	6.88137E-05
HW4_23_09	0	1	0.999555088	0.000709723	0
HW4_23_10	0	1	0.998582881	0.001330259	6.77323E-05
Iron_17_031	0	0.004716981	0.032416691	0.970008389	0.000154751
Iron_17_032	0	0	0.001694355	0.998631637	0
Iron_17_033	0	0	0.001548492	0.997937959	0.000136091
Iron_17_034	0	0	0.003451938	0.996054769	0
Iron_17_036	0	0	0.00194949	0.998426436	0
Iron_17_037	0	0	0.005506706	0.991784038	7.39864E-05
Iron_17_038	0.054347826	0.222772277	0.281277772	0.719490972	0.000289226
Iron_17_039	0	0	0.001939595	0.99867374	7.63592E-05
Iron_17_040	0	0	0.000735294	0.999237514	0
Iron_17_042	0	0	0.001319777	0.999034335	0
Iron_17_043	0	0	0.002190519	0.997758964	0
Iron_17_044	0	0	0.002479986	0.997420711	7.23589E-05
Iron_17_045	0	0	0.000980225	0.997931553	0
Iron_17_046	0	0	0.00177018	0.998766263	0
Iron_17_047	0	0	0.001603105	0.999259259	6.99692E-05
Iron_17_048	0	0	0.000463548	0.999721293	0.000140489
Iron_17_049	0	0	0.001684665	0.998481685	0
Iron_17_050	0	0	0.001111491	0.998864282	0
Iron_17_051	0	0	0.001165904	0.998482261	0.000358835
Iron_17_052	0	0	0.002006521	0.998894824	6.95217E-05
Iron_17_053	0	0	0.003829644	0.997232472	0
Iron_17_054	0	0	0.000301438	0.998856925	0
Iron_17_055	0	0	0.002545485	0.995574405	0
Iron_17_056	0	0	0.002053818	0.998057354	0
Iron_17_057	0	0	0.000882798	0.999073559	6.99986E-05
Iron_17_058	0	0	0.00156701	0.99800109	0
Iron_17_059	0	0	0.000556586	0.998776259	7.64877E-05
Iron_17_060	0	0	0.001276596	0.997845635	0
JacksonFH_NA_01	0	0	8.17327E-05	0	0.99889043
JacksonFH_NA_02	0	0	4.07963E-05	0	0.999585005
JacksonFH_NA_05	0	0	4.07398E-05	0.000268625	0.998692001
JacksonFH_NA_07	0	0	4.06769E-05	8.95736E-05	0.998758449
JacksonFH_NA_08	0	0	4.12065E-05	0	0.998585573
JacksonFH_NA_09	0	0	8.17194E-05	0.00017963	0.998325426
JacksonFH_NA_10	0	0	8.19001E-05	0	0.999930207
JARMAB08_22_06	0.068627451	0.987068966	0.998951874	0.000575926	7.5188E-05
JARMAB8_22_01	0.03	0.991525424	0.99905992	0.001166128	0.000137061
JARMAB8_22_02	0.08	0.978448276	0.999027631	0.001069138	6.77874E-05
JARMAB8_22_03	0.117647059	0.901709402	0.998376228	0.001517315	0.000203832
JARMAB8_22_04	0.06	0.956521739	0.999090308	0.000904323	0
JARMAB8_22_05	0.019607843	0.965811966	0.999474493	0.000798155	6.77048E-05
JARMAB8_22_06	0.068627451	0.991304348	0.998942057	0.000714541	6.82967E-05
JARMAB8_22_08	0.098039216	0.952991453	0.998867863	0.000888415	0.00013574
JARMAB8_22_10	0.068627451	0.987288136	0.998786408	0.001065341	6.7769E-05
JARMAB8_22_11	0.088235294	0.974576271	0.99910116	0.000716974	6.85401E-05
JARMAB8_22_12	0.039215686	0.987288136	0.999148073	0.001066667	6.78426E-05
JARMAB8_22_13	0.02	0.995614035	0.998942918	0.000983021	0
JARMAB8_22_14	0.05	0.978448276	0.999228395	0.000752445	0.000145879
JARMAB8_22_16	0.07	0.927350427	0.998864834	0.000711111	0
JARMAB8_22_17	0.088235294	0.983050847	0.998746766	0.000798864	0.000135391
JARMAB8_22_18	0	0.978813559	0.997733711	0.001422475	0
JARMAB8_22_19	0.08	0.898305085	0.998538961	0.001157407	6.8055E-05
Kik_18_313	0.212765957	0.801801802	0.998827569	0.000552079	0.000285347
Kik_18_316	0.15	0.870535714	0.999339771	0.000453145	0.000209526
Kik_18_317	0.117647059	0.893162393	0.999111829	0.001508697	6.76133E-05
Kik_18_318	0.15	0.765217391	0.999135731	0.00018005	0.000207498
Kik_18_319	0.102040816	0.793577982	0.998180053	0.000974486	0.00020284
Kik_18_321	0.18627451	0.891304348	0.998667098	0.001505224	0.00020295
Kik_18_326	0.107843137	0.88034188	0.998465267	0.001240255	0.00054076
Kik_18_327	0.215686275	0.765217391	0.99826487	0.001686191	0.000270893
Kik_18_328	0.37	0.67826087	0.998852835	0.000541712	0.000278048
Kik_18_329	0.147058824	0.861607143	0.999111039	0.000888257	0.000135612
Kik_18_330	0.225490196	0.833333333	0.997778855	0.001418943	0.000338066
Kik_18_331	0.119565217	0.825242718	0.997470265	0.003891808	0.000451128
Kik_18_334	0.068627451	0.913793103	0.987821654	0.010842517	0.000270746
Kik_18_472	0.211111111	0.828431373	0.99907919	0.000606061	0.000237869
Kik_18_646	0.176470588	0.739130435	0.998503841	0.001154119	0.000338799
Kik_18_647	0.068627451	0.957264957	0.998666451	0.000886368	0.000135483
Kik_19_020	0.142857143	0.915178571	0.998647278	0.000742804	7.20461E-05
Kik_19_024	0.072916667	0.798076923	0.995592164	0.0038153	0.000381621
Kik_190_35	0.044444444	0.87826087	0.991580311	0.007906894	0.000473421
Kik_19_036	0.098039216	0.837606838	0.998868961	0.001773364	0.00013563
Kik_19_040	0.153061224	0.854700855	0.994251478	0.003910416	0.000473741
Kik_19_044	0.019607843	0.939655172	0.999232695	0.001152687	0.000338295
Kik_19_046	0.158536585	0.876404494	0.998789346	0.001115845	0.000401994
Kik_19_048	0.244897959	0.843478261	0.999071157	0.000887469	0.000541126
KilbCk_20_01	0.068627451	0.879310345	0.995758261	0.004614838	0.000473805
KilbCk_20_02	0.107843137	0.814159292	0.996803431	0.002935421	0.000203804
KilbCk_20_03	0.12244898	0.863247863	0.995822857	0.004903709	0.000340275
KilbCk_20_04	0.08	0.897321429	0.998456661	0.00110011	0.000351222
KilbCk_20_05	0.12745098	0.837719298	0.995021627	0.004383611	0.000136519
KilbCk_20_06	0.081632653	0.859649123	0.998131904	0.000979345	0.00041006
KilbCk_20_07	0.19	0.804347826	0.993960276	0.007390917	0.000135777
KilbCk_20_08	0.068627451	0.857758621	0.998383316	0.002486679	0.000677782
KilbCk_20_09	0.02	0.907407407	0.996110266	0.00297619	0.000143062
KilbCk_20_10	0.147058824	0.875	0.995472918	0.005153723	0.000203059
KilbCk_20_11	0.040816327	0.888392857	0.995891303	0.005006258	0.00027386
KilbCk_20_12	0.049019608	0.868421053	0.99774183	0.001175194	0.000486449
KilbCk_20_13	0.196078431	0.839130435	0.997930867	0.003481521	0.000135999
KilbCk_20_14	0.078431373	0.793859649	0.998576194	0.001521934	0.000544514
KilbCk_20_15	0.1	0.866071429	0.996954933	0.00249777	0.000408886
KilbCk_20_16	0.078431373	0.846153846	0.995753801	0.00551896	0.000542079
KilbCk_20_17	0.264705882	0.873913043	0.998221791	0.002132954	0.000339121
KilbCk_20_18	0.137254902	0.867521368	0.998467124	0.003277236	0.000473165
KilbCk_20_19	0.088235294	0.899122807	0.996328329	0.004746552	0.000548546
KilbCk_20_20	0.085106383	0.849137931	0.997848217	0.003088663	6.97642E-05
KilbCk_20_21	0.137254902	0.796296296	0.998315005	0.003977493	0.00022137
KilbCk_20_22	0.049019608	0.901709402	0.998063267	0.002037201	0.000337929
KilbCk_20_23	0.18627451	0.903508772	0.998274729	0.001980555	0.000829073
KilbCk_20_24	0.07	0.912280702	0.995788792	0.004094712	0.000204082
KilbCk_20_25	0.07	0.898230088	0.99868594	0.001986277	6.94348E-05
KilbCk_20_26	0.039215686	0.901709402	0.995558427	0.004343972	0.000270819
KilbCk_20_27	0.058823529	0.892241379	0.995709544	0.003641855	0.000203362
KilbCk_20_28	0.098039216	0.872807018	0.997659969	0.002307829	0.000338478
KilbCk_20_29	0.09	0.902542373	0.998625707	0.000798439	0.000678334
KilbCk_20_30	0.058823529	0.844827586	0.995753801	0.005948153	0.000270783
KO_19_5583	0.239583333	0.804545455	0.998327759	0.001134644	0.0002185
KootRiv_15_01	0.74	0.207964602	0.995456423	0.003517951	0.001317797
KootRiv_15_06	0.802083333	0.336283186	0.989057034	0.009139785	0.001571038
KootRiv_15_07	0.13	0.857142857	0.998547115	0.002467556	0.000281611
KootRiv_15_08	0.638297872	0.259803922	0.995444726	0.003907857	0.001640369
KootRiv_15_12	0.09	0.868421053	0.999757693	0.000887942	0.000135575
KootRiv_15_15	0.289473684	0.763157895	0.997953383	0.001010101	0.000504643
KootRiv_15_17	0.156862745	0.897321429	0.999019859	0.000744325	0.000213129
KootRiv_15_20	0.18627451	0.857758621	0.999393743	0.000443027	0.000135245
KootRiv_15_21	0.225490196	0.747863248	0.998172366	0.001515692	0.000477685
KootRiv_15_22	0.238636364	0.811881188	0.997649721	0.001812631	0.000592329
KootRiv_15_24	0.147058824	0.707142857	0.998851832	0.000591436	0.000566893
KootRiv_15_27	0.7	0.279279279	0.990716506	0.003772229	0.003085573
KootRiv_15_29	0.607843137	0.206140351	0.993961255	0.003825623	0.000950958
KootRiv_15_30	0.723404255	0.211538462	0.986524941	0.003036437	0.007360226
KootRiv_15_31	0.265306122	0.834782609	0.999061837	0.001165919	0.000273523
KootRiv_15_32	0.8	0.239130435	0.979291417	0.009185158	0.00721721
KootRiv_15_34	0.117647059	0.859649123	0.999190677	0.000710858	0.000203362
KootRiv_15_36	0.090909091	0.895238095	0.998906108	0.001111336	0.00015625
KootRiv_15_37	0.715909091	0.269607843	0.984464118	0.011355105	0.001295523
KootRiv_15_38	0.6	0.208695652	0.994250513	0.003695025	0.000826219
KootRiv_15_40	0.14	0.849137931	0.997458808	0.001890529	0.000206868
KootRiv_16_04	0.6	0.193548387	0.995097097	0.004350594	0.001829674
KootRiv_16_11	0.049019608	0.961538462	0.999676349	0.000622112	0.000135612
KootRiv_16_13	0.775510204	0.259090909	0.9933612	0.004695684	0.002072968
KootRiv_16_14	0.656862745	0.263392857	0.994993487	0.003043868	0.002120963
KootRiv_16_18	0.647058824	0.245762712	0.993817682	0.003646389	0.001151138
KootRiv_16_25	0.62745098	0.241525424	0.996218897	0.002319358	0.001972789
KootRiv_16_26	0.03	0.952991453	0.99979744	0.000710732	0
KootRiv_16_39	0.263157895	0.884615385	0.999368626	0.000214041	0.000333667
KootRiv_16_41	0.078431373	0.900862069	0.99995935	0.000895736	0.000204862
KootRiv_17_02	0.647058824	0.254385965	0.992528875	0.00559304	0.001083864
KootRiv_20_42	0.068181818	0.923913043	0.999755286	0	0.000170039
KRBY_22_01	0.245098039	0.787037037	0.997154009	0.002052472	0.000272963
KRBY_22_02	0.06	0.394495413	0.502972873	0.491539414	0.000339029
KRBY_22_03	0.6	0.389380531	0.994609711	0.003027066	0.001633097
KRBY_22_05	0.382352941	0.50877193	0.993874736	0.00375	0.000815883
KRBY_22_06	0.091836735	0.398058252	0.502143674	0.495684211	6.80921E-05
KRBY_22_07	0.745098039	0.348214286	0.993409276	0.003831759	0.001635992
KRBY_22_08	0.158536585	0.826666667	0.998107256	0.002972788	0.000183993
KRBY_22_09	0.039215686	0.867256637	0.997407857	0.002416324	0.000203721
KRBY_22_10	0.09	0.877272727	0.99699529	0.002409854	0.000409556
LA3_18_01	0.071428571	0.839805825	0.997543918	0.003398237	0.000424448
LA4_18_01	0.030612245	0.995726496	0.998780587	0.002050276	0.000205283
LA5_18_01	0	0.995726496	0.997920065	0.001252012	0.000205846
LA5_18_02	0.06	0.936440678	0.998867955	0.001690993	6.7861E-05
LA5_18_03	0.019607843	1	0.998019722	0.001599716	0
LA5_18_04	0.18627451	0.803418803	0.996810658	0.001510843	0.000879329
LA6_18_01	0	0.995762712	0.997778855	0.001864016	0.000338616
LA6_18_02	0.010204082	0.969827586	0.998562982	0.00198556	0
LA7_18_01	0.071428571	0.931034483	0.998214576	0.00133452	0.000136036
LA7_18_02	0.029411765	0.995689655	0.997891493	0.002050642	0.000136482
Lake_22_18	0.4875	0.581395349	0.966923311	0.034174671	0.000344234
Lamar_13_A23	0	0	4.07664E-05	0.001080108	0.998475187
LamarA07	0	0	0	0	0.999552239
LamarV_16_05	0.223404255	0.214953271	0.47967033	0.011654135	0.488556338
Lap_23_481	0	0	0.000282851	0.999199858	0
Lap_23_482	0	0	0	1	0
Lap_23_483	0	0	0	1	0
Lap_23_484	0	0	0	0.999822001	0
Lap_23_485	0	0	0.000455042	0.999598313	0
Lap_23_486	0	0	0.000287003	0.999007758	0
Lap_23_487	0	0	0	1.00E+00	0
Lap_23_488	0	0	0.000121202	1	0
Lap_23_489	0	0	0	0.999822443	0
Lap_23_490	0	0	0.000284068	0.999375	0
Lap_23_491	0	0	0	0.999643938	0.000135851
Lap_23_492	0	0	4.18235E-05	1.00E+00	0
