"Axis1","Axis2","Axis3","sample_id","population","group"
-8.81205774301286,-0.18554460396923,2.52332886408752,"AdamsBR3_17_01","Adams","Athabasca"
-8.5587058404956,0.0787689146665766,2.24717588323455,"AdamsBR3_17_02","Adams","Athabasca"
-8.43994114006892,-0.249600883049014,0.506418556767339,"AdamsBR3_17_03","Adams","Athabasca"
-7.59660449589777,-0.730072116430048,1.97905767922314,"AdamsBR3_17_07","Adams","Athabasca"
-8.90541579133827,0.357366314059661,2.58576069855455,"AdamsBR3_17_09","Adams","Athabasca"
-8.58133504767611,0.284882711668716,1.66671183549942,"AdamsBR3_17_11","Adams","Athabasca"
-8.72350811116955,-0.0629887951324786,1.62839968189137,"AdamsBR3_17_12","Adams","Athabasca"
-8.04590151555394,-0.18143082557285,2.12686406256686,"AdamsBR3_17_13","Adams","Athabasca"
-8.71029162193973,-0.0936826819510136,1.94320471857468,"AdamsBR3_17_15","Adams","Athabasca"
-8.70757858409508,0.0527721480967124,1.89320143456805,"AdamsBR3_17_19","Adams","Athabasca"
-8.13883054110922,-0.269573408018887,2.0066048577062,"AdamsBR3_17_20","Adams","Athabasca"
-8.8229451460585,0.219404078891283,3.14276749249834,"AdamsBR3_17_22","Adams","Athabasca"
-8.64939555258329,-0.284646231689854,3.66272008898252,"AdamsBR3_17_24","Adams","Athabasca"
-8.52435602896239,0.096786588164739,1.51598635598143,"AdamsBR3_17_25","Adams","Athabasca"
-8.41631002949157,-0.287679317617947,2.46314880181511,"AdamsBR3_17_28","Adams","Athabasca"
-3.19872808978651,-13.6870936484488,2.72242422439125,"ARD_20_01","Arlee","Hatchery_CRT"
-2.90393294324582,-13.9272671005556,4.31301761580284,"ARD_20_02","Arlee","Hatchery_CRT"
-3.13006922373133,-14.6162900780432,3.36507197872108,"ARD_20_03","Arlee","Hatchery_CRT"
-3.40846963628935,-12.9097499901914,3.94565295385985,"ARD_20_05","Arlee","Hatchery_CRT"
-1.9814886657376,-12.4383467725312,3.35232328521672,"ARD_20_06","Arlee","Hatchery_CRT"
-3.47607304574662,-14.741925897136,3.87377111642411,"ARD_20_07","Arlee","Hatchery_CRT"
-3.6419119442429,-14.1403880499842,4.03530966726369,"ARD_20_10","Arlee","Hatchery_CRT"
-2.60561953431321,-14.4745484694496,3.79195966719375,"ARD_20_11","Arlee","Hatchery_CRT"
-2.47321800911619,-15.8592300749152,3.91040031951992,"ARD_20_12","Arlee","Hatchery_CRT"
-3.94198629829854,-12.4460452036462,3.15576976223229,"ARD_20_13","Arlee","Hatchery_CRT"
-2.3497653862474,-16.0060005702598,2.96325408402183,"ARD_20_14","Arlee","Hatchery_CRT"
-3.29812620321411,-13.5761651131664,3.68546327567088,"ARD_20_15","Arlee","Hatchery_CRT"
-3.42012729714313,-13.196527303163,2.64009775852921,"ARD_20_16","Arlee","Hatchery_CRT"
-2.31609054413791,-12.8987127296772,3.28525026296422,"ARD_20_17","Arlee","Hatchery_CRT"
-2.77461521634665,-15.1248099014391,2.99629404635541,"ARD_20_18","Arlee","Hatchery_CRT"
-3.38410320137326,-13.8019940929635,3.30057866967191,"ARD_20_20","Arlee","Hatchery_CRT"
-3.4724988369623,-13.8023095278883,4.30559859976926,"ARD_20_21","Arlee","Hatchery_CRT"
-3.84868032052483,-12.9657050111784,3.14852213082445,"ARD_20_22","Arlee","Hatchery_CRT"
-2.50224505396853,-12.3208921357039,3.87795683581235,"ARD_20_23","Arlee","Hatchery_CRT"
-2.33891749568676,-15.3273525684213,3.57581823448259,"ARD_20_24","Arlee","Hatchery_CRT"
-2.4563493556829,-15.2723565936294,4.04781920995048,"ARD_20_25","Arlee","Hatchery_CRT"
-2.39979290549272,-14.9954124328137,3.85778300234999,"ARD_20_26","Arlee","Hatchery_CRT"
-3.59341166247641,-13.4666312136536,3.42132663756838,"ARD_20_27","Arlee","Hatchery_CRT"
-3.55393768831888,-12.4407919034176,3.95215401366749,"ARD_20_28","Arlee","Hatchery_CRT"
-2.46241163312206,-15.753708737998,3.90915789559297,"ARD_20_29","Arlee","Hatchery_CRT"
-2.69345154599621,-13.6975787884528,3.28405461732194,"ARD_20_30","Arlee","Hatchery_CRT"
-3.38860587442554,-14.1285012830191,2.04184329574086,"ARD_20_31","Arlee","Hatchery_CRT"
-2.70034021200006,-14.9256005516208,3.89090880116963,"Arlee_06_04","Arlee","Hatchery_CRT"
-2.27866960273907,-12.746071105518,3.00584957792499,"Arlee_06_05","Arlee","Hatchery_CRT"
-2.36234019788059,-15.8283964595835,4.3896439328638,"Arlee_06_10","Arlee","Hatchery_CRT"
-2.92989509377483,-14.1993459329791,3.74527366987876,"Arlee_06_11","Arlee","Hatchery_CRT"
-3.43928004847456,-12.4638220959566,3.99191303758768,"Arlee_06_12","Arlee","Hatchery_CRT"
-2.66270323238532,-15.2707216567038,4.01814318446115,"Arlee_06_14","Arlee","Hatchery_CRT"
-3.57860415697438,-13.1367323317007,3.35626695635355,"Arlee_06_15","Arlee","Hatchery_CRT"
-3.46638899235947,-14.7258042059282,3.17016589191323,"Arlee_06_16","Arlee","Hatchery_CRT"
-2.59459302848115,-14.4126768395948,4.04047597625927,"Arlee_06_17","Arlee","Hatchery_CRT"
-1.44972023927723,-13.8887776895465,3.14749475918879,"Arlee_06_18","Arlee","Hatchery_CRT"
