"Axis1","Axis2","Axis3","sample_id","population","group"
-6.87250680338826,-71.8375987884994,46.2850267034643,"AdamsBR3_17_01","Adams","Athabasca"
-7.6429764200394,-76.7869717064197,50.2243600786679,"AdamsBR3_17_02","Adams","Athabasca"
-7.63475480190153,-75.4070617895789,47.2871468897291,"AdamsBR3_17_03","Adams","Athabasca"
-5.48191565250737,-68.2340188478775,43.7619025584915,"AdamsBR3_17_07","Adams","Athabasca"
-8.78083100036721,-77.2480921448893,50.7327366942929,"AdamsBR3_17_09","Adams","Athabasca"
-7.84597330727544,-73.9965957386904,48.0937321335774,"AdamsBR3_17_11","Adams","Athabasca"
-7.25396300858143,-76.3423162615989,49.966739492025,"AdamsBR3_17_12","Adams","Athabasca"
-6.92279981266056,-72.4372259624562,47.0327690462975,"AdamsBR3_17_13","Adams","Athabasca"
-8.31407364105007,-76.6581383971385,49.6697109965357,"AdamsBR3_17_15","Adams","Athabasca"
-8.64920388644889,-77.3924820352347,50.8268899993143,"AdamsBR3_17_19","Adams","Athabasca"
-6.22058885502556,-72.0102424553172,47.6561521219458,"AdamsBR3_17_20","Adams","Athabasca"
-7.61186553317228,-76.1755613156949,48.6766823777487,"AdamsBR3_17_22","Adams","Athabasca"
-8.5567844157733,-78.0690407500336,52.1112448319387,"AdamsBR3_17_24","Adams","Athabasca"
-7.78424206344489,-77.5600379289132,51.2474490206642,"AdamsBR3_17_25","Adams","Athabasca"
-7.25983501977249,-73.5751484387692,47.7751695179411,"AdamsBR3_17_28","Adams","Athabasca"
-129.331804562261,64.9258672713873,6.41559721250833,"ARD_20_01","Arlee","Hatchery_CRT"
-138.341981612761,68.7273232411315,7.93228886918299,"ARD_20_02","Arlee","Hatchery_CRT"
-127.49922610494,62.2913150181875,6.02292034661391,"ARD_20_03","Arlee","Hatchery_CRT"
-141.403690325611,69.7596047205297,9.63956582918306,"ARD_20_05","Arlee","Hatchery_CRT"
-115.815376906682,57.2374395720107,7.16213359474646,"ARD_20_06","Arlee","Hatchery_CRT"
-136.102093767376,67.6501405559985,8.29544238772503,"ARD_20_07","Arlee","Hatchery_CRT"
-137.093062699268,68.2773268228991,8.28210558947391,"ARD_20_10","Arlee","Hatchery_CRT"
-136.895716977305,67.493499323497,9.63595257607172,"ARD_20_11","Arlee","Hatchery_CRT"
-136.601518446261,67.3819291984725,8.00370034476897,"ARD_20_12","Arlee","Hatchery_CRT"
-140.669227428624,70.4662599787269,7.51441487607551,"ARD_20_13","Arlee","Hatchery_CRT"
-139.332630714776,67.8779579697545,8.58005091736458,"ARD_20_14","Arlee","Hatchery_CRT"
-133.562801466066,65.3891370364757,8.62855119683957,"ARD_20_15","Arlee","Hatchery_CRT"
