Sample_ID	CRT_admix	IRT_admix	RBT_admix	WCT_admix	YCT_admix
CallahanNF_22_24	0.132894	0.864765	0.997659	0.002331	0.00001
CallahanNF_22_25	0.19133	0.80865	0.99998	0.00001	0.00001
CallahanNF_22_26	0.177007	0.822973	0.99998	0.00001	0.00001
CallahanNF_22_27	0.039244	0.960736	0.99998	0.00001	0.00001
CallahanNF_22_28	0.148851	0.851129	0.99998	0.00001	0.00001
CallahanNF_22_29	0.173471	0.826509	0.99998	0.00001	0.00001
CallahanNF_22_30	0.155143	0.842814	0.997957	0.002034	0.00001
CallahanSF_22_01	0.1387	0.86128	0.99998	0.00001	0.00001
CallahanSF_22_02_1	0.099884	0.900096	0.99998	0.00001	0.00001
CallahanSF_22_02	0.099075	0.900905	0.99998	0.00001	0.00001
CallahanSF_22_03	0.108163	0.891816	0.999979	0.00001	0.000011
CallahanSF_22_04	0.149168	0.850812	0.99998	0.00001	0.00001
CallahanSF_22_05	0.090673	0.909307	0.99998	0.00001	0.00001
CallahanSF_22_06	0.158721	0.841259	0.99998	0.00001	0.00001
CallahanSF_22_07	0.08305	0.91693	0.99998	0.00001	0.00001
CallahanSF_22_08	0.105748	0.894232	0.99998	0.00001	0.00001
CallahanSF_22_09	0.062844	0.937136	0.99998	0.00001	0.00001
CallahanSF_22_10	0.080159	0.919821	0.99998	0.00001	0.00001
CallahanSF_22_11	0.132092	0.867888	0.99998	0.00001	0.00001
CallahanSF_22_12	0.081277	0.918703	0.99998	0.00001	0.00001
CallahanSF_22_13	0.132427	0.867553	0.99998	0.00001	0.00001
CallahanSF_22_14	0.120879	0.879101	0.99998	0.00001	0.00001
CallahanSF_22_15	0.112595	0.887385	0.99998	0.00001	0.00001
CallahanSF_22_16	0.10515	0.894828	0.999978	0.00001	0.000011
CallahanSF_22_17	0.078691	0.921289	0.99998	0.00001	0.00001
CallahanSF_22_18	0.107576	0.892404	0.99998	0.00001	0.00001
CallahanSF_22_19	0.092608	0.907372	0.99998	0.00001	0.00001
CallahanSF_22_20	0.131227	0.868753	0.99998	0.00001	0.00001
CallahanSF_22_21	0.064539	0.93544	0.999979	0.00001	0.00001
CallahanSF_22_23	0.18744	0.81254	0.99998	0.00001	0.00001
CallahanSF_22_24	0.104496	0.895484	0.99998	0.00001	0.00001
CallahanSF_22_25	0.120111	0.879869	0.99998	0.00001	0.00001
CallahanSF_22_26	0.098941	0.901039	0.99998	0.00001	0.00001
CallahanSF_22_27_1	0.146459	0.853521	0.99998	0.00001	0.00001
CallahanSF_22_27	0.145713	0.854267	0.99998	0.00001	0.00001
CallahanSF_22_28	0.088773	0.909729	0.998502	0.00001	0.001488
CallahanSF_22_29	0.13671	0.86327	0.99998	0.00001	0.00001
CallahanSF_22_30	0.068024	0.931956	0.99998	0.00001	0.00001
Cascade_03_524	0.00001	0.00001	0.00002	0.00001	0.99997
CedarCreek_20_001	0.853128	0.140098	0.993226	0.00001	0.006765
CedarCreek_20_001_R	0.850545	0.142999	0.993544	0.00001	0.006446
CedarCreek_20_002	0.862392	0.137586	0.999978	0.00001	0.000012
CedarCreek_20_003	0.854061	0.145918	0.999979	0.00001	0.000011
CedarCreek_20_004	0.851396	0.134451	0.985847	0.00001	0.014143
CedarCreek_20_005	0.890654	0.109324	0.999978	0.00001	0.000012
CedarCreek_20_006	0.860824	0.139153	0.999977	0.00001	0.000013
CedarCreek_20_007	0.865429	0.134549	0.999978	0.00001	0.000012
CedarCreek_20_008	0.849863	0.147132	0.996995	0.00001	0.002995
CedarCreek_20_009	0.870032	0.129946	0.999978	0.00001	0.000011
CedarCreek_20_010	0.863219	0.13676	0.999979	0.00001	0.000011
CedarCreek_20_011	0.840466	0.159512	0.999978	0.00001	0.000012
CedarCreek_20_012	0.831519	0.168459	0.999978	0.00001	0.000012
CedarCreek_20_013	0.826062	0.173917	0.999979	0.00001	0.000011
CedarCreek_20_014	0.850613	0.139539	0.990152	0.00001	0.009838
CedarCreek_20_015	0.852006	0.140572	0.992578	0.00001	0.007412
CedarCreek_20_016	0.874568	0.12541	0.999978	0.00001	0.000011
CedarCreek_20_017	0.852189	0.147789	0.999978	0.00001	0.000012
CedarCreek_20_018	0.840039	0.151179	0.991218	0.00001	0.008772
CedarCreek_20_019	0.873901	0.126077	0.999978	0.00001	0.000012
CedarCreek_20_020	0.864244	0.135734	0.999978	0.00001	0.000012
CedarCreek_20_021	0.866361	0.133619	0.99998	0.00001	0.00001
CedarCreek_20_022	0.833328	0.166651	0.999979	0.00001	0.000012
CedarCreek_20_023	0.843503	0.156476	0.999979	0.00001	0.000012
CedarCreek_20_024	0.858805	0.141174	0.999979	0.00001	0.000011
CedarCreek_20_025	0.863106	0.136872	0.999978	0.00001	0.000012
CedarCreek_20_026	0.873982	0.125996	0.999978	0.00001	0.000012
CedarCreek_20_027	0.845757	0.145789	0.991546	0.00001	0.008444
CedarCreek_20_028	0.824235	0.175743	0.999978	0.00001	0.000012
CedarCreek_20_030	0.844905	0.155073	0.999978	0.00001	0.000011
CedarCreek_20_031	0.867386	0.132592	0.999978	0.00001	0.000012
CedarCreek_20_032	0.840666	0.159312	0.999978	0.00001	0.000012
CedarCreek_20_033	0.850133	0.149845	0.999978	0.00001	0.000012
CedarCreek_20_034	0.848058	0.151921	0.999979	0.00001	0.000012
CedarCreek_20_035	0.83861	0.161369	0.999979	0.00001	0.000011
CedarCreek_20_036	0.817583	0.182395	0.999978	0.00001	0.000012
CedarCreek_20_037	0.835056	0.164922	0.999978	0.00001	0.000012
CedarCreek_20_038	0.849889	0.15009	0.999979	0.00001	0.000012
CedarCreek_20_039	0.850037	0.1413	0.991337	0.00001	0.008653
CedarCreek_20_040	0.870897	0.129082	0.999979	0.00001	0.000012
CedarCreek_20_041	0.850595	0.149384	0.999979	0.00001	0.000011
CedarCreek_20_042	0.846984	0.152994	0.999978	0.00001	0.000012
CedarCreek_20_043	0.845419	0.154559	0.999978	0.00001	0.000012
CedarCreek_20_044	0.852911	0.147067	0.999978	0.00001	0.000012
CedarCreek_20_045	0.840598	0.159227	0.999825	0.00001	0.000165
CedarCreek_20_046	0.871943	0.128035	0.999978	0.00001	0.000012
CedarCreek_20_047	0.85923	0.140748	0.999978	0.00001	0.000012
CedarCreek_20_048	0.832717	0.164385	0.997102	0.00001	0.002888
CedarCreek_20_049	0.865754	0.134225	0.999979	0.00001	0.000012
CedarCreek_20_050	0.830289	0.169689	0.999978	0.00001	0.000012
CedarCreek_20_051	0.859932	0.140047	0.999979	0.00001	0.000011
CedarCreek_20_052	0.793996	0.205983	0.999979	0.00001	0.00001
CedarCreek_20_053	0.831653	0.168326	0.999979	0.00001	0.000011
CedarCreek_20_054	0.845412	0.154566	0.999978	0.00001	0.000012
CedarCreek_20_055	0.860777	0.139201	0.999978	0.00001	0.000012
CedarCreek_20_056	0.833945	0.166034	0.999979	0.00001	0.000011
CedarCreek_20_057	0.839918	0.147968	0.987886	0.00001	0.012104
CedarCreek_20_058	0.844343	0.146355	0.990698	0.00001	0.009292
CedarCreek_20_059	0.863112	0.136867	0.999979	0.00001	0.000012
CedarCreek_20_060	0.867262	0.132717	0.999979	0.00001	0.000011
CedarCreek_20_061	0.465402	0.534576	0.999978	0.00001	0.000012
CedarCreek_20_062	0.854383	0.145596	0.999979	0.00001	0.000011
CedarCreek_20_063	0.60555	0.394429	0.999979	0.00001	0.000011
CedarCreek_20_064	0.737909	0.262069	0.999978	0.00001	0.000012
CedarCreek_20_065	0.587002	0.412977	0.999979	0.00001	0.000011
CedarCreek_20_066	0.583369	0.41661	0.999979	0.00001	0.000011
CedarCreek_20_067	0.616756	0.383223	0.999979	0.00001	0.00001
CedarCreek_20_068	0.552134	0.445001	0.997135	0.00001	0.002856
CedarCreek_20_069	0.638288	0.360857	0.999145	0.00001	0.000845
CedarCreek_20_070	0.590905	0.409073	0.999978	0.00001	0.000012
CedarCreek_20_071	0.656704	0.343275	0.999979	0.00001	0.000011
CedarCreek_20_072	0.553069	0.44691	0.999979	0.00001	0.000011
CedarCreek_20_073	0.833782	0.166196	0.999978	0.00001	0.000012
CedarCreek_20_074	0.768285	0.231693	0.999978	0.00001	0.000011
CedarCreek_20_075	0.738162	0.261818	0.99998	0.00001	0.00001
CedarCreek_20_076	0.719977	0.27982	0.999797	0.00001	0.000193
CedarCreek_20_077	0.654596	0.341391	0.995987	0.00001	0.004003
CedarCreek_20_078	0.724088	0.275156	0.999244	0.00001	0.000746
CedarCreek_20_079	0.592295	0.407684	0.999979	0.00001	0.000012
CedarCreek_20_080	0.704721	0.295257	0.999978	0.00001	0.000012
CedarCreek_20_081	0.583231	0.416748	0.999979	0.00001	0.000011
CedarCreek_20_082	0.621805	0.378173	0.999978	0.00001	0.000011
CedarCreek_20_083	0.824103	0.175875	0.999978	0.00001	0.000012
CedarCreek_20_084	0.56177	0.438209	0.999979	0.00001	0.000011
CedarCreek_20_085	0.640486	0.357053	0.997539	0.00001	0.002451
CedarCreek_20_086	0.670256	0.326813	0.997069	0.00001	0.002921
CedarCreek_20_087	0.5299	0.465852	0.995752	0.00001	0.004238
CedarCreek_20_088	0.724671	0.274109	0.99878	0.00001	0.00121
CedarCreek_20_089	0.675886	0.324092	0.999978	0.00001	0.000012
CedarCreek_20_090	0.692092	0.307887	0.999979	0.00001	0.000012
CedarCreek_20_091	0.509666	0.490313	0.999979	0.00001	0.00001
CedarCreek_20_092	0.289771	0.708254	0.998025	0.001358	0.000616
CedarCreek_20_093	0.444983	0.550785	0.995768	0.00001	0.004222
CedarCreek_20_094	0.411613	0.585241	0.996854	0.003135	0.00001
CedarCreek_20_094_R	0.406952	0.589811	0.996763	0.003227	0.00001
CedarCreek_20_095	0.35259	0.64739	0.99998	0.00001	0.00001
CedarCreek_20_096	0.397548	0.602431	0.999979	0.00001	0.00001
CedarCreek_20_097	0.363204	0.636776	0.99998	0.00001	0.00001
CedarCreek_20_098	0.375156	0.620191	0.995347	0.004048	0.000604
CedarCreek_20_099	0.384672	0.615308	0.99998	0.00001	0.00001
CedarCreek_20_100	0.479511	0.520469	0.99998	0.00001	0.00001
CedarCreek_20_101	0.336834	0.663146	0.99998	0.00001	0.00001
CedarCreek_20_102	0.405826	0.594153	0.999979	0.00001	0.00001
CedarCreek_20_103	0.495879	0.50039	0.996269	0.003722	0.00001
CedarCreek_20_104	0.414376	0.585604	0.99998	0.00001	0.00001
CedarCreek_20_105	0.472571	0.526309	0.99888	0.00111	0.00001
CedarCreek_20_106	0.594428	0.40555	0.999978	0.00001	0.000012
CedarCreek_20_107	0.413593	0.585154	0.998747	0.001242	0.00001
CedarCreek_20_108	0.357459	0.642521	0.99998	0.00001	0.00001
CedarCreek_20_109	0.513485	0.486495	0.99998	0.00001	0.00001
CedarCreek_20_110	0.384578	0.615401	0.999979	0.00001	0.000011
CedarCreek_20_111	0.412849	0.580667	0.993516	0.006474	0.00001
CedarCreek_20_112	0.473306	0.523741	0.997047	0.002944	0.00001
CedarCreek_20_113	0.374448	0.625532	0.99998	0.00001	0.00001
CedarCreek_20_114	0.364366	0.635614	0.99998	0.00001	0.00001
CedarCreek_20_115	0.423326	0.576654	0.99998	0.00001	0.00001
CedarCreek_20_116	0.519388	0.478532	0.99792	0.00207	0.00001
CedarCreek_20_117	0.430792	0.569188	0.99998	0.00001	0.00001
CedarCreek_20_118	0.404188	0.595792	0.99998	0.00001	0.00001
CedarCreek_20_119	0.486426	0.510443	0.996869	0.003121	0.00001
CedarCreek_20_120	0.392686	0.604447	0.997133	0.000806	0.002061
CFE_20_03	0.956202	0.031958	0.98816	0.003926	0.007913
CFE_20_15	0.965504	0.033551	0.999055	0.000934	0.00001
CFE_20_20	0.95744	0.033372	0.990812	0.009177	0.00001
CFE_20_21	0.977762	0.014039	0.991801	0.008189	0.00001
CFE_20_27	0.982187	0.015646	0.997833	0.002157	0.00001
CH_19_1130	0.284007	0.715973	0.99998	0.00001	0.00001
CHA41_22_03	0.216037	0.783943	0.99998	0.00001	0.00001
CHA41_22_08	0.307008	0.692971	0.999979	0.00001	0.000011
CHA41_22_09	0.244756	0.755223	0.999979	0.00001	0.000011
CHA41_22_10	0.243318	0.756662	0.99998	0.00001	0.00001
Chippy_20_542	0.223134	0.004037	0.227171	0.772819	0.00001
Chippy_20_573	0.553287	0.017244	0.570531	0.429459	0.00001
Chippy_20_577	0.249157	0.01232	0.261477	0.738514	0.00001
Chippy_20_596	0.206354	0.010635	0.216989	0.782309	0.000702
CO_18_0710	0.21437	0.785608	0.999978	0.00001	0.000012
CO_19_1124	0.281718	0.718261	0.999979	0.00001	0.000011
CodyMid_21_01	0.999967	0.000011	0.999978	0.00001	0.000011
CodyMid_21_02	0.999969	0.000011	0.99998	0.00001	0.00001
CodyMid_21_03	0.999968	0.000011	0.999979	0.00001	0.000011
CodyMid_21_04	0.993806	0.00001	0.993816	0.001104	0.00508
CodyMid_21_05	0.999969	0.000011	0.99998	0.00001	0.00001
CodyMid_21_07	0.999969	0.000011	0.99998	0.00001	0.00001
CodyMid_21_08	0.999968	0.000011	0.999979	0.00001	0.000011
CodyMid_21_09	0.999905	0.00001	0.999915	0.000075	0.00001
CodyMid_21_10	0.999744	0.00001	0.999754	0.00001	0.000235
CodyMid_21_11	0.999969	0.000011	0.99998	0.00001	0.00001
CR2	0.358502	0.641478	0.99998	0.00001	0.00001
CR_NA_01	0.316705	0.683275	0.99998	0.00001	0.00001
CR_NA_02	0.347694	0.652286	0.99998	0.00001	0.00001
Crooked_16_13	0.00001	0.00001	0.00002	0.00001	0.99997
Crooked_16_42	0.00001	0.00001	0.00002	0.00001	0.99997
D107_14_05	0.000011	0.999969	0.99998	0.00001	0.00001
D107_14_06	0.000011	0.999969	0.99998	0.00001	0.00001
D107_14_07	0.000011	0.999969	0.99998	0.00001	0.00001
D107_14_08	0.000011	0.999969	0.99998	0.00001	0.00001
D107_14_09	0.000011	0.999969	0.99998	0.00001	0.00001
D107_14_11	0.000011	0.999969	0.99998	0.00001	0.00001
D107_14_16	0.000011	0.999969	0.99998	0.00001	0.00001
D107_14_17	0.000011	0.999969	0.99998	0.00001	0.00001
D107_14_18	0.000011	0.999969	0.99998	0.00001	0.00001
D107_14_19	0.000011	0.999969	0.99998	0.00001	0.00001
D107_14_21	0.000011	0.999969	0.99998	0.00001	0.00001
D107_14_22	0.000011	0.999969	0.99998	0.00001	0.00001
D107_14_24	0.000011	0.999969	0.99998	0.00001	0.00001
D126_14_02	0.000011	0.999969	0.99998	0.00001	0.00001
D126_14_04	0.000011	0.999969	0.99998	0.00001	0.00001
D126_14_09	0.000011	0.999969	0.99998	0.00001	0.00001
D129_14_01	0.000011	0.999969	0.99998	0.00001	0.00001
D129_14_02	0.000011	0.999969	0.99998	0.00001	0.00001
Dam_11_03	0.317643	0.677502	0.995145	0.004845	0.00001
Dam_11_04	0.806304	0.188452	0.994756	0.005234	0.00001
Dam_11_05	0.783532	0.214738	0.99827	0.00172	0.00001
Dam_11_06	0.831179	0.167333	0.998512	0.001478	0.00001
Dam_11_07	0.816026	0.179449	0.995475	0.004516	0.00001
Dam_11_09	0.798558	0.198625	0.997183	0.002807	0.00001
Dam_11_10	0.860847	0.131153	0.992	0.003815	0.004185
Dam_11_11	0.783451	0.216529	0.99998	0.00001	0.00001
Dam_11_12	0.860962	0.136998	0.99796	0.00203	0.00001
Dam_11_13	0.810445	0.189535	0.99998	0.00001	0.00001
Dam_11_14	0.608677	0.376528	0.985205	0.014785	0.00001
Dam_11_15	0.790019	0.203274	0.993293	0.006697	0.00001
Dam_11_16	0.37546	0.430763	0.806223	0.193766	0.00001
Dam_11_17	0.844693	0.144827	0.98952	0.00001	0.01047
Dam_11_19	0.700665	0.297535	0.9982	0.00179	0.00001
Dam_11_20	0.863679	0.1363	0.999979	0.00001	0.000011
Dam_11_21	0.806815	0.189258	0.996073	0.00001	0.003917
Dam_11_22	0.823578	0.169739	0.993317	0.006673	0.00001
Dam_11_23	0.753019	0.246961	0.99998	0.00001	0.00001
Dam_11_24	0.803432	0.1956	0.999032	0.000958	0.00001
Dam_11_25	0.853629	0.146351	0.99998	0.00001	0.00001
Dam_11_26	0.72278	0.269051	0.991831	0.008159	0.00001
Dam_11_27	0.786209	0.213171	0.99938	0.00061	0.00001
Dam_11_28	0.803204	0.185013	0.988217	0.011772	0.00001
Dam_11_29	0.770052	0.229928	0.99998	0.00001	0.00001
DeathC_04_284	0.00001	0.00001	0.00002	0.00001	0.99997
Deep_20_07	0.000012	0.00001	0.000022	0.999967	0.000011
DocUWH06_22_03	0.001152	0.998828	0.99998	0.00001	0.00001
DocUWH06_22_05	0.000011	0.999969	0.99998	0.00001	0.00001
DocUWH06_22_06	0.001209	0.998771	0.99998	0.00001	0.00001
DocUWH10_22_36	0.000011	0.999969	0.99998	0.00001	0.00001
DocUWH10_22_37	0.000011	0.999969	0.99998	0.00001	0.00001
DocW84_12_01	0.000011	0.999969	0.99998	0.00001	0.00001
DocW84_12_02	0.004741	0.995239	0.99998	0.00001	0.00001
DocW84_12_03	0.00001	0.99997	0.99998	0.00001	0.00001
DocW84_12_04	0.002058	0.997922	0.99998	0.00001	0.00001
Dunn_11_003	0.778341	0.220229	0.99857	0.00142	0.00001
Dunn_11_004	0.815991	0.179149	0.99514	0.00485	0.00001
Dunn_11_006	0.780727	0.21072	0.991447	0.008543	0.00001
Dunn_11_009	0.794476	0.202936	0.997412	0.002577	0.00001
Dunn_11_011	0.774992	0.22064	0.995632	0.004358	0.00001
Dunn_11_012	0.779352	0.218261	0.997613	0.002377	0.00001
Dunn_11_013	0.543625	0.186056	0.729681	0.27031	0.00001
Dunn_11_016	0.779293	0.218456	0.997749	0.002241	0.00001
Dunn_11_022	0.738924	0.256515	0.995439	0.004551	0.00001
Dunn_11_025	0.762685	0.234704	0.997389	0.002601	0.00001
Dunn_11_026	0.740048	0.254844	0.994892	0.005097	0.00001
Dunn_11_027	0.771887	0.217182	0.989069	0.010922	0.00001
Dunn_11_028	0.640562	0.262021	0.902583	0.097407	0.00001
Dunn_11_029	0.789828	0.203432	0.99326	0.006731	0.00001
Dunn_11_030	0.753956	0.243732	0.997688	0.002301	0.00001
Dunn_11_031	0.565756	0.223972	0.789728	0.210262	0.00001
Dunn_11_032	0.763599	0.226086	0.989685	0.010305	0.00001
EC1_21_04	0.000011	0.999969	0.99998	0.00001	0.00001
EC1_21_39	0.000011	0.999969	0.99998	0.00001	0.00001
EC1_21_40	0.00001	0.99997	0.99998	0.00001	0.00001
EC1_21_41	0.000011	0.999969	0.99998	0.00001	0.00001
EC1_21_50	0.000011	0.999969	0.99998	0.00001	0.00001
EC1_21_51	0.000011	0.999969	0.99998	0.00001	0.00001
EC1_21_52	0.000011	0.999969	0.99998	0.00001	0.00001
EC1_21_53	0.000011	0.999969	0.99998	0.00001	0.00001
EC1_21_65	0.000011	0.999969	0.99998	0.00001	0.00001
EC1_21_88	0.000011	0.999969	0.99998	0.00001	0.00001
EC2_21_05	0.000011	0.999969	0.99998	0.00001	0.00001
EC2_21_25	0.000011	0.999969	0.99998	0.00001	0.00001
EC2_21_27	0.000011	0.999969	0.99998	0.00001	0.00001
EC2_21_35	0.000011	0.999969	0.99998	0.00001	0.00001
EForkYaak_20_001	0.000011	0.999969	0.99998	0.00001	0.00001
EForkYaak_20_002	0.000011	0.999969	0.99998	0.00001	0.00001
EForkYaak_20_003	0.000011	0.998236	0.998247	0.001744	0.00001
EForkYaak_20_004	0.000011	0.999969	0.99998	0.00001	0.00001
EForkYaak_20_005	0.000011	0.999969	0.99998	0.00001	0.00001
EForkYaak_20_006	0.000011	0.999969	0.99998	0.00001	0.00001
EForkYaak_20_007	0.000011	0.999969	0.99998	0.00001	0.00001
EForkYaak_20_008	0.000011	0.819706	0.819717	0.180273	0.00001
EForkYaak_20_009	0.000012	0.994926	0.994938	0.005053	0.00001
EForkYaak_20_010	0.000012	0.999968	0.99998	0.00001	0.00001
EForkYaak_20_011	0.000011	0.873717	0.873728	0.126262	0.00001
EForkYaak_20_012	0.000011	0.994159	0.99417	0.00582	0.00001
EForkYaak_20_013	0.000011	0.999969	0.99998	0.00001	0.00001
EForkYaak_20_014	0.000011	0.999969	0.99998	0.00001	0.00001
EForkYaak_20_015	0.000011	0.999969	0.99998	0.00001	0.00001
EForkYaak_20_016	0.000011	0.999969	0.99998	0.00001	0.00001
EForkYaak_20_017	0.000012	0.999968	0.99998	0.00001	0.00001
EForkYaak_20_018	0.000011	0.999969	0.99998	0.00001	0.00001
EForkYaak_20_019	0.000012	0.999968	0.99998	0.00001	0.00001
EForkYaak_20_020	0.000011	0.991467	0.991478	0.008512	0.00001
EForkYaak_20_021	0.000011	0.999969	0.99998	0.00001	0.00001
EForkYaak_20_022	0.000013	0.999967	0.99998	0.00001	0.00001
EForkYaak_20_023	0.000012	0.995429	0.995441	0.00455	0.00001
EForkYaak_20_024	0.000011	0.992725	0.992736	0.007254	0.00001
EForkYaak_20_025	0.000011	0.988779	0.98879	0.0112	0.00001
EForkYaak_20_026	0.000011	0.994386	0.994397	0.005593	0.00001
EForkYaak_20_027	0.000011	0.999969	0.99998	0.00001	0.00001
EForkYaak_20_028	0.000011	0.937607	0.937618	0.062372	0.00001
EForkYaak_20_029	0.00001	0.99997	0.99998	0.00001	0.00001
EForkYaak_20_030	0.000011	0.999969	0.99998	0.00001	0.00001
EForkYaak_20_031	0.000011	0.999969	0.99998	0.00001	0.00001
EForkYaak_20_032	0.000011	0.999969	0.99998	0.00001	0.00001
EForkYaak_20_033	0.000012	0.999969	0.999981	0.00001	0.00001
EForkYaak_20_034	0.000011	0.989497	0.989508	0.010482	0.00001
EForkYaak_20_035	0.000012	0.999524	0.999536	0.000455	0.00001
EForkYaak_20_036	0.000012	0.999968	0.99998	0.00001	0.00001
EForkYaak_20_037	0.000011	0.999969	0.99998	0.00001	0.00001
EForkYaak_20_038	0.000012	0.999968	0.99998	0.00001	0.00001
EForkYaak_20_039	0.000011	0.999969	0.99998	0.00001	0.00001
EForkYaak_20_040	0.000012	0.999968	0.99998	0.00001	0.00001
EForkYaak_20_041	0.000012	0.999968	0.99998	0.00001	0.00001
EForkYaak_20_042	0.000011	0.919029	0.91904	0.08095	0.00001
EForkYaak_20_043	0.00001	0.99997	0.99998	0.00001	0.00001
EForkYaak_20_044	0.000011	0.986649	0.98666	0.013331	0.00001
EForkYaak_20_045	0.000011	0.999969	0.99998	0.00001	0.00001
EForkYaak_20_046	0.000011	0.999969	0.99998	0.00001	0.00001
EForkYaak_20_047	0.000011	0.999969	0.99998	0.00001	0.00001
EForkYaak_20_048	0.000012	0.999968	0.99998	0.00001	0.00001
EForkYaak_20_049	0.000011	0.999969	0.99998	0.00001	0.00001
EForkYaak_20_050	0.000011	0.845182	0.845193	0.154797	0.00001
EForkYaak_20_051	0.000011	0.999969	0.99998	0.00001	0.00001
EForkYaak_20_052	0.000011	0.999969	0.99998	0.00001	0.00001
EForkYaak_20_053	0.00001	0.981805	0.981815	0.018175	0.00001
EForkYaak_20_054	0.000011	0.999969	0.99998	0.00001	0.00001
EForkYaak_20_055	0.000011	0.986062	0.986073	0.013917	0.00001
EForkYaak_20_056	0.000012	0.997669	0.997681	0.002309	0.00001
EForkYaak_20_057	0.000011	0.997722	0.997733	0.002257	0.00001
EForkYaak_20_058	0.000012	0.999968	0.99998	0.00001	0.00001
EForkYaak_20_059	0.000011	0.999969	0.99998	0.00001	0.00001
EForkYaak_20_060	0.000011	0.880858	0.880869	0.119121	0.00001
EForkYaak_20_061	0.000012	0.999968	0.99998	0.00001	0.00001
EForkYaak_20_062	0.00057	0.99941	0.99998	0.00001	0.00001
EForkYaak_20_063	0.000012	0.993975	0.993987	0.006003	0.00001
EForkYaak_20_064	0.000011	0.999969	0.99998	0.00001	0.00001
EForkYaak_20_065	0.000011	0.848085	0.848096	0.151894	0.00001
EForkYaak_20_066	0.00001	0.992493	0.992503	0.007487	0.00001
EForkYaak_20_067	0.000011	0.999969	0.99998	0.00001	0.00001
EForkYaak_20_068	0.000012	0.999968	0.99998	0.00001	0.00001
EForkYaak_20_069	0.000011	0.797433	0.797444	0.202546	0.00001
EForkYaak_20_070	0.000011	0.999969	0.99998	0.00001	0.00001
EForkYaak_20_071	0.000011	0.999969	0.99998	0.00001	0.00001
EForkYaak_20_072	0.000011	0.994162	0.994173	0.005817	0.00001
EForkYaak_20_073	0.000012	0.999968	0.99998	0.00001	0.00001
EForkYaak_20_074	0.000012	0.999968	0.99998	0.00001	0.00001
EForkYaak_20_075	0.000011	0.999969	0.99998	0.00001	0.00001
EForkYaak_20_076	0.000011	0.999969	0.99998	0.00001	0.00001
EForkYaak_20_077	0.000011	0.999969	0.99998	0.00001	0.00001
EForkYaak_20_078	0.000011	0.999969	0.99998	0.00001	0.00001
EForkYaak_20_079	0.000012	0.998668	0.99868	0.00131	0.00001
EForkYaak_20_080	0.000011	0.999969	0.99998	0.00001	0.00001
EForkYaak_20_081	0.000011	0.999969	0.99998	0.00001	0.00001
EForkYaak_20_082	0.000011	0.999969	0.99998	0.00001	0.00001
EForkYaak_20_083	0.000012	0.999968	0.99998	0.00001	0.00001
EForkYaak_20_084	0.000011	0.999969	0.99998	0.00001	0.00001
EForkYaak_20_085	0.000011	0.999969	0.99998	0.00001	0.00001
EForkYaak_20_086	0.000011	0.999969	0.99998	0.00001	0.00001
EForkYaak_20_087	0.000011	0.982669	0.98268	0.017311	0.00001
EForkYaak_20_088	0.000012	0.999968	0.99998	0.00001	0.00001
EForkYaak_20_089	0.000011	0.999969	0.99998	0.00001	0.00001
EForkYaak_20_090	0.000011	0.999969	0.99998	0.00001	0.00001
EForkYaak_20_091	0.000011	0.999969	0.99998	0.00001	0.00001
EForkYaak_20_092	0.000011	0.83261	0.832621	0.167369	0.00001
EForkYaak_20_093	0.000011	0.999969	0.99998	0.00001	0.00001
EForkYaak_20_094	0.000011	0.999969	0.99998	0.00001	0.00001
EForkYaak_20_095	0.000011	0.860812	0.860823	0.139167	0.00001
EForkYaak_20_096	0.000011	0.999969	0.99998	0.00001	0.00001
EForkYaak_20_097	0.000011	0.999969	0.99998	0.00001	0.00001
EForkYaak_20_098	0.000011	0.999969	0.99998	0.00001	0.00001
EForkYaak_20_099	0.000011	0.999969	0.99998	0.00001	0.00001
EForkYaak_20_100	0.000011	0.998601	0.998612	0.001378	0.00001
EForkYaak_20_101	0.000011	0.9914	0.991411	0.008579	0.00001
EFYaak17_275_09	0.000011	0.999969	0.99998	0.00001	0.00001
EFYaak17_275_10	0.000011	0.999969	0.99998	0.00001	0.00001
EFYaak17_275_11	0.000012	0.999968	0.99998	0.00001	0.00001
EFYaak17_275_13	0.000011	0.999969	0.99998	0.00001	0.00001
EFYaak_17_275	0.000012	0.999968	0.99998	0.00001	0.00001
EFYaak_20_085	0.000011	0.999968	0.999979	0.00001	0.000011
EFYaak_21_001	0.000011	0.92328	0.923291	0.076699	0.00001
EFYaak_21_002	0.000011	0.999338	0.999349	0.000641	0.00001
EFYaak_21_003	0.000011	0.997747	0.997758	0.002232	0.00001
EFYaak_21_004	0.000012	0.999968	0.99998	0.00001	0.00001
EFYaak_21_005	0.000011	0.999969	0.99998	0.00001	0.00001
EFYaak_21_006	0.000011	0.995007	0.995018	0.004972	0.00001
EFYaak_21_007	0.000012	0.999968	0.99998	0.00001	0.00001
EFYaak_21_008	0.000011	0.998086	0.998097	0.001893	0.00001
EFYaak_21_009	0.000011	0.893003	0.893014	0.106976	0.00001
EFYaak_21_010	0.000011	0.999969	0.99998	0.00001	0.00001
EFYaak_21_011	0.000011	0.999969	0.99998	0.00001	0.00001
EFYaak_21_012	0.000011	0.987895	0.987906	0.012084	0.00001
EFYaak_21_013	0.000011	0.999969	0.99998	0.00001	0.00001
