Sample_ID	Heterozygosity
Abbot_20_01	0.007188894397620228
Abbot_20_03	0.004341864716636197
Abbot_20_26	0.0023089355806972986
AdamsBR3_17_01	0.00021034917963819942
AdamsBR3_17_02	0.0010066438494060802
AdamsBR3_17_03	0.001213837750354036
AdamsBR3_17_07	0.0
AdamsBR3_17_09	0.0012016823552974164
AdamsBR3_17_11	0.0
AdamsBR3_17_12	0.0008019246190858059
AdamsBR3_17_13	0.0010647359454855196
AdamsBR3_17_15	0.0012033694344163659
AdamsBR3_17_19	0.00060156406657309
AdamsBR3_17_20	0.0008501594048884166
AdamsBR3_17_22	0.0006024096385542169
AdamsBR3_17_24	0.0014036494886705434
AdamsBR3_17_25	0.0006022886970487854
AdamsBR3_17_28	0.0004015257980325236
ARD_20_01	0.0008932559178204555
ARD_20_02	0.0006315789473684211
ARD_20_03	0.000437636761487965
ARD_20_05	0.0006306495690561278
ARD_20_06	0.0007518796992481203
ARD_20_07	0.0
ARD_20_10	0.0010566356720202875
ARD_20_11	0.0006400682739492212
ARD_20_12	0.00021263023601956197
ARD_20_13	0.0010575296108291032
ARD_20_14	0.0008421052631578948
ARD_20_15	0.00042265426880811494
ARD_20_16	0.0012618296529968455
ARD_20_17	0.00024912805181863477
ARD_20_18	0.0002183406113537118
ARD_20_20	0.0004348771472059143
ARD_20_21	0.00045599635202918376
ARD_20_22	0.0006327778949588694
ARD_20_23	0.0002149151085321298
ARD_20_24	0.0006586169045005489
ARD_20_25	0.00021872265966754156
ARD_20_26	0.00044933722758930576
ARD_20_27	0.0010508617065994115
ARD_20_28	0.00045454545454545455
ARD_20_29	0.0010879025239338555
ARD_20_30	0.0006297229219143577
ARD_20_31	0.0004288164665523156
Arlee_06_04	0.0004248088360237893
Arlee_06_05	0.0004922471080482402
Arlee_06_10	0.00021312872975277067
Arlee_06_11	0.00021838829438742082
Arlee_06_12	0.0004450378282153983
Arlee_06_14	0.00023337222870478414
Arlee_06_15	0.000661521499448732
Arlee_06_16	0.0006578947368421052
Arlee_06_17	0.0008684324793747286
Arlee_06_18	0.0007083825265643448
Arlee_06_19	0.000866738894907909
Arlee_06_20	0.0010690613641223007
Arlee_06_21	0.0006451612903225806
Arlee_06_22	0.001126887536623845
Arlee_06_23	0.000663129973474801
Arlee_06_24	0.00045578851412944393
Arlee_08_02	0.0
Arlee_08_07	0.00045662100456621003
Arlee_08_08	0.00043591979075850045
Arlee_08_09	0.0004318721658389117
Arlee_08_11	0.00023640661938534278
Arlee_08_13	0.0013783597518952446
Arlee_08_14	0.0004724781478856603
Arlee_08_16	0.0004679457182966776
Arlee_08_18	0.00022153300841825432
Arlee_08_20	0.00021528525296017224
Arlee_BY21_01_1	0.00045320643553138455
Arlee_BY21_01	0.00021829294913774285
Arlee_BY21_02	0.0006594856012310398
Arlee_BY21_03	0.0002304147465437788
Arlee_BY21_04	0.0005408328826392645
Arlee_BY21_05	0.0010895619960775767
Arlee_BY21_06	0.0002205071664829107
Arlee_BY21_07	0.0002147766323024055
ArleeBY_21_07	0.00020483408439164277
Arlee_BY21_08	0.0002353494939985879
Arlee_BY21_09	0.000635862653666808
Arlee_BY21_10	0.0
Arlee_BY21_13	0.00023917723032767282
Arlee_BY21_15	0.0008814455707360071
Arlee_BY21_17	0.00021696680407897592
Arlee_BY21_18	0.0005537098560354374
Arlee_BY21_19	0.0
Arlee_BY21_20	0.0008789277081960009
Arlee_BY21_21	0.0
Arlee_BY21_22	0.00044434570095534326
Arlee_BY21_23	0.0
Arlee_BY21_24	0.00022920009168003668
Arlee_BY21_25	0.0006475285991797971
Arlee_BY21_27	0.0004514672686230248
Arlee_BY21_29	0.0004968944099378882
Arlee_BY21_30	0.00022376370552696352
AT_AB_0228	0.0008303923603902845
AT_AT_0003	0.0
AT_BB_0001	0.0004020908725371934
AuburnFH_14_23	0.0
AuburnFH_14_24	0.0
AuburnFH_14_25	0.0
AuburnFH_14_26	0.0
AuburnFH_14_43	0.0
AuburnFH_14_44	0.0
AuburnFH_14_45	0.0
AuburnFH_14_46	0.0
B10_21_17	0.0010105092966855296
Baree_17_121	0.09580838323353294
Baree_17_122	0.12101769911504424
Baree_17_123	0.06285003111387678
Baree_17_124	0.10606060606060606
Baree_17_125	0.11878510505512793
Baree_17_126	0.003205813207950417
Baree_17_128	0.04005370328932647
Baree_17_129	0.005533920885427342
Baree_17_130	0.08002443494196701
Baree_17_131	0.09506172839506173
Baree_17_132	0.09918563374399667
Baree_17_133	0.04143126177024482
Baree_17_134	0.03508407722648951
Baree_17_135	0.00024437927663734115
Baree_17_136	0.0245884559283184
Baree_17_137	0.051939792240831034
Baree_17_138	0.13968586387434556
Baree_17_139	0.0820911190426202
Baree_17_140	0.008977759640889614
Baree_17_141	0.11521547933157432
Baree_17_142	0.03717232488182209
Baree_17_143	0.027419732833372394
Baree_17_144	0.04227129337539432
Baree_17_145	0.0017586282699494395
Baree_17_146	0.012462397937258273
Baree_17_147	0.11823700184745316
Baree_17_149	0.006870705808869456
Baree_17_150	0.03564608529598982
BC1_23_01	0.0
BC2_23_01	0.00040716612377850165
BC2_23_02	0.0012055455093429777
BC2_23_04	0.0008576329331046312
BC3_23_01	0.0008116883116883117
BC3_23_02	0.00020296326364927948
BCC1_23_01	0.0008215239268843705
BCC1_23_03	0.001274426508071368
Bear_17_184	0.00806845965770171
Bear_17_200	0.005360055931018411
Bear_17_201	0.002056555269922879
Bear_17_202	0.0006111224281931147
Bear_17_203	0.0
Bear_17_205	0.005521472392638037
Bear_17_208	0.0019193857965451055
Bear_17_209	0.0037429819089207735
Bear_17_210	0.0002069108214359611
Bear_21_001	0.02640666260410319
Bear_21_002	0.004819277108433735
Bear_21_003	0.008226324237560192
Bear_21_004	0.024302068688491666
Bear_21_005	0.013250351335073279
Bear_21_006	0.0028919644701507954
Bear_21_007	0.01424272818455366
Bear_21_008	0.005822124071471592
Bear_21_009	0.011247238401285399
Bear_21_010	0.006607929515418502
Bear_21_011	0.011050833835643962
Bear_21_013	0.003812199036918138
Bear_21_014	0.014197389512250974
Bear_21_015	0.011169780666125102
Bear_21_016	0.004219409282700422
Bear_21_017	0.02722323049001815
Bear_21_018	0.015261044176706828
Bear_21_019	0.002223569840307257
Bear_21_021	0.012861736334405145
Bear_21_022	0.007043670758703964
Bear_21_023	0.008822939643071986
Bear_21_024	0.009403107113654947
Bear_21_026	0.01221001221001221
Bear_21_027	0.006619859578736209
Bear_21_028	0.007425245835841862
Bear_21_029	0.007758268681094325
Bear_21_030	0.0016028851933480265
Bear_21_031	0.01896308250958241
Bear_21_032	0.010841196546878137
Bear_21_033	0.009671569615152125
Bear_21_034	0.015991902834008098
Bear_21_035	0.008449004224502113
Bear_21_036	0.010606363818290974
Bear_21_037	0.009300444803881924
Bear_21_038	0.009878100042034469
Bear_21_039_1	0.008617234468937876
Bear_21_039	0.007181719260065288
Bear_21_040	0.016824395373291272
Bear_21_041	0.026067776218167235
Bear_21_042	0.01444332998996991
Bear_21_043	0.0010022048506714773
Bear_21_044	0.01828410689170183
Bear_21_045	0.01268371250251661
Bear_21_046	0.010741582317702954
Bear_21_047	0.015042117930204572
Bear_21_048	0.007729861676159479
Bear_21_049	0.014829659318637275
Bear_21_050	0.011845011041959445
Bear_21_051	0.0069274653626731865
Bear_21_052	0.00853658536585366
Bear_21_053	0.00504133897963299
Bear_21_054	0.012987012987012988
Bear_21_055	0.009487283003633428
Bear_21_056	0.026511347660172727
Bear_21_057	0.00404122044857547
Bear_21_058	0.020212331563903636
Bear_21_061	0.0034109149277688606
Bear_21_062	0.00511770726714432
Bear_21_063	0.006643046944198406
Bear_21_064	0.007231820008035355
Bear_21_065	0.005062778452814905
Bear_21_066	0.00989078920255512
Bear_21_067	0.007658202337767029
Bear_21_068	0.022168480451430876
Bear_21_069	0.011939069575957185
Bear_21_070	0.012062972807196893
Bear_21_071	0.020374220374220375
Bear_21_072	0.0013123359580052493
Bear_21_073	0.014868394615230058
Bear_21_074	0.004453870625662778
Bear_21_075	0.016187778227438283
Bear_21_076	0.008026030368763558
Bear_21_077	0.013704151551793631
Bear_21_078	0.01136594276435965
Bear_21_079	0.0012167917258162643
Bear_21_080	0.01631091421667338
Bear_21_081	0.0038053274584418186
Bear_21_083	0.006041079339508659
Bear_21_084	0.0071912013536379014
Bear_21_086	0.013039117352056168
Bear_21_087	0.008824709185720016
Bear_21_088	0.0006455777921239509
Bear_21_089	0.018086816720257234
Bear_21_090	0.0167080605102732
Bear_21_091	0.005428226779252111
Bear_21_092	0.021071115013169446
Bear_21_094	0.00167259042441982
Bear_21_095	0.008830022075055188
Bear_21_096	0.010531032937485996
Bear_21_097	0.004418557943362121
Bear_21_098	0.011717932621887424
Bear_21_099	0.012045773940975708
Bear_21_100	0.0010640561821664183
Bear_21_101	0.013942210547585371
Bear_21_102	0.01826209110977323
Bear_21_103	0.032474122183884714
Bear_24_001	0.0036072144288577155
Bear_24_002_1	0.004217714400482024
Bear_24_002	0.0030461270670147957
Bear_24_003	0.0006117455138662316
Bear_24_004	0.004297114794352364
Bear_24_005	0.004223652453740949
Bear_24_007	0.007018247443352717
Bear_24_008	0.0032565712956501513
Bear_24_009	0.009700722394220845
Bear_24_012	0.00785024154589372
Bear_24_013	0.0014033680834001604
Bear_24_014	0.0024198427102238356
Bear_24_015	0.0016012810248198558
Bear_24_016	0.0010026067776218166
Bear_24_017	0.003812199036918138
Bear_24_018	0.0006024096385542169
Bear_24_019	0.0053694158075601375
Bear_24_020	0.0006044731009470078
Bear_24_021	0.0016415868673050615
Bear_24_022	0.0028101164191087916
Bear_24_023	0.0022864269382664726
Bear_24_024	0.0020052135552436332
Bear_24_025	0.0002002803925495694
Bear_24_027	0.0006063055780113178
Bear_24_028	0.0020391517128874386
Bear_24_029	0.000612369871402327
Bear_24_030	0.01017293997965412
Bear_24_031_1	0.0010034115994380895
Bear_24_031	0.0014064697609001407
Bear_24_032_1	0.0018115942028985507
Bear_24_032	0.0020044097013429546
Bear_24_033_1	0.0010050251256281408
Bear_24_033	0.0014061872237846524
Bear_24_034_1	0.0014107214832728737
Bear_24_034	0.0014739945251631922
Bear_24_035_1	0.0032070555221487274
Bear_24_035	0.0036115569823434992
Bear_24_036_1	0.006042296072507553
Bear_24_036	0.007008410092110532
Bear_24_037_1	0.010627426936439812
Bear_24_037	0.010619114405930675
Bear_24_038_1	0.0
Bear_24_038	0.0
Bear_24_039	0.0038045654785742893
Bear_24_040	0.0
Bear_24_041	0.0007035647279549719
Bear_24_042	0.0008968609865470852
Bear_24_043	0.007358953393295176
Bear_24_044	0.0002108370229812355
Bear_24_045	0.004603682946357086
Bear_24_046	0.00020593080724876442
Bear_24_047	0.0006008411776487082
Bear_24_048	0.0006227942702927133
Bear_24_049	0.0008025682182985554
Bear_24_050	0.0032160804020100503
Bear_24_051	0.005827974276527331
Bear_24_052	0.007628990162617948
Bear_24_053	0.00020056157240272763
Bear_24_054	0.013317191283292978
Bear_24_055	0.0132291040288635
Bear_24_056	0.006473167675923992
Bear_24_057	0.00020024028834601522
Bear_24_058	0.0025817555938037868
Bear_24_059	0.0020096463022508037
Bear_24_060	0.0008009611533840609
Bear_24_061	0.0008227067050596463
Bear_24_062	0.0024052916416115455
Bear_24_063	0.0
Bear_24_064	0.0
Bear_24_065	0.0004008819402685909
Bear_24_066	0.005377601122281974
Bear_24_067	0.008017638805371818
Bear_24_068	0.010026067776218167
Bear_24_069	0.00040064102564102563
Bear_24_070	0.0022303325223033254
Bear_24_071	0.0004008016032064128
Bear_24_072	0.0034779050736497546
Bear_24_073	0.010828153198315621
Bear_24_074	0.002066115702479339
Bear_24_075	0.0006060606060606061
Bear_24_076	0.0012016823552974164
Bear_24_077	0.0008012820512820513
Bear_24_078	0.0006031363088057901
Bear_24_079	0.0
Bear_24_080	0.0
Bear_24_081	0.0004079967360261118
Bear_24_082	0.0002004008016032064
Bear_24_083	0.0004278990158322636
Bear_24_084	0.005651998385143318
Bear_24_086	0.0008009611533840609
Bear_24_087	0.005813953488372093
Bear_24_088	0.007015433954700341
Bear_24_089	0.013139276329088337
Bear_24_090	0.001402524544179523
Bear_24_091	0.0013630168105406633
Bear_24_092	0.0012077294685990338
Bear_24_093	0.002407704654895666
Bear_24_094	0.0002003606491685033
Bear_24_095	0.0006528835690968443
Bear_24_096	0.0004063388866314506
Bear_24_097	0.0002002002002002002
Bear_24_098	0.00785024154589372
Bear_24_100	0.0002030456852791878
Bear_24_101	0.0006668148477439431
Bear_24_102	0.0008061265618702137
Bear_24_105	0.013483598309519017
BearCreek_20_001	0.0022172949002217295
BearCreek_20_002	0.0020044097013429546
BearCreek_20_003	0.005616850551654965
BearCreek_20_004	0.010993843447669306
BearCreek_20_006	0.00814876723777685
BearCreek_20_007	0.0061074918566775245
BearCreek_20_008	0.00476980506014102
BearCreek_20_009	0.00530932594644506
BearCreek_20_010	0.02784079191585894
BearCreek_20_011	0.005040322580645161
BearCreek_20_012	0.010338536387593756
BearCreek_20_013	0.007565931690445309
BearCreek_20_014	0.004645526156332054
BearCreek_20_015	0.011625535386498062
BearCreek_20_016	0.005923418658768775
BearCreek_20_017	0.004691531785127844
BearCreek_20_018	0.011037527593818985
BearCreek_20_019	0.013085258638315273
BearCreek_20_020	0.00961153384060873
BearCreek_20_021	0.00762133975130365
BearCreek_20_023	0.0034828928498258555
BearCreek_20_024	0.0071877807726864335
BearCreek_20_025	0.005220883534136547
BearCreek_20_026	0.00762592815572948
BearCreek_20_027	0.00864321608040201
BearCreek_20_028	0.016268326973287808
BearCreek_20_029	0.015359741309620048
BearCreek_20_030	0.006138735420503376
BearCreek_20_031	0.012432324042510528
BearCreek_20_032	0.005610972568578554
BearCreek_20_033	0.0136986301369863
BearCreek_20_034	0.011823647294589179
BearCreek_20_035	0.006836919364568671
BearCreek_20_036	0.0026130653266331657
BearCreek_20_037	0.011318381890588975
BearCreek_20_038	0.003785966683493185
BearCreek_20_039	0.01706827309236948
BearCreek_20_040	0.01598219704632814
BearCreek_20_041	0.010663983903420523
BearCreek_20_042	0.004468819825309771
BearCreek_20_043	0.013319011815252416
BearCreek_20_044	0.02911062035735796
BearCreek_20_045	0.01803968731208659
BearCreek_20_046	0.02202283849918434
BearCreek_20_047	0.010036130068245684
BearCreek_20_048	0.013437625350982751
BearCreek_20_049	0.017234387672343875
BearCreek_20_050	0.013026052104208416
BearCreek_20_051	0.007861318282604314
BearCreek_20_052	0.003826787512588117
BearCreek_20_053	0.010267767263942018
BearCreek_20_054	0.014492753623188406
BearCreek_20_055	0.014806629834254143
BearCreek_20_056	0.011088709677419355
BearCreek_20_057	0.015300986510972418
BearCreek_20_058	0.009486492060218602
BearCreek_20_059	0.009285425918449738
BearCreek_20_060	0.023051815585475317
BearCreek_20_061	0.0033493824576093785
BearCreek_20_062	0.006412825651302605
BearCreek_20_063	0.008432041758682996
BearCreek_20_064	0.020060180541624874
BearCreek_20_065	0.01588897827835881
BearCreek_20_066	0.013429544998997796
BearCreek_20_067	0.0020333468889792597
BearCreek_20_068	0.004407934281707073
BearCreek_20_069	0.005462093074065982
BearCreek_20_070	0.052885582143575305
BearCreek_20_071	0.0038015206082432974
BearCreek_20_072	0.005265289590927501
BearCreek_20_073	0.00764525993883792
BearCreek_20_074	0.01641337386018237
BearCreek_20_075	0.015091175854118634
BearCreek_20_076	0.009428284854563691
BearCreek_20_077	0.005293159609120521
BearCreek_20_078	0.005405405405405406
BearCreek_20_079	0.006415396952686447
BearCreek_20_080	0.01803968731208659
BearCreek_20_081	0.007925218451534242
BearCreek_20_082	0.007413344019234622
BearCreek_20_083	0.007889009793253536
BearCreek_20_084	0.010531135531135532
BearCreek_20_085	0.0048250904704463205
BearCreek_20_087	0.003261312678353037
BearCreek_20_089	0.010105092966855295
BearCreek_20_090	0.0038252466277431045
BearCreek_20_091	0.027903159622486663
BearCreek_20_092	0.026525198938992044
BearCreek_20_093	0.004797979797979798
BearCreek_20_094	0.0028629856850715747
BearCreek_20_095	0.029518803073190457
BearCreek_20_096	0.00980392156862745
BearCreek_20_097	0.005604483586869495
BearCreek_20_098	0.02029988465974625
BearCreek_20_099	0.014087382605144957
BearCreek_20_100	0.01643945469125902
BearNF_23_17	0.00047789725209080046
BearUp_22_01	0.0006020469596628537
BearUp_22_02_1	0.0002002803925495694
BearUp_22_02	0.0
BearUp_22_03	0.001892147587511826
BearUp_22_04	0.0006006006006006006
BearUp_22_05	0.00040064102564102563
BearUp_22_06	0.0036072144288577155
BearUp_22_07	0.00020044097013429546
BearUp_22_08	0.010865191146881288
BearUp_22_09	0.0
BearUp_22_100	0.0025858015984955335
BearUp_22_101	0.005849132714804356
BearUp_22_103	0.0023645743766122097
BearUp_22_105	0.005637205556674049
BearUp_22_106	0.012048192771084338
BearUp_22_107	0.010422930446983364
BearUp_22_108	0.002921535893155259
BearUp_22_109	0.00040298206729800525
BearUp_22_10	0.007644337155501911
BearUp_22_110	0.000406421459053038
BearUp_22_111	0.001806140878988561
BearUp_22_112	0.015486725663716814
BearUp_22_113	0.005653139511407228
BearUp_22_114	0.0012077294685990338
BearUp_22_115	0.002803364036844213
BearUp_22_116	0.004206730769230769
BearUp_22_117	0.006661283811061769
BearUp_22_118	0.0
BearUp_22_119	0.002407704654895666
BearUp_22_11	0.0036079374624173183
BearUp_22_120	0.00020048115477145148
BearUp_22_121	0.0008046670690002012
BearUp_22_12	0.0050110242533573865
BearUp_22_13	0.004214328717639976
BearUp_22_14	0.00020358306188925082
BearUp_22_15	0.0
BearUp_22_16	0.0008025682182985554
BearUp_22_17	0.0004023335345001006
BearUp_22_18	0.006025306286402892
BearUp_22_19	0.0006010819475055099
BearUp_22_20	0.00045777065690089265
BearUp_22_21	0.006426993372163085
BearUp_22_22	0.0014221861032100772
BearUp_22_23	0.0008126777732629012
BearUp_22_24	0.0
BearUp_22_25	0.023087733386870108
BearUp_22_26	0.004425668879501106
BearUp_22_27	0.0008019246190858059
BearUp_22_28	0.00020060180541624874
BearUp_22_29	0.0006243496357960458
BearUp_22_30	0.0004921259842519685
BearUp_22_31	0.0006010819475055099
BearUp_22_32	0.00020100502512562814
BearUp_22_33	0.0020044097013429546
BearUp_22_34	0.003847894975101856
BearUp_22_35	0.004645526156332054
BearUp_22_36	0.004004805766920304
BearUp_22_37	0.002206177296430004
BearUp_22_39	0.005421686746987952
BearUp_22_41	0.005405405405405406
BearUp_22_44	0.00020096463022508038
BearUp_22_45	0.00020032051282051281
BearUp_22_46	0.005812788133894568
BearUp_22_47	0.0004008819402685909
BearUp_22_48	0.00040192926045016077
BearUp_22_49	0.0028345818991698723
BearUp_22_50	0.012477359629704166
BearUp_22_51	0.0014129995962858296
BearUp_22_52	0.0032096288866599798
BearUp_22_54	0.00910010111223458
BearUp_22_55	0.0014317856412354264
BearUp_22_56	0.009225832330525471
BearUp_22_59	0.0034350373812891493
BearUp_22_60	0.0
BearUp_22_61	0.01293974929235746
BearUp_22_62	0.004208416833667334
BearUp_22_63	0.00040160642570281126
BearUp_22_64	0.0024052916416115455
BearUp_22_65	0.004243281471004243
BearUp_22_66	0.006539955037809115
BearUp_22_67	0.0
BearUp_22_68	0.0028888888888888888
BearUp_22_69	0.0
BearUp_22_70	0.0
BearUp_22_71	0.00020128824476650564
BearUp_22_72	0.0
BearUp_22_73	0.0
BearUp_22_74	0.001002004008016032
BearUp_22_75	0.0021484841250895203
BearUp_22_77	0.0014044943820224719
BearUp_22_78	0.0028056112224448897
BearUp_22_80	0.0
BearUp_22_81	0.009030704394942806
BearUp_22_82	0.015076754385964912
BearUp_22_83	0.003839935327405012
BearUp_22_84	0.0026052104208416833
BearUp_22_85	0.00040543279951348065
BearUp_22_86	0.0
BearUp_22_87	0.019280980116489255
BearUp_22_88	0.007413344019234622
BearUp_22_89	0.0
BearUp_22_90	0.00400962309542903
BearUp_22_91	0.0
BearUp_22_92	0.006806806806806807
BearUp_22_93	0.005476673427991886
BearUp_22_94	0.004014452027298274
BearUp_22_95	0.00020197939810139365
BearUp_22_96	0.006817726087828354
BearUp_22_97	0.0
BearUp_22_98	0.0012016823552974164
BearUp_22_99	0.0006016847172081829
Beetle_23_421	0.0
Beetle_23_422	0.002621496269409155
Beetle_23_423	0.0
Beetle_23_424	0.000847457627118644
Beetle_23_425	0.0014127144298688194
Beetle_23_426	0.0002010454362685967
Beetle_23_427	0.0
Beetle_23_428	0.0006024096385542169
Beetle_23_429	0.0
Beetle_23_430	0.0
Beetle_23_431	0.0020233812949640288
Beetle_23_432	0.0014780405405405406
Beetle_23_433	0.0004232804232804233
Beetle_23_434	0.0
Beetle_23_435	0.002216401370139029
Beetle_23_436	0.003271314659578818
Beetle_23_437	0.0004026575397624321
Beetle_23_438	0.003417085427135678
Beetle_23_439	0.0006033789219629927
Beetle_23_440	0.009931090393190109
Beetle_23_441	0.001026272577996716
Beetle_23_442	0.00020080321285140563
Beetle_23_443	0.0022132796780684103
Beetle_23_444	0.000606918875177018
Beetle_23_445	0.0
Beetle_23_446	0.0016061031921300944
Beetle_23_447	0.00040192926045016077
Beetle_23_448	0.0
Beetle_23_449	0.0012153129430828439
Beetle_23_450	0.00020120724346076458
Berry_04_124	0.0
BF_03_243	0.0
BigTimber10_43	0.0
BigTimber10_44	0.0
BigTimber10_45	0.0004050222762251924
BigTimber10_46	0.0
Bobtail_11_232	0.010669975186104219
Bobtail_11_240	0.009472259810554804
Bram_17_01	0.02716715055993364
Bram_17_02	0.06148164240712579
Bram_17_03	0.02064516129032258
Bram_17_04	0.01636167922497309
Bram_17_05	0.07888376181059108
Bram_17_06	0.03556864521975532
Bram_17_07	0.03076227097941642
Bram_17_08	0.02649737786364891
Bram_17_09	0.02333474756045821
Bram_17_10	0.03513848697809012
Bram_17_11	0.018433179723502304
Bram_17_12	0.025599016997747286
Bram_17_13	0.03903151742851179
Bram_17_14	0.05778055903212349
Bram_17_15	0.005975685143210385
Bram_17_16	0.014150943396226415
Bram_17_17	0.005533092147265376
Bram_17_18	0.03598484848484849
Bram_17_19	0.01079734219269103
Bram_17_20	0.013366750208855471
Bram_17_21	0.052105948762483714
Bram_17_22	0.03167610656597441
Bram_17_23	0.03189895097409548
Bram_17_24	0.046521645487831144
Bram_17_25	0.030843474611833822
Bram_17_26	0.03259075907590759
Bram_17_27	0.027901785714285716
Bram_17_28	0.01178524661719773
Bram_17_29	0.010842368640533779
Bram_17_30	0.033661937965857175
BRAM_19_01	0.008930469912821603
BRAM_19_02	0.008271131732902965
BRAM_19_03	0.004446326487402075
BRAM_19_04	0.01045646491051679
BRAM_19_05	0.011254019292604502
BRAM_19_06	0.005477784540474742
BRAM_19_07	0.005240878855069542
BRAM_19_08	0.003125
BRAM_19_09	0.003443187407771766
BRAM_19_10	0.011347517730496455
BRAM_19_11	0.01128577186618299
BRAM_19_12	0.011950577273647964
BRAM_19_13	0.007951454279137895
BRAM_19_14	0.008372472942617929
BRAM_19_15	0.008863819500402902
BRAM_19_16	0.005668016194331984
BRAM_19_17	0.00826271186440678
BRAM_19_18	0.014107214832728738
BRAM_19_19	0.011258544431041415
BRAM_19_20	0.01028225806451613
BRAM_19_21	0.010784521040389088
BRAM_19_22	0.020150620801954
BRAM_19_23	0.010353227771010963
BRAM_19_24	0.0029227557411273487
BRAM_19_25	0.011447260834014717
BRAM_19_26	0.008960955835289098
BRAM_19_27	0.005435876786792832
BRAM_19_28	0.005445744251714401
BRAM_19_29	0.007240380637153496
BRAM_19_30	0.006181743251596951
BULL1_07_03_1	0.00041476565740356696
BULL1_07_03	0.0002055076037813399
BULL1_07_04	0.17038753159224937
