Sample_ID	Heterozygosity	Raw_Ancestry
Abbot_20_01	0.007188894397620228	0.004090233019335647
Abbot_20_03	0.004341864716636197	0.0021709323583180987
Abbot_20_26	0.0023089355806972986	0.0011544677903486493
AdamsBR3_17_01	0.00021034917963819942	0.0003155237694572991
AdamsBR3_17_02	0.0010066438494060802	0.0005033219247030401
AdamsBR3_17_03	0.001213837750354036	0.000606918875177018
AdamsBR3_17_07	0.0	0.0
AdamsBR3_17_09	0.0012016823552974164	0.0006008411776487082
AdamsBR3_17_11	0.0	0.00020833333333333335
AdamsBR3_17_12	0.0008019246190858059	0.00040096230954290296
AdamsBR3_17_13	0.0010647359454855196	0.0005323679727427598
AdamsBR3_17_15	0.0012033694344163659	0.0006016847172081829
AdamsBR3_17_19	0.00060156406657309	0.000300782033286545
AdamsBR3_17_20	0.0008501594048884166	0.0006376195536663124
AdamsBR3_17_22	0.0006024096385542169	0.0011044176706827308
AdamsBR3_17_24	0.0014036494886705434	0.0007018247443352717
AdamsBR3_17_25	0.0006022886970487854	0.0007026701465569163
AdamsBR3_17_28	0.0004015257980325236	0.0002007628990162618
ARD_20_01	0.0008932559178204555	0.0006699419383653417
ARD_20_02	0.0006315789473684211	0.0005263157894736842
ARD_20_03	0.000437636761487965	0.000437636761487965
ARD_20_05	0.0006306495690561278	0.0003153247845280639
ARD_20_06	0.0007518796992481203	0.00037593984962406017
ARD_20_07	0.0	0.0
ARD_20_10	0.0010566356720202875	0.0005283178360101438
ARD_20_11	0.0006400682739492212	0.0005333902282910177
ARD_20_12	0.00021263023601956197	0.00031894535402934295
ARD_20_13	0.0010575296108291032	0.0005287648054145516
ARD_20_14	0.0008421052631578948	0.0004210526315789474
ARD_20_15	0.00042265426880811494	0.00021132713440405747
ARD_20_16	0.0012618296529968455	0.0008412197686645636
ARD_20_17	0.00024912805181863477	0.00012456402590931738
ARD_20_18	0.0002183406113537118	0.0001091703056768559
ARD_20_20	0.0004348771472059143	0.00021743857360295715
ARD_20_21	0.00045599635202918376	0.00022799817601459188
ARD_20_22	0.0006327778949588694	0.0003163889474794347
ARD_20_23	0.0002149151085321298	0.0001074575542660649
ARD_20_24	0.0006586169045005489	0.00032930845225027445
ARD_20_25	0.00021872265966754156	0.00010936132983377078
ARD_20_26	0.00044933722758930576	0.00044933722758930576
ARD_20_27	0.0010508617065994115	0.0007356031946195881
ARD_20_28	0.00045454545454545455	0.00022727272727272727
ARD_20_29	0.0010879025239338555	0.0005439512619669277
ARD_20_30	0.0006297229219143577	0.0005247691015952981
ARD_20_31	0.0004288164665523156	0.0002144082332761578
Arlee_06_04	0.0004248088360237893	0.0004248088360237893
Arlee_06_05	0.0004922471080482402	0.0002461235540241201
Arlee_06_10	0.00021312872975277067	0.00010656436487638534
Arlee_06_11	0.00021838829438742082	0.00010919414719371041
Arlee_06_12	0.0004450378282153983	0.00022251891410769915
Arlee_06_14	0.00023337222870478414	0.00011668611435239207
Arlee_06_15	0.000661521499448732	0.000330760749724366
Arlee_06_16	0.0006578947368421052	0.0003289473684210526
Arlee_06_17	0.0008684324793747286	0.0004342162396873643
Arlee_06_18	0.0007083825265643448	0.0003541912632821724
Arlee_06_19	0.000866738894907909	0.0006500541711809318
Arlee_06_20	0.0010690613641223007	0.0005345306820611504
Arlee_06_21	0.0006451612903225806	0.0003225806451612903
Arlee_06_22	0.001126887536623845	0.0005634437683119225
Arlee_06_23	0.000663129973474801	0.0005526083112290009
Arlee_06_24	0.00045578851412944393	0.00022789425706472196
Arlee_08_02	0.0	0.0
Arlee_08_07	0.00045662100456621003	0.00022831050228310502
Arlee_08_08	0.00043591979075850045	0.00021795989537925023
Arlee_08_09	0.0004318721658389117	0.00021593608291945585
Arlee_08_11	0.00023640661938534278	0.00011820330969267139
Arlee_08_13	0.0013783597518952446	0.0006891798759476223
Arlee_08_14	0.0004724781478856603	0.00023623907394283014
Arlee_08_16	0.0004679457182966776	0.0004679457182966776
Arlee_08_18	0.00022153300841825432	0.00011076650420912716
Arlee_08_20	0.00021528525296017224	0.00010764262648008612
Arlee_BY21_01_1	0.00045320643553138455	0.00022660321776569228
Arlee_BY21_01	0.00021829294913774285	0.00010914647456887143
Arlee_BY21_02	0.0006594856012310398	0.0003297428006155199
Arlee_BY21_03	0.0002304147465437788	0.0001152073732718894
Arlee_BY21_04	0.0005408328826392645	0.0005408328826392645
Arlee_BY21_05	0.0010895619960775767	0.0005447809980387884
Arlee_BY21_06	0.0002205071664829107	0.00011025358324145535
Arlee_BY21_07	0.0002147766323024055	0.00010738831615120275
ArleeBY_21_07	0.00020483408439164277	0.00010241704219582139
Arlee_BY21_08	0.0002353494939985879	0.0003530242409978819
Arlee_BY21_09	0.000635862653666808	0.000317931326833404
Arlee_BY21_10	0.0	0.0
Arlee_BY21_13	0.00023917723032767282	0.00011958861516383641
Arlee_BY21_15	0.0008814455707360071	0.00044072278536800354
Arlee_BY21_17	0.00021696680407897592	0.00010848340203948796
Arlee_BY21_18	0.0005537098560354374	0.0002768549280177187
Arlee_BY21_19	0.0	0.0
Arlee_BY21_20	0.0008789277081960009	0.0006591957811470006
Arlee_BY21_21	0.0	0.0
Arlee_BY21_22	0.00044434570095534326	0.00022217285047767163
Arlee_BY21_23	0.0	0.0
Arlee_BY21_24	0.00022920009168003668	0.00011460004584001834
Arlee_BY21_25	0.0006475285991797971	0.00032376429958989856
Arlee_BY21_27	0.0004514672686230248	0.0004514672686230248
Arlee_BY21_29	0.0004968944099378882	0.0007453416149068323
Arlee_BY21_30	0.00022376370552696352	0.00011188185276348176
AT_AB_0228	0.0008303923603902845	0.00041519618019514223
AT_AT_0003	0.0	0.00021677866897897247
AT_BB_0001	0.0004020908725371934	0.0002010454362685967
AuburnFH_14_23	0.0	0.0
AuburnFH_14_24	0.0	0.0
AuburnFH_14_25	0.0	0.0
AuburnFH_14_26	0.0	0.0
AuburnFH_14_43	0.0	0.0
AuburnFH_14_44	0.0	0.0
AuburnFH_14_45	0.0	0.0
AuburnFH_14_46	0.0	0.0
B10_21_17	0.0010105092966855296	0.0007073565076798706
Baree_17_121	0.09580838323353294	0.9510265183917879
